Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes, SVG Info
B,25,,ཉེར་ལྔ་པ་མངོན་པར་རྫོགས་པར་སངས་རྒྱས་པའི་བླ་ན་མེད་པའི་ཡེ་ཤེས་བརྙེས་པ་ནི།,Chapter 25: The attainment of the unsurpassable wisdom of perfect awakening.,,,Vol. Nya (8) p. 19.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 31b.5-35a.1",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M11895,5061.2c0,0,30-51,30-105c0-54-3-264,18-330s69-144,90-174s42-84,45-102c3-18,35-140.4,135-194.4c66.2-35.8,141.6-40.6,198-28c61,13.6,134,80,162,134c17,33,8,72,28,116c8,17.4,128,118,158,220c18.6,63.2,35,243,32,300s-19,165-16,180s44,19.2,50,34.2c6,15,45,45,57,54c12,9,30,33,36,45c6,12,27,45,24,66c-3,21-3,117-6,144c-3,27-66.2,80.8-95,102.8c-50,38-132,30-181,44.2c-33.8,9.8-91,9.8-103,9.8s-72,1-90-2s-82,2-120-4c-12.6-2-47-18.8-68-24.8c-21-6-60-12-72-15c-12-3-66-9-84-15c-18-6-81-10.2-102-19.2s-57-19.8-75-28.8s-72-51-90-75c-18-24-60-81-66-96c-6-15,0-93,21-129C11832,5133.2,11889,5067.2,11895,5061.2z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,25,1,དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་ནམ་གྱི་ཐུན་དང་པོའི་སྐབས་དེ་ཉིད་དུ་མཉམ་པར་བཞག་སྟེ་རབ་ཀྱི་མཐའི་བསམ་གཏན་ལ་བརྟེན་ནས་རྫུ་འཕྲུལ་གྱི་མངོན་ཤེས་དང་ལྷའི་རྣ་བ་བསྒྲུབས་སོ།,"During the first watch of the night, the Bodhisattva dwelt in a state of equanimity and relying on [the concentration of] the extreme limits, acquired the ability to work miracles as well as the divine ear.",,,བདུད་འདུལ་བ་དང་སངས་རྒྱས་གཉིས་དུས་མཚན་མོ་གཅིག་ཁོ་ན་ལ་ཡིན་ཀྱང་། མཛད་པའི་ཁྱད་པར་ཤིན་ཏུ་ཆེ་བའི་ཕྱིར། བྱང་ཆུབ་བརྙེས་པ་ལོགས་སུ་འབྲི་མི་དགོས་ཏེ། བྱང་ཆུབ་ཤིང་དྲུང་དུ་རྩའི་གདན་ལ་མཉམ་བཞག་མཛད་པ། སྐུ་ལས་འོད་ཟེར་དཔག་ཏུ་མེད་པ་འཕྲོ་བ།,"Although it is the same night when the Buddha tames the demon and becomes the Buddha, there is a major difference, so there is no need to draw the Buddha achieving enlightenment in a separate scene. The Buddha sits in equanimity on the grass mattress under the Bodhi Tree. His body radiates infinite rays of light.",,,
B,25,1,།གུང་ཐུན་ལ་གཞན་གྱི་སེམས་ཤེས་པ་དང་། སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་དང་ལྷའི་སྤྱན་བསྒྲུབས་ཤིང་།,"In the course of the second watch, he acquired the powers of knowing others' thoughts, of remembering previous lives, and the divine eye.",,,,,,,
B,25,1,དེ་ནས་ཐུན་ཐ་མ་ལ་ཟག་ཟད་ཀྱི་མངོན་ཤེས་བསྒྲུབས།,"During the third vigil, he gained the ""extrasensory perception of the exhaustion of all contaminations”",,,,,,,
B,25,1,བླ་ན་མེད་པའི་ཡེ་ཤེས་བརྙེས་ཏེ་,and found unsurpassable wisdom.,,,,,,,
B,25,1,མངོན་པར་རྫོགས་པར་སངས་རྒྱས་ནས་ཐམས་ཅད་མཁྱེན་པ་དེ་བཞིན་གཤེགས་པར་གྱུར་ཏོ།,"Having reached perfect awakening, he became an omniscient buddha.",,,,,,,
B,25,1,།དེ་ནས་བདུད་ཀྱི་རིགས་ཀྱི་ལྷ་རྣམས་ཀྱིས་གྲོང་ཁྱེར་སེར་སྐྱར་བྱང་ཆུབ་སེམས་དཔའ་གྲོངས་སོ་ཞེས་བསྒྲགས་པས་ཐམས་ཅད་མྱ་ངན་དུ་གྱུར་པ་ལ།,The demons of the House of Shadows went to Kapilavastu to spread rumours about the Bodhisattva’s death and in this way sowed deep grief among the entire populace.,,,,,,,
B,25,1,དཀར་པོའི་ལྷ་རྣམས་ཀྱིས་ཤཱཀྱ་ཐུབ་པ་ནི་མ་ནོངས་ཏེ། ད་ནི་བླ་ན་མེད་པའི་ཡེ་ཤེས་བརྙེས་སོ་ཞེས་བསྒྲགས་པས་ཐམས་ཅད་དགའ་བ་སྐྱེས་སོ།,"But to everyone’s joy, the gods quickly countered: “Shakyamuni, Tamer of the Shakyas, is not dead. Indeed, he has just achieved the perfect wisdom that accompanies genuine buddhahood.”",,,,,,,
B,25,1,།དེ་ལྟར་ས་གའི་ཟླ་བའི་ཚེས་བཅོ་ལྔའི་ནུབ་མོ་བཅོམ་ལྡན་འདས་ཀྱིས་བླ་ན་མེད་པའི་ཡེ་ཤེས་ཀྱང་བརྙེས།,In that way the Bhagavan found perfect wisdom on the full moon night (sa ga'i zla wa) of the fifth [lunar] month.,,,,,,,
B,25,1,ཟླ་བ་ལ་ཡང་སྒྲ་གཅན་ཞུགས།,"Indeed, in that same month, there was a lunar eclipse,",,,,,,,
B,25,1,གྲགས་འཛིན་མའི་སྲས་སྒྲ་གཅན་འཛིན་ཡང་བཙས་ཤིང་། བདུད་རྩི་ཟས་ཀྱི་བུ་ཀུན་དགའ་བོ་ཡང་བཙས་སོ།,"and Rahula (Sgra gcan zin), son of Yaśodharā [the former wife of Siddhārtha] came into the world along with Ānanda (Kun dga’ bo), son of Amrtodana (Bdud rtsi za) [Siddhārtha’s uncle].",,,,,,,
B,25,1,།དེའི་ཚེ་ས་ཆེན་པོ་ནི་རབ་ཏུ་གཡོས།,The ground shook hard.,,,,,,,
