Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,3,,སུམ་པ་གཟིགས་པ་ལྔ་ལ་གཟིགས་པ་ནི།,Chapter 3: The Bodhisattva notices the five marks,,,,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 275b.3-278a.4",,
A,3,1,དེའི་ཚེ་བྱང་ཆུབ་སེམས་དཔའ་དམ་པ་ཏོག་དཀར་པོར་གྱུར་པས།  འཛམ་བུ་གླིང་དུ་གཟིགས་པ་རྣམ་པ་ལྔ་ལ་གཟིགས་ཏེ།  རིགས་དང་ཡུལ་དང་དུས་དང་བརྒྱུད་དང་བུད་མེད་ལ་གཟིགས་པའོ།,"It is at this juncture that the bodhisattva Svetaketu, sweeping with his glance Jambudvipa, the Land of the Plum-rose Trees, noticed the five special features there: [the future mother’s] Caste, Country, Era, Ancestry, and [the specific] Woman.",,,,,275b.3-4,,"The canonical passage refers merely to the ""bodhisattva"" with no mention of ""Svetaketu"" (dam pa tog dkar po)"
A,3,1,།དེ་ཡང་རིགས་ཀྱི་མཆོག་ཤིན་ཏུ་བཙུན་པར་བཀུར་བའི་རྒྱལ་རིགས་དང་།,"He saw a family, an exceptionally noble and well-respected one, belonging to the warrior caste.",,,,,275b.4-7,,
A,3,1,ཡུལ་གྱི་མཆོག་ཡུལ་དབུས་ཀྱི་གྲོང་ཁྱེར་དམ་པ་དང་།,"He noted the excellent location, a splendid fortress-town situated in the Central Lands of Magadha.",,,,,275b.7-276a.5,,
A,3,1,དུས་ཀྱང་ཡིད་འབྱུང་བ་དང་སྐྱོ་ཤས་ཆེ་ཞིང་ཧ་ཅང་རབ་སྙིགས་མ་ལྔ་བདོ་བ་ཡང་མ་ཡིན་པ་ཚེ་ལོ་བརྒྱ་པ་དང་།,"Reflecting on the era, he realized that it was one lost in the mists of despair and deep gloom, but not yet totally obscured by the five degeneracies—these were times wherein human life lasted on the average a hundred years.",,,,,276a.5-276b.4,,
A,3,1,ཕ་མེས་དང་མ་མེས་ཀྱི་ཚོགས་ཟུང་དག་ལ་བདུན་བརྒྱུད་ཀྱི་བར་དུ་སྐྱོན་མེད་པ་དང་།,Then he examined more closely the Maha-sammata (Mang po bkur ba) line of descent and found it faultless over seven generations on both the paternal and maternal sides.,,,,,276b.4-7,,
A,3,1,ཡུམ་ནི་བུད་མེད་ཀྱི་སྐྱོན་ཀུན་སྤངས།,"Finally, his glance rested upon a woman: a mother unblemished by the imperfections of femininity—",,,,,276b.7-277a.6,,
A,3,1,ཡོན་ཏན་ཀུན་ཚང་བ་ལས།,a woman who was endowed with every possible superiority,,,,,277a.1-2,,
A,3,1,ཁྱད་པར་དུ་བྱང་ཆུབ་སེམས་དཔའ་ཟླ་བ་བཅུར་ལྷུམས་སུ་འཛིན་ནུས་པའི་བསོད་ནམས་བསགས་པ་དང་།,"and above all, had accumulated enough merit to carry a bodhisattva in her womb for a period of ten moons—",,,,,277a.2,,
A,3,1,སྔོན་གྱི་རྒྱལ་བ་ལ་མཆོད་ནས་སངས་རྒྱས་ཀྱི་ཡུམ་དུ་འགྱུར་བར་སྨོན་ལམ་བཏབ་པ་སྟེ་དེ་དག་དགོས་པ་ལས།,a woman who had paid homage to past Conqueror Buddhas (rgyal ba) before formulating the wish to become a buddha's mother.,,,,,277a.2,,
