Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English (orange = English translation changed from existing),Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes, SVG Info
B,21,,ཉེར་གཅིག་པ་དཀའ་བ་སྤྱད་པ་ནི།,Chapter 21: Practicing austerities,,,"Vol. Ca (5), p. 18.",,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 19a.2-25a.6",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M300.6,10794c42,9,402-279.8,477-357c79.6-82,207-72.2,264-84c87.6-18,149.6-56.8,207-93c50.6-32,95-71,159-39s135,59.8,192,15c195-153,245.6-1.8,366,63c62.4,33.6,111,93,171-93c13.2-41.2,13.8-61.4,13.8-61.4c10.8,1.2,51.8,1.2,60.8,1.2h6c54,10,64.8,54,130.8,96c66,42,72,240,90,306c18,66,54,60,114,72c60,12,101,26,138,42c334,14.6,101,62,143,104s58,94,94,194c37.4,103.6,22,144,118,240s267,98,388,148c81.8,33.8,255.4,128.2,336,260c66,108,61,209.6,29,364.2c-17.6,84.8-56.2,150.2-100,214c-35.4,51.6-89,103.8-245,121.8s-356-30-458-48c-73.8-13-152-53-179,47c-5.4,19.6-63,34.4-78,51c-16.8,18.8-53,18.2-65,35s45.8,53.6,37,74c-6.2,14.6-25,32-24,34c24.2,48.4-61.2,51-48,60c25,17,22.2,44.8,9,57c-24,22-35,24.6-8,80c19,39-1.6,71.2-32,90c-93,57.8-246,114-343.2,176.2c-91.8,58.8-91.4,67-264,236l-1670.8,17.8l-28-2412' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,21,,དེའི་ཚེ་རྒྱལ་པོ་ཟས་གཙང་མས་བྱང་ཆུབ་སེམ་ས་དཔའི་ཕྱོགས་སུ་ལྟ་ཉུལ་བ་མང་དུ་བཏང་བ་ལས། བྱང་ཆུབ་སེམས་དཔའ་ལ་རིམ་གྲོ་བྱེད་པའི་གཡོག་མེད་ཅིང་། གཅིག་པུར་འཁྱམས་ཤིང་འདུག་གོ་ཞེས་ཐོས་ནས།,"Because he was having his son followed by spies, Suddhodana (Zas gtsang) learnt that the Bodhisattva was living and traveling on his own without a single attendant to wait on him. ",,,དེ་ནས་ནགས་གཅིག་ཏུ། འཁོར་ལྔ་དྲུང་ན་ཡོད་ཅིང་། གཞན་མི་མང་པོ་ཞིག་ལྡོག་འགྲོ་བ་འབྲི། དེ་ནས་ཆུ་ཀླུང་ནེ་རཉྫ་ནའི་འགྲམ་མཐའ་ནགས་ཀྱི་སྐོར་བའི་ནེའུ་གསིང་གི་དབུས་ཤིང་དྲུང་གཅིག་ཏུ་དཀའ་ཐུབ་མཛད་པའི་རྣམ་པ་འབྲི་སྟེ། སྤྱི་ཁྱབ་དང་འདྲ། དཀའ་བ་རྣམ་པ་དྲུག་སྦྱོད་པའི་རིམ་པ་མང་པོ་ཡོད་ཀྱང་། དེ་ཙམ་གྱི་ཆོག་པ་འདུག ཕྱུག་རྫིས་སྙན་ལ་ཤིང་འཛུགས་པ་དང་། ལྷ་གསུམ་གྱི་གཏམ་རྗེས་སུ་སྒྲོག་པ་སོགས་ཀྱང་འབྲི།,"In a forest, the Buddha dwells with the five disciples. Many other men leave the Buddha. Under a tree in a forest near the bank of the Nairañjanā (ne ranya+dza na), the Buddha lives an ascetic life. This is the same as in mainstream. There are actually six forms of ascetic practices, but what we have here is fine. Herders put sticks in the ears of the Buddha. Three gods spread the news.",19a.2-3,,
B,21,,རིམ་གྲོ་བྱེད་པ་མི་སུམ་བརྒྱ་བཏང་ཤིང་། རྒྱལ་པོ་ལེགས་པར་རབ་སད་ཀྱིས་ཀྱང་མི་ཉིས་བརྒྱ་བཏང་ངོ་།,"So he dispatched three hundred servants in Siddhartha’s wake; the latter’s maternal grandfather, King Suprabuddha (Legs par rab sad), saw fit to add two hundred more to that number.",,,,,19a.3-4,,
B,21,,།དེ་ནས་འཁོར་ལྔ་བརྒྱ་དང་བཅས་ཏེ་ནགས་སུ་རྒྱུ་བ་ན། སྐྱེ་བོ་མང་པོ་དང་ལྷན་ཅིག་ཏུ་གནས་པས་བདུད་རྩི་མི་ཐོབ་པར་མཁྱེན་ནས།,"Watching some five hundred men come into view from the thickets of trees, Siddhartha knew at once that in their company, it would be impossible to find the nectar of realization of which he was in search.",,,,,19a.4,,
B,21,,ཡབ་ཀྱི་ཕྱོགས་ལས་གསུམ་དང་། ཡུམ་གྱི་ཕྱོགས་ལས་གཉིས་ཁྲིད།  ལྷག་མ་རྣམས་ཕྱིར་བཀྱེ་སྟེ།,"With a view to [eventually] instruct them, he decided to retain five of the troupe –  three from his father’s side, two from his mother’s – and sent all the others home.",,,,,19a.4-5,,
B,21,,དེ་རྣམས་དྲང་སྲོང་གི་ཆ་བྱད་དུ་བསྒྱུར་བ་དང་ལྷན་ཅིག་གྲོང་ཁྱེར་ག་ཡའི་ལྷོ་ཕྱོགས་སྟེང་རྒྱས་ཀྱི་གྲོང་རྡལ་རྒྱུ་ཞིང་གཤེགས་ནས། ཆུ་ཀླུང་ནཻ་རཱཉྫ་ནའི་འགྲམ། ནེའུ་སིང་ཡིད་དུ་འོང་བ་མཐའ་ནགས་ཚང་ཚིང་དང་ཤིང་སྣ་ཚོགས་ཀྱིས་བརྒྱན་པར་གཟིགས་ནས།,"Together, the six companions directed their steps towards Uruvilva (stengs rgyas), south of the kingdom of Gaya, and settled in a place where the banks of the Nairanjana stretched towards pleasant meadows edged with wide belts of diverse sweet-scented trees.",,,,,19a.5-7,,
B,21,,ནགས་ཁྲོད་འདིར་བདག་གནས་ལ་སྤོང་བ་བྱའོ་སྙམ་དུ་དགོངས་ནས་ཤིང་དྲུང་ཞིག་ཏུ་བཞུགས་སོ།,"Seating himself at the foot of a tree, Siddhartha thought to himself: “I shall sit here to meditate on detachment.”",,,,,19a.7-19b.2,,
B,21,,།དེར་ཚེམས་ལ་ཚེམས་གཏད། ལྗགས་རྐན་ལ་སྦྱར། ཐུགས་ཀྱིས་ཐུགས་བཟུང་སྟེ་ཤིན་ཏུ་མངོན་པར་བསྡམས་པ་ན་བ་སྤུའི་བུ་ག་ནས་རྔུལ་གྱི་རྒྱུན་བྱུང་བར་གྱུར་ཏོ།,"[First,] with his tongue just grazing the roof of his mouth, his teeth just touching, and his mind attentive upon his mind, the Bodhisattva mastered himself with such concentration that drops of perspiration started to ooze from every pore of his body.",,,,,19b.2-4,,
B,21,,།དེ་ལྟར་དཀའ་བ་སྤྱད་པས་ཚོར་བ་དྲག་པོ་མི་བཟད་པ་ཉམས་སུ་མྱོང་ཡང་ཞུམ་པ་མ་ཡིན་གྱི་བརྩོན་འགྲུས་བརྩམས་པ་ཡིན།,"Such a strictly maintained ascetic practice brought about an intolerably intense sensation in him. Even so, he persevered with enthusiasm.",,,,,19b.4-5,,
B,21,,སྐུ་མ་སྦྱངས་པ་མ་ཡིན་གྱི་སྦྱངས་པ་ཡིན། རྨུགས་པ་མ་ཡིན་གྱི་དྲན་པ་ཉེ་བར་བཞག་པ་ཡིན། གཡེང་བ་མ་ཡིན་གྱི་ཐུགས་བརྩེ་གཅིག་ཏུ་མཉམ་པར་བཞག་པ་ཡིན་ནོ།,"Having mastered the art of perfectly controlling his body, he remained concentrated, never falling into a state of torpor. And he kept his mind composedly and steadily focused on meditation, without getting distracted.",,,,,19b.5,,
B,21,,།དེ་ནས་དུས་གཉིས་པ་ལ་རྣམ་པར་བམ་པའི་བསམ་གཏན་བསྒོམ་པར་བརྩམས་ཏེ་,"Secondly, he focused his meditation on physical disintegration.",,,,,19b.6-7,,These next austerities are an abreviation of a more numerous set described in the Vinayavastu.
