Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,15,,བཅོ་ལྔ་པ་ཞིང་པའི་སར་བསམ་གཏན་བསྒྲུབས་པ་སོགས་ནི།,Chapter 15: The meditation in the countryside,,,Vol. Nga (4) p. 15. ,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 5a.3-7a.7",,
A,15,,ཡང་རྒྱལ་པོས་ཁ་ལོ་སྒྱུར་བ་ལ་དྲིས་པ་ལ་སོགས་པ་སྔ་མ་དང་འདྲ་བ་ལས།,"After the excursion, the king interrogated Chandaka (Mdun pa) as he had done on previous occasions.",,,ཞིང་ལས་བྱེད་པའི་སར་ཕེབས་ནས་ཞིང་པ་རྣམས་དང་། གླང་སོགས་བཏང་སྟེ་ཅི་བདེ་བར་བཏང་བ་དང་། ནང་གི་ལས་སྣ་ཚོགས་པ་བྱེད་པ་རྣམས་ཀྱི་སར་ཕེབས་ཏེ། དེ་དག་ཀྱང་བཏང་བ་དང་། ཤིང་འཛམ་བུའི་རྩ་བར་ཏིང་ངེ་འཛིན་ལ་བཞུགས་ཏེ། གྲིབ་མས་སྐུ་ལུས་མ་བཏང་བ་ལ་ཡབ་ཀྱི་ཕྱག་མཛད་པ་དང་།,"The Buddha goes to the fields where he sets free farmers and bulls. In another scene, he also sets free house servants. The Buddha goes to meditate in the shade under a rose apple tree (shing 'dzam bu) where his father prostrates him.",5a.3-5b.7,,
A,15,,རྒྱལ་པོས་ད་ནི་བདག་གིས་གཞོན་ནུ་ཞིང་པའི་གྲོང་དུ་བཏང་ནས་སེམས་གཡེང་བར་བགྱིའོ་སྙམ་ནས།,"Later the king muttered to himself: “Well, this is most inconvenient! I shall send the prince to the countryside to divert him from such thoughts.”",,,,,5b.7-6a.2,,
A,15,,བྱང་ཆུབ་སེམས་དཔའ་ལ་གཤོན་ནུ་ཚུར་ཤོག  ཁྱོད་ཞིང་པའི་གྲོང་དུ་སོང་ལ་ལས་ཀྱི་མཐའ་ལ་ལྟོས་ཤིག,"“Siddhartha,” he declared, “I wish you to go to the village and monitor the progress of the tilling of the fields.”",,,,,6a.2,,
A,15,,།ཅེས་བརྗོད་པ་ན་བྱང་ཆུབ་སེམས་དཔའ་རྒ་ནད་འཆི་བ་གསུམ་གྱིས་ཐུགས་འབྱུང་།,"Because of his recent encounters with the old man, the sick man and the dead man, the Bodhisattva's heart was in turmoil",,,,,6a.2,,
A,15,,རབ་ཏུ་བྱུང་བ་ལ་ནི་མངོན་པར་ཞེན་ཡང,and he had only one thing on his mind: the life of a renunciate.,,,,,6a.3,,
A,15,,ཡབ་ཟས་གཙང་གི་ཚིག་གསན་ནས་ཤིང་རྟར་ཞུགས་ཏེ་ཞིང་པའི་གྲོང་དུ་གཤེགས་པ་ན།,"But on hearing his father's commands, he climbed into his carriage and left for the farmers' hamlet.",,,,,6a.3,,
A,15,,ལམ་ཁར་གཏེར་ལྔ་བརྒྱ་ཁ་བྱེ་སྟེ།,"All of a sudden, five hundred gemstone mines opened out in front of him while he was still en route,",,,,,6a.3,,
A,15,,གཤོན་ནུ་བདག་ཅག་ནི་ཁྱེད་ཀྱི་ཉེ་དུའི་གཏེར་ལགས་ཀྱི་བདག་ཅག་བཞེས་ཤིག  ཅེས་པའི་སྒྲ་བྱུང་ངོ་།,"and he heard a voice declare: “Prince, we are your ancestors' treasure trove, make of us what use you will.”",,,,,6a.3-4,,
A,15,,།བཀའ་སྩལ་བ།  ཁྱོད་ཀྱི་ང་ལ་དགོས་པ་མེད་ཀྱི་སོང་ཞིག,"“I have no need of you,” the prince replied. “Out of my sight!",,,,,6a.4,,
A,15,,གང་གིས་ང་ལ་འཆི་བའི་གཏམ་སྨྲས་པ།  །དེ་དག་ཤི་བའི་གཏམ་དུ་གྱུར་པ་ཡིན།,Those who speak to me of the dead come already as the harbingers of Death.,,,,,6a.4-5,,
A,15,,།བདག་ཀྱང་ཤི་ནས་རིང་པོ་མི་ཐོགས་པར།  །གཞན་དག་གིས་ཀྱང་གཏམ་དུ་འགྱུར་བ་འོང་། །ཞེས་གསུངས།,"Soon, I too, scarcely cold, shall be but a tale recounted by others.""",,,,,6a.5-6,,
A,15,,དེ་ནས་གཏེར་དེ་རྣམས་རྒྱ་མཚོ་ཆེན་པོའི་ནང་དུ་ཞུགས་སོ།,And the jewels disappeared to the bottom of the vast ocean.,,,,,6a.6,,
