Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene Working Notes, SVG Info
B,24,,ཉེར་བཞི་པ་བདུད་བཏུལ་བ་ནི།,Chapter 24: Subduing the Demon [Māra].,,,Vol. Ja (7) p. 19.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 29a.6-31b.5",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M13478.4,6054c25.8-51.6,33.6-98.8,110.6-112s106,12.2,154,28.2s102-40.2,118-68.2c35-60.8-8.8-143.2-13-180.8c-11-96.8,34.8-112.8,51-186c15.8-71.4-21.2-221.2-24-221.2c-2,0,238-802,234-804c-7.2-3.6-292-184-384-240c-89.2-54.2-216-140-224-172c-20.2-81.2,50-167.6,110-227.6s267-345,315-477c37.8-104,132-420,143-639.4c8.2-161.4-37.2-380.6-41-449.6c-7-123.6-96-249-127-282.4c-22-23.6-80-56-92-76s-46-73.6-114-97.6s-91-11-123-39s-88-24-144-24s-78-48-123-75.4c-35.6-21.8-84.8-62-123-92.6c-60-48-123-45-195-45s-82,56.4-147,42c-22-5-123.8-44.2-150-63c-54-39-9-78-90-126c-37-22-115-27.4-135-71.4s-190-101.2-375-66.6c-144,27-213,120.6-229,144.6s-44,70-88,82s-62.2,9.2-106,58.4c-89.2,100.4-151.6,113-171,111c-44.4-4.6-127,10.6-175,34.6s-80,72-156,100s-86.6,153.6-108,172c-61.8,53.4-163.8,80.4-205.8,128.4c-19.8,22.6-117,153-105,213c12,60-3,303,3,345c6,42,36,102-24,138c-60,36-87,114-81,138s72,171,93,261c12.2,52.2,24,306,18,453c-4.2,102.6-3.4,466-147,573c-50,37.2-103.2,150.6-103.2,150.6c-40,112-36,152-44,276c-4.4,69.8-12.4,182.4,36,352c32,112,144,148,212,204c15.8,13,120,44,128,116c10,90.8-80,140-172,200s-45,152.8-48,216c-4,84-83.8,122.8-20,244c40,76,104,124,132,164c11,15.8,28.2,42,46,70c0,0,42,74,54,102s52,52,76,72s140,28,168,56s64,60,64,60s131.2,30.2,131.2,153.2c0,48,48.8,58.8,48.8,58.8s28,28,64,48s-8,48,32,76s28,76,60,80s140-20,180,0s124,40,144,40s108,64,136,80s92,36,124,84s84,60,140,72s120,32,136,36s60,4,92,16s172,112,204,124s169,26.2,412-36c0,0,276-108.8,285-126.8c32-64,175-377.2,183-449.2s38.2-177.6,20-232c-24-72-48-260-56-284s-10.6-136-5.4-176L13478.4,6054z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,24,1,དེའང་བདུད་སྡིག་ཅན་ལ་རྒྱལ་མཚན་གཉིས་ཡོད་དེ། དགའ་བའི་གནས་དང་དོགས་པའི་གནས་སོ།,"The demon Mara owned two victory standards, Banner of Desire and Banner of Doubt.",,,བྱང་ཆུབ་ཀྱི་ཤིང་གི་དྲུང་དུ་རྩ་བཏང་བའི་སྟེང་དུ་བཞུགས་པ་མཉམ་བཞག་མཛད་པ་ལ། བདུད་ཀྱི་སྤྲུལ་པའི་ཕོ་ཉ་བདུན་འོང་བ་དང་། ཡང་དེ་དང་ཉེ་བར། བདུད་འདུལ་གྱི་བཀོད་པ་སྤྱི་དང་འདྲ་བ་འབྲི་བ་ལས། རིན་པོ་ཆེའི་བཞུགས་ཁྲི་མི་དགོས། ཡང་བྱང་ཆུབ་ཤིང་གཅིག་གི་རྩ་བ་ན། བཞུགས་ཚུལ་མཉམ་བཞག་མཛད་པ་ལ། ཤིང་གི་ཡལ་ག་ཆེ་ལ་དཀར་བ་ལོ་མ་རྣམས་ལྷ་མང་པོས་འཛིན་པ་འབྲི། །  །མངོན་བྱུང་དང་།  འདུལ་བའི་ལུགས་ལ།  སླུ་བྲིད་སྟོན་པའི་བདུད་ཀྱི་བུ་མོ་གསུམ་ཁོ་ན་འབྲི་སྟེ།  བདུད་བཏུལ་པའི་སྐོར་རོ། །,"While sitting in equanimity under the Bodhi Tree (byang chub kyi shing), he is visited upon by seven messengers who are apparitions created by the demon. The scene of the Buddha taming the demon should be drawn as in the mainstream, hence there is no need to draw a throne.  In another scene, the Buddha sits in equanimity under a Bodhi Tree. The tree has big white branches with leaves held up by gods. According to the traditions of history (sngon 'byung) and Vinaya (‘dul ba), the only scene to be drawn here is three daughters of the demon trying to seduce the Buddha.",,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M11895,5061.2c0,0,30-51,30-105c0-54-3-264,18-330s69-144,90-174s42-84,45-102c3-18,35-140.4,135-194.4c66.2-35.8,141.6-40.6,198-28c61,13.6,134,80,162,134c17,33,8,72,28,116c8,17.4,128,118,158,220c18.6,63.2,35,243,32,300s-19,165-16,180s44,19.2,50,34.2c6,15,45,45,57,54c12,9,30,33,36,45c6,12,27,45,24,66c-3,21-3,117-6,144c-3,27-66.2,80.8-95,102.8c-50,38-132,30-181,44.2c-33.8,9.8-91,9.8-103,9.8s-72,1-90-2s-82,2-120-4c-12.6-2-47-18.8-68-24.8c-21-6-60-12-72-15c-12-3-66-9-84-15c-18-6-81-10.2-102-19.2s-57-19.8-75-28.8s-72-51-90-75c-18-24-60-81-66-96c-6-15,0-93,21-129C11832,5133.2,11889,5067.2,11895,5061.2z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,24,1,།དེ་ལས་སྐབས་འདིར་དོགས་པའི་རྒྱལ་མཚན་གཡོས་པས།,"At that precise moment, Banner of Doubt began to quiver.",,,,,,,
B,24,1,བདུད་ཀྱིས་བརྟགས་པ་ན། བྱང་ཆུབ་སེམས་དཔའ་རྡོ་རྗེའི་གདན་ལ་བཞུགས་པར་མཐོང་ནས།,"Mara, trying to find out why, saw that the Bodhisattva had that instant seated himself on the Diamond Throne.",,,,,,,
B,24,1,བར་ཆད་བྱ་བའི་ཕྱིར་སྐྲ་འཛིངས་ཤིང་ཤ་ནའི་གོས་ཀྱིས་སྨད་གཡོགས་པའི་འཕྲིན་པ་ཞིག་སྤྲུལ་ནས་,"Bent on overturning the Great Being’s plans, the demon disguised himself as a messenger with long bushy hair and a ragged loincloth round his waist and sprang out of a thicket, shouting:",,,,,,,
B,24,1,རིངས་རིངས་སྐད་དུ་གྲོང་ཁྱེར་སེར་སྐྱ་ནི་ལྷས་བྱིན་གྱིས་མནན། ཕོ་བྲང་ནི་བཅོམ། ཤཱཀྱ་རྣམས་ནི་ཁ་བཏགས་ན། ཁྱོད་ཅིའི་ཕྱིར་གནས་བཏབ་སྟེ་འདུག་ཅེས་སྨྲའོ།,“Devadatta (Lhas byin) has conquered Kapilavastu (Ser skya gzhi)! He has destroyed your palace! The Shakyas have given themselves up! How can you just sit there under that tree?”,,,,,,,
B,24,1,།དེར་ཐུགས་ལ་འདོད་པ་ལ་འདུན་པ་དང་གནོད་སེམས་དང་རྣམ་པར་འཚེ་བ་སྟེ་མི་དགེ་བའི་རྣམ་པར་རྟོག་པ་གསུམ་སྐྱེས་ན།,"The Bodhisattva knew that the demon’s ability to disrupt [his concentration] consisted in provoking three harmful reactions: desire, spite and violence.",,,,,,,
B,24,1,དེ་བདུད་ཀྱི་དཀྲུགས་མར་མཁྱེན་ནས་དགེ་བའི་རྟོག་པ་གསུམ་གྱིས་ཟིལ་གྱིས་མནན་ནོ།,He therefore suppressed these emotions by letting their three positive counterparts radiate in all their splendor.,,,,,,,
B,24,1,།དེ་ནས་བདུད་ཉིད་འོངས་ཏེ།,"Then Mara the Demon abandoning his disguise appeared in front of him, saying:",,,,,,,
B,24,1,ཁྱེད་ཀྱིས་བླ་ན་མེད་པའི་ཡེ་ཤེས་ག་ལ་ཐོབ། ཅེས་ཟེར།,"“What makes you so sure that you will attain perfect wisdom?”",,,,,,,
B,24,1,བཀའ་སྩལ་པ། སྡིག་ཅན་ཁྱོད་ཀྱིས་མཆོད་སྤྱིན་གཅིག་བྱས་པས་ཀྱང་འདོད་ཁམས་ཀྱི་དབང་ཕྱུག་ཏུ་གྱུར་ན།,"The Bodhisattva replied: “Mara, you rule today over the desire realm world because of a single act of generosity on your part.",,,,,,,
B,24,1,ངས་བསྐལ་པ་གྲངས་མེད་གསུམ་དུ་མཆོད་སྦྱིན་བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་དུ་མ་བྱས།,"Over the course of three incalculable kalpas, I have performed hundreds, millions, billions of generous acts.",,,,,,,
B,24,1,སེམས་ཅན་རྣམས་ཀྱི་ཕྱིར་མགོ་དང་ལག་པ་ནས། དབྱིག་དང་གསེར་ལ་སོགས་པའི་བར་དུ་ཐམས་ཅད་ཡོངས་སུ་བཏང་ན།,"I have continually made offerings of all there is to offer—rare stones, precious metals, my hands and even my head—in order to serve beings.",,,,,,,
B,24,1,བླ་ན་མེད་པའི་ཡེ་ཤེས་ཐོབ་པར་མི་འགྱུར་རེ་ཀན།,It is absolutely impossible for me not to attain perfect wisdom.”,,,,,,,
B,24,1,བདུད་ཀྱིས་སྨྲས་པ། རེ་ཞིག་ངས་དེ་ལྟར་བྱས་པའི་དཔང་པོ་ནི་ཁྱོད་ཡིན་ལ། ཁྱོད་ཀྱི་དེ་ལ་དཔང་པོ་སུ་ཞིག་ཡོད།,"“You yourself have just borne witness to the fact that I did indeed perform this act,” replied Mara. “Where’s your witness, then?”",,,,,,,
B,24,1,དེ་ནས་བྱང་ཆུབ་སེམས་དཔའི་ཕྱག་གཡས་པ་བསོད་ནམས་བརྒྱ་ཕྲག་དུ་མས་བསྐྱེད་པ་ས་ལ་རེག་པར་མཛད་དེ། ངའི་དཔང་པོ་ནི་ས་འདི་ཡིན་ནོ།,"Siddhartha touched the ground with his right hand—the same bodhisattva’s hand that had accomplished such huge numbers of positive deeds, and declared: “The Earth is my witness!”",,,,,,,
B,24,2,།དེ་ནས་སའི་ལྷ་མོ་ས་བརྟོལ་ཏེ་བྱུང་ནས་ཐལ་མོ་སྦྱར་ཏེ། བཅོམ་ལྡན་འདས་ཀྱིས་ཇི་སྐད་བཀའ་སྩལ་པ་དེ་བཞིན་ནོ་ཞེས་སྨྲས་པ་དང་།,"At that moment the Earth goddess, Prthividevi (Sa’i lha mo) emerged from its deepest depths and with her palms joined, attested: “The words of the Bhagavan are true.”",ས་ལྷ་,Earth god[dess],,,,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M12247,5792c14.6-4.4,88-8,104-34s78-78,144-90s172-17.8,202-2c42,22,40,66,80,80s56,16,84,30s58,48,60,78s-8,78-20,96s-52,82-72,90s-50,34-110,40c-41,4.2-132-24-142-30s-112-28-166-30s-154,16-188-12S12119,5830,12247,5792z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,24,2,བདུད་སྡིག་ཅན་བག་འཁུམས་ཤིང་སེམས་ཁོང་དུ་ཆུད་ནས་སོང་ངོ་།,"Scared, Mara fled.",,,,,,,
