Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,4,,བཞི་པ་དགའ་ལྡན་ནས་ཡུམ་གྱི་ལྷུམས་སུ་འཕོ་བ་ནི།,"Chapter 4: The Bodhisattva leaves the celestial realm to enter his mother's womb",,,,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 278a.4-278b.7","Vinayavibhaṅga: vol Cha, 63b.5  ",
A,4,1,དེ་ནས་དགའ་ལྡན་གྱི་ལྷ་རྣམས་ཀྱིས།  གལ་ཏེ་མགོན་པོ་ཁྱོད་ཛམྦུའི་གླིང་དུ་གཤེགས་ན།  དགའ་ལྡན་གྱི་ལྷའི་གནས་འདི་ངན་པར་འགྱུར་རོ།,"“O Protector!” Tushita's gods pleaded, “Your departure for the Jambudvipa world is going to bring misfortune to our celestial realm.”",,,,,other,,lha rnams la kho bo ni 'tshang rgya ba'i phyir 'dzam bu'i gling du 'gro bas khyed cag la ma pham pas chos bstan to
A,4,1,།བྱང་ཆུབ་སེམས་དཔས་བཀའ་སྩལ་པ།  དེང་ཕྱིན་ཆད་མ་ཕམ་པས་ཆོས་སྟོན་པར་འགྱུར་ཞེས།," “Henceforth Ajita-Maitreya (ma pham pa) will teach you the Dharma,” the bodhisattva declared.",,,,,other,,"From the dpe bsdur ma bka' 'gyur dkar chag:  །མཆོག་ཏུ་དགའ་བ་ནི་ཆོས་སྣང་བའི་སྒོ་སྟེ་ལུས་ཤིན་ཏུ་སྦྱང་བར་འགྱུར་རོ། །ཞེས་སོགས་ཆོས་སྣང་བའི་སྒོ་བརྒྱ་རྩ་བརྒྱད་བསྟན།  རང་གི་ཅོད་པན་བྱམས་པའི་དབུ་ལ་བཅིངས་ཏེ་དམ་པ་ཁྱེད་ངའི་འོག་ཏུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་མངོན་པར་འཚང་རྒྱ་བར་འགྱུར་རོ་ཞེས་དགའ་ལྡན་གནས་ཀྱི་རྒྱལ་ཚབ་ཏུ་དབང་བསྐུར། ལྷ་རྣམས་ལ་ཁོ་བོ་ནི་འཚང་རྒྱ་བའི་ཕྱིར་འཛམ་བུའི་གླིང་དུ་འགྲོ་བས་ཁྱེད་ཅག་ལ་མ་ཕམ་པས་ཆོས་བསྟན་ཏོ། །ཞེས་གསུངས་ནས་འབྱོན་པར་དགོངས་པ་ན་དགའ་ལྡན་གྱི་ལྷའི་བུ་དེ་དག་བྱང་ཆུབ་སེམས་དཔའ་དང་འབྲལ་བས་ཡིད་གདུང་སྟེ་ཞབས་གཉིས་ལ་འཇུས་ནས་སྐྱེས་བུ་དམ་པ་ཁྱེད་མི་བཞུགས་ན་དགའ་ལྡན་གྱི་གནས་འདི་མཛེས་་པར་མི་འགྱུར་ལ། འཛམ་བུའི་གླིང་དུ་འོད་སྲུང་རྫོགས་བྱེད་ལ་སོགས་པའི་རྟོག་གེ་པ་དྲུག་དང་། བྲམ་ཟེ་རྒྱུ་རྒྱལ་ལ་སོགས་པའི་རྗེས་སུ་སྒྲོག་པ་དྲུག །རང་ས་བྱེད་ཀྱི་བུ་ལྷག་སྤྱོད་ལ་སོགས་པ་སྙོམས་པར་འཇུག་པ་དྲུག་སྟེ་སྟོན་པ་བཅོ་བརྒྱད་ཀྱིས་སེམས་ཅན་རྣམས་མ་རུང་བར་བྱས་པས་གཤེགས་པའི་སྐབས་མ་ལགས། (TBRC #W1PD96682: vol. 107, p. 209"
A,4,1,རྒྱལ་བ་མ་རྒྱལ་པ་ལས་རྒྱལ་བ་བྱམས་པ་ལ།  ཉིད་ཀྱི་ཅོད་པན་བསྐོན་ཏེ་རྒྱལ་ཚབ་ཏུ་བསྐོས་སོ།,He then placed his crown on Maitreya's head—Maitreya who is invincible among the conquerors who have not yet conquered—and conferred him his throne.,བྱམས་པ་རྒྱལ་ཚབ་ཏུ་བསྐོ་བ་,Appointing Maitreya as regent,,,other,,
A,4,2,།དེ་ནས་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་གྱིས་ཡུམ་ལྷ་མོ་སྒྱུ་འཕྲུལ་ཆེན་མོའི་སྐུ་ལ་གཟི་མདངས་བསྐྱེད་ཅིང་།  ལྷུམས་ཀྱང་གཙང་མར་བྱས་སོ།,"Meanwhile Indra, Lord of the gods, glorified consecrated Mahamaya-devi's body and cleansed her womb.",,,,,278a.4-6,,
A,4,2,།ཆུ་སྟོད་ཀྱི་ཟླ་བའི་ཚེས་བཅོ་ལྔ་ལ་བབ་སྟེ།  ལྷ་མོ་སྒྱུ་འཕྲུལ་ཆེན་མོ་ཡང་བསྙེན་གནས་ཀྱི་སྡོམ་པ་ཡང་དག་པ་བླངས་ཤིང་གནས་ལ་,"In the middle of the full moon night of the month Purvasadha (Chu stod kyi zla ba), during one of the fasting periods regularly observed by the queen,",,,,,278a.6,,the vinaya passage does not mention the month (chu stod kyi zla ba) or the queen's vows (bsnyen gnas kyi sdom pa): དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་དགའ་ལྡན་གྱི་གནས་ན་བཞུགས་པ་གཟིགས་པ་ལྡས་གཟིགས་ཏེ། འདོད་པ་ན་སྤྱོད་པའི་ལྷ་དྲུག་ལ་ལན་གསུམ་དུ་བསྒྲགས་ནས་ནམ་གྱི་གུང་ཐུན་ལ་གླང་པོ་ཆེར་བསྟན་ཏེ། 
A,4,2,བྱང་ཆུབ་སེམས་དཔའ་ཡང་ནམ་ཀྱི་གུང་ཐུན་ལ་གླང་པོ་ཆེ་ཐལ་ཀར་མཆེ་བ་དྲུག་པའི་གཟུགས་སུ་སྤྲུལ་ནས་ཡུམ་གྱི་ལྷུམས་སུ་ཞུགས་སོ།,the Bodhisattva took the form of a six-tusked white elephant and entered her womb. ,"གླང་ཆེན་ཐལ་དཀར་ཡུམ་གྱི་ལྷུམ་སུ་ཞུགས་པ་","Ash-white elephant Residing in his mother's womb",,,278a.6-7,,
A,4,2,།དེའི་ཚེ་ས་ཆེན་པོ་གཡོས་ཤིང་འཇིག་རྟེན་གྱི་ཁམས་ཐམས་ཅད་འོད་ཀྱི་སྣང་བས་ཁྱབ་པར་གྱུར།,The earth shook hard and the whole world filled with light.,,,,,"N/A","Vinayavibhaṅga: vol Cha, 63b.5  ",Passage: ཡུམ་གྱི་ལྷུམས་སུ་ཞུགས་པ་དེའི་ཚེ་ན། ས་ཆེན་པོ་ཤིན་ཏུ་གཡོས་པར་གྱུར་ཅིང༌། འཇིག་རྟེན་གྱི་འཇིག་རྟེན་གྱི་བར་གང་ན་ཉི་མ་དང་ཟླ་བ་འདི་ལྟར་རྫུ་འཕྲུལ་ཆེ་བ།
A,4,3,ཡུམ་གྱི་མནལ་ལམ་དུ་གླང་པོ་ཆེ་མཆོག་གིས་ཡུམ་ཉིད་ཀྱི་གཡས་ཕྱོགས་ཀྱི་རུམ་དྲལ་ནས་ཞུགས་པ་དང་།,"The queen dreamt: that a wonderful elephant was nudging itself into her right side,",ཡུམ་གྱི་མནལ་ལམ་,The mother's dream,,,278a.7-278b.1,,
A,4,4,སྟེང་གི་ནམ་མཁའ་ལ་འགྲོ་བ་དང་།,"that she was flying up into the very highest of the skies,",,,,,278b.1,,
A,4,5, རི་བྲག་ཆེན་པོ་ལ་འཛེག་པ་དང་།,"that she was climbing a colossal rocky peak,",,,,,278b.1,,
A,4,6,སྐྱེ་བོ་མང་པོ་རང་ལ་ཕྱག་བྱེད་པའོ།,and that crowds of people were bowing at her feet in homage.,,,,,278b.1,,
A,4,7,།དེའི་ནངས་པར་རྒྱལ་པོ་ལ་ཞུས་པས།  རྒྱལ་པོས་བློན་པོ་རྣམས་མངགས་ཏེ་,"As soon as she awoke, Mahamaya-devi recounted her dreams to Shuddhodana.",,,,,278b.1,,
A,4,7,རྨི་ལམ་སྟོན་མཁན་དང་།  བྲམ་ཟེ་ལྟས་མཁན་རྣམས་བཀུག་སྟེ།,The king commanded his oracle-priests and trained brahmins to interpret the dreams and signs.,ཟས་གཙང་མས་བྲམ་ཟེ་ལྟས་མཚན་ནམས་ལ་བརྟག་པ་འདྲི་བ་,Shudddhodana asks the Brahmins to interpret the dreams,,,278b.1-2,,
