Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes,
B,19,,བཅུ་དགུ་པ་རབ་ཏུ་བྱུང་བ་ནི།,Chapter 19: Renunciation,,,Vol. Nga (4) p. 17.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 13a.5-15b.6","Vinayavastu (Bhaisajyavastu): vol. Kha, 58b",,"<svg xmlns='http://www.w3.org/2000/svg'><g><path xmlns='http://www.w3.org/2000/svg' d='M5649,7068c16,64,59.4,169.2,123.4,225.2c70.4,61.6,246,213,339,525c90.6,303.8,105,579,12,639c-139.6,90-315,36-339,99c-20,52.4,12,183,48,294c29.6,91.4,21,126-27,144c-94.2,35.4-255,15-264-93c-7-83.2,159-321-27-375c-140.2-40.8-288-12-321-111c-35.4-106.2,12-225-54-453c-47.8-165-112.6-403.8-270-465c-100-38.8-258-30-408-75c-190.4-57.2-231-507-540-550c-224-31.2-276,152-324,232s-48,117-144,186c-78.2,56.2-158.6-3.2-222,84c-52.4,72-135,88.2-228,81c-91-7-150.6,32-192,87c-54,72-91.6,84.8-240,162c-75,39-205.6,188.6-213,231c-9,51-111,87-195,165c-74.6,69.2-116.6,118.4-128.6,231.8c-4,38-51.2,25.4-128,62c-47.2,22.4-87.2,67-114,134c-4,10-61.6,31.8-88,74c-19,30.4-30,106-30,130c0,4-38,52-44,84c-7.8,41.6,30,108.4,12,150c-18.6,43.2-75.4,89.2-42,104c279,123,574.6,332,574.6,332s-264,353-192,465s203.6,181.8,153,339c-60,186-108.6,126.6-171,93c-120.4-64.8-171-216-366-63c-57,44.8-128,17-192-15s-108.4,7-159,39c-57.4,36.2-119.4,75-207,93c-57,11.8-184.4,2-264,84c-75,77.2-435,366-477,357l93-7478.6c0,0,232.6-2.8,342,102c90.4,86.6,82,235,138,243s126-3,189,30c98.8,51.8,119,102.8,141,144c24,45,85,102.4,109.4,33.6c37.6-105.6,55.6-113.2,133.6-117.6c103-6,146,66,178,114s26.4,92,88.4,107.6c60.6,15.4,111.6,60.4,120,128c7,56.2,54.6,205.4,135.6,247.4c62.4,32.4,147,90,168.4-71.4c18.4-138.4,53.6-285.6,128-376c65-78.8,147.6-137.6,309.6-83.6c112.8,37.6,317,186,405,183c47.8-1.6,75-6,174,42c48.2,23.4,510,279,822,396c117.6,44.2,172,137,204,177s108.2,54.4,270,93c126,30,190.6,61,375,171c186,111,377,278,489,342s210.4,130.2,336,150c87.2,13.8,207.6,9.8,207.6,9.8c98.2,213,99,227.2,168,304c72,80,248,178,344,234s194.6,138.2,144,156c-20.6,7.2-22.2,19.4-200-12c-192-34-424-276-616-288c0,0-29.4-15.2-56,38c-14,28,8.6,52.2-22,68c-50,26-50,118-78,146s-24,28-60,44s-100,32-116,80c-14.2,42.4-34,50-70,90s-60,72-52,144c5.6,49.8,94,150,150,186S5597,6866,5649,7068' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M10021,11986c-12-72-120.8-115-178.4-159.8c-51.2-39.8-269.4-202.6-414-264c-134.4-57.2-252-222-306-270c-54-48-102-54-78-102c24-48,36-216-30-270c-66-54-155.4-93-194.4-138c-26.4-30.4-148.2-168.4-246-216c-40.6-19.8-89.2-48-173.2-24c0,0-64,24-100,80c-21.4,33.4-72,56-112,40s-132-76-184-92c-30.8-9.4-148-24-192-20s-80,12-132,44s-76,68-136,44s-160-38.8-172-52c-44-48-28-120-40-160s-84-108-124-144s-116-132-144-172s-108-116-152-112s-103.8-3.2-164,72c-48,60-64,160-112,192s-92-44-108-80s-40-156-100-172s-136-52-164-84s-100-136-228-120c-69.4,8.6-92,96-136,128s-101,40.6-120,76c-28,52,0,120-20,136s-100,88-84,176c9.8,53.6,104,108,104,164s-56,224,28,328c39.8,49.2,91.2,76,132,112c68,60,40,136,4,288c-27.8,117,56,236,24,316c-15.8,39.4-96,116-28,160s224,90,452,94c96.8,1.6,264-30,308-58s116-112,184-96s108,52,168,156c68,117.8,60,124,156,136s1092,24,1172,24s518.6,16,608,16c8,0,804,32,848,28s180,0,180,0L10021,11986z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></g></svg>"
B,19,1,དེ་ནས་གླང་པོ་ཆེའི་ལྟ་སྟངས་ཀྱིས་ཕྱོགས་ཀུན་ཏུ་གཟིགས་ཏེ།,"Encompassing all the directions of space with the eye of the great elephant, the Bodhisattva declared:",,,རྟ་བསྔགས་ལྡན་ལ་རྒྱན་བཀལ་བ་དང་། རྟ་རྫི་བདུན་པ་དང་བཅས་པ་རྣམས་ཕྱིར་ཀློག་པ་དང་ཡུལ་དུ་གླེབ་པ་ཡང་འབྲི། རྟ་བསྔགས་ལྡན་ལ་དད་པ་གསེར་ལྡན་ཟེར་ནས་དུང་པ་རེ་གཏོང་ཡང་ཁ་སྐད་ཙམ་ཡིན་གྱི་ཁུངས་མེད། རྒྱ་གར་གྱི་རི་མོ་ཁུང་མ་དཀར་པོར་ཡོང་བས་དེ་བཞིན་བྱ། དེ་ནས་རི་དྭགས་རྔོན་པའི་གཟུགས་ཅན་ཞིག་གིས་ངུར་སྨིག་གི་གོས་ཕུལ་བ་དང་། མཆོད་རྟེན་གྱི་དྲུང་དུ་ཉིད་ཀྱི་དབུ་སྐྲ་ཉིད་ཀྱིས་བཅད་པ་དང་། གཙུག་ཕུད་ལྷས་ཁྱེར་བ་སོགས་སྤྱི་དང་འདྲ། གསེར་གྱི་ལོ་མ་ཅན་གྱི་ནགས་ཚལ་ཞིག་ན་དྲང་སྲོང་མང་པོ་འདུག་པ་དང་། དེ་ཤིང་འཕགས་པའི་ནགས་ཚལ་དུ་སོང་བ་ལ། དྲང་སྲོང་རྣམས་མི་དགའ་བ་དང་། དེའི་དྲུང་དུ་བྱང་ཆུབ་སེམས་དཔའ་བྱོན་ཏེ་བཞུགས་པ་རྣམས་འབྲི་སྟེ་ངེས་པར་འབྱུང་བའི་སྐོར་རོ། །,"The horse, Kaṇṭhaka, is decorated with jewels. Chandaka returns to the palace.  The horse is also known as “Faithful horse” (dad pa gser ldan), hence a trumpeter should be accompanied. This has no truthful basis, but is simply a rumor. Since the Indian drawing is authentic, it should be kept that way. A hunter offers a robe to the Buddha who then goes to shave his hair himself in front of a stupa. Gods collects hair. All three scenes above are the same as in the mainstream (p.17). There are sages in a forest with trees of golden leaves. The sages are upset when the forest turns into the “grove of noble trees” (shing 'phags pa'i tshal). The Buddha joins them in the forest.",13a.5-6,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M3719,6886c0,0-118,0-162-24s-45-174-28-208c40-80,94-98,90-150s-58-102-78-146s-8-130,62-176c69.6-45.8,226.2-44.4,270-40c140,14,184,104,184,104s24,50,18,88c-3.6,23-30,76-34,118s4,76,76,142c12.2,11.2,22,143,20,172c-2,28,8,96-32,104s-144,0-184,0S3791,6880,3719,6886z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,19,1,སངས་རྒྱས་རྣམས་ཀྱིས་བསྟན་པ་ཡི། །ལམ་གྱི་མཆོག་ནི་མ་ཐོབ་པར།,"So long as I will not have discovered the Supreme Path taught by all the buddhas,",,,,,13a.6,,
B,19,1,།གྲོང་ཁྱེར་སེར་སྐྱའི་གཞིར་ནི་སླར། །ང་ནི་འཇུག་པ་མི་བྱའོ།ཞེས་གསུངས།,I will not return to the city of Kapilavastu!,,,,,13a.6,,
B,19,1,དེ་ལྟར་དཔག་ཚད་བཅུ་གཉིས་ཀྱི་ལམ་ཐུན་གཉིས་ལ་བགྲོད་དེ་ཆིབས་ལས་བབས།,"After covering twelve leagues, he dismounted.",,,,,13a.6-7,,
B,19,1,རྒྱན་བཀྲོལ་ཏེ་མདུན་པ་ལ་བཀའ་སྩལ་པ།,"Plucking off all his ornaments, he turned towards Chandaka:",,,,,13a.7,,
B,19,1,རྒྱན་དང་རྟ་ཁྱེར་ལ་སླར་ལྡོག་ཅིག,"""Take these jewels as well as the horse and go back to Kapilavastu.""",,,,,13a.7,,
B,19,1,།མདུན་པ་གདོང་མཆི་མས་གང་བཞིན་དུ་གསོལ་པ།,"His face wet with tears, Chandaka pleaded:",,,,,13a.7,,
B,19,1,སེང་གེ་སྟག་གིས་གཏམས་པ་དང་། །ཕྱུགས་རྗེས་གང་བའི་ནགས་ཚལ་དུ།,"In this jungle full of tigers and lions, with trails of animal tracks everywhere,",,,,,13b.1,,
B,19,1,།འབའ་ཞིག་སྐུ་གཉེན་དང་བྲལ་བར། །འཕགས་པ་ཇི་ལྟར་སྤྱོད་པར་འགྱུར།,"How will you manage to survive, Lord, without the help of a single attendant?",,,,,13b.1,,
B,19,1,བཀའ་སྩལ་པ། སྐྱེ་རྒུ་འདི་ན་སྐྱེ་ནའང་གཅིག་པུ་སྟེ། །དེ་བཞིན་འཆི་ནའང་གཅིག་པུར་འཆི་བར་འགྱུར།,"The Bodhisattva retorted:Men are alone [=helpless] at their birth / And when they die, they die alone.",,,,,13b.2,,
B,19,1,།འདི་ན་གཅིག་པུས་སྡུག་བསྔལ་མྱོང་འགྱུར་ཏེ། །འཁོར་བ་ལ་ནི་གྲོགས་ཡོད་མ་ཡིན་ནོ།,"In the face of suffering, are they not alone? In the wheel of our lives, there are no friends.",,,,,13b.2,,
B,19,1,ཞེས་སོགས་གཞན་ཡང་ཞུས་ལན་མང་དུ་མཛད་དོ།,A long argument ensued,,,,,13b.2-5 ,,Taranatha's text elides this section of the argument from the Vinayavastu
B,19,1,།དེ་ནས་ཨུཏལ་སྔོན་པོ་འདབ་མ་ལྟ་བུའི་རལ་གྲིས་ཉིད་ཀྱི་དབུ་སྐྲ་ཉིད་ཀྱིས་བྲེགས་ཏེ་ནམ་མཁའ་ལ་བོར་བ་,"Then the Bodhisattva caught up his sword, of which the blade was as fine as a blue lotus petal, and hacking off his long hair, flung the strands up into the sky.",,,,,13b.5-6,,
B,19,2,བརྒྱ་བྱིན་གྱིས་བླངས་ཏེ་ལྷའི་གནས་སུ་དུས་སྟོན་བཙུགས་ཤིང་། ,"Indra picked them up in the realm of the gods where he established a ritual to commemorate that sacred moment,",,,,,13b.6-14a.1,,,"<svg xmlns='http://www.w3.org/2000/svg'><g><path xmlns='http://www.w3.org/2000/svg' d='M345.4,7190l48.2-3874.8c0,0,232.6-2.8,342,102c90.4,86.6,82,235,138,243s126-3,189,30c98.8,51.8,119,102.8,141,144c24,45,85,102.4,109.4,33.6c37.6-105.6,55.6-113.2,133.6-117.6c103-6,146,66,178,114s26.4,92,88.4,107.6c60.6,15.4,111.6,60.4,120,128c7,56.2,54.6,205.4,135.6,247.4c0,0,148.4,190.6,164.4,238.6s0,120,48,136s100,80,116,112s56,108,56,148s36,76,12,104s-104,84-96,128s92,84,120,92s140,68,172,124s104,48,80,100s-104,84-60,116s132,72,188,100s120,72,164,96s152,36,172,60s84,120,68,148s-60,48-48,56s36-4,76,20s56,96,52,124s-8,60-20,76s-20,72-56,76s-100-20-104,4s-20,88-52,100s-96,24-140,32s-76,4-100,16s-80,20-120,24s-76,20-108,12s-92-44-92-72s16-52-12-52s-60,8-92-4s-112-80-112-80s0-68,16-84s20-20,0-28s-20-24-44-40s-48-48-64-60s-12-84-40-84s-84,12-120,4s-48,4-96,12s-52-4-96,16s-104,24-128,24s-92,32-72,44s68,76,88,76s88,0,100,12s68,52,68,52s32,64,32,80s-32,44,4,52s60,12,76,32s56,72,44,104s-20,68-36,84s-56,36-56,36s-24,64-36,64s-176,0-196,0s-104,32-128,64s-128,140-172,172s-114.4,62.2-188,68c-100,8-220,54-308,78s-140,60-220,52s-292-28-320-28' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M4213,6310c0,0,58,40,90,36s106-24,150-24s156,18,216,14s164,10,200,4s184-6,204-26s34-112,12-144s-56-54-78-76s-42-70-42-94s-26-88-56-112s-80-42-98-42s-122-6-166-20s-114-42-134-44s-54-26-74-18s-50,20-58,26s-54,32-62,40s-34,34-44,40s-28,26-32,38s-12,22-12,34s0,32-12,46s-68,40-78,52s-52,44-60,54s-30,36-12,62s42,54,62,62s46,24,56,42S4213,6310,4213,6310z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></g></svg>"
B,19,3,ཕྱོགས་དེར་མཆོད་རྟེན་ཡང་བྱས་སོ།,and had a stupa constructed. ,,,,,14a.1,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M3237,6426c0,0-68,108-20,144s288,8,368,4s747,5.6,764,0c60-20,16-72,4-108s-76-80-116-124s-49-90.4-68-104c-36-26-148-76-92-140s100-80,100-80s52-20,52-48s4-76,32-92s68-64,104-80s20-48,8-72s-20-88-40-108s-60-76-96-104s-20-92-32-128s-24-92,0-124s48-84,44-116s-48-72-48-104s36-96-8-132s-68-36-64-80s36-84,48-108s20-92,20-92s-48-68-64-84s-92-80-124-92s-132-44-152-60s-84-48-104-44s-88,32-92,48s-40,60-40,60s-24,52-32,72s-96,72-100,88s-48,84-40,104s0,76,0,88s-4,56-16,68s-72,84-64,100s20,56,20,56s-76,52-64,76s28,104,72,112s80,60,52,72s-80,88-88,120s4,108,0,132s-64,92-60,108s-28,48-36,60s-36,64-40,84s-52,80-24,116s80,72,80,100s76,116,104,172s4.6,134-20,156C3325,6378,3253,6410,3237,6426z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,19,4,།དེ་ནས་བྱང་ཆུབ་སེམས་དཔའི་ཞབས་ལ་རྟའི་རྒྱལ་པོ་སྔགས་ལྡན་གྱི་ལྕེས་བལྡགས་ཤིང་།,"Kanthaka, the best of horses, tenderly licked the Bodhisattva's feet.",,,,,14a.1-2,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M345.4,7199.6L300.6,10794c42,9,402-279.8,477-357c79.6-82,207-72.2,264-84c87.6-18,149.6-56.8,207-93c50.6-32,95-71,159-39s135,59.8,192,15c195-153,245.6-1.8,366,63c62.4,33.6,111,93,171-93c50.8-157.2-81-227-153-339s192-465,192-465S1880,9193,1601,9070c-33.4-14.8,23.4-60.8,42-104c18-41.6-19.8-108.4-12-150c6-32,44-80,44-84c0-24,11-99.6,30-130c26.4-42.2,84-64,88-74c26.8-67,66.8-111.6,114-134c76.8-36.6,124-24,128-62c12-113.4,54-162.6,128.6-231.8c84-78,186-114,195-165c7.4-42.4,138-192,213-231c148.4-77.2,186-90,240-162c41.2-55,101-94,192-87c93,7.2,175.6-9,228-81c63.4-87.2,68.8-33.8,147-90c96-69,3-198-132-309c-135-111-249-162-513-201c-380-56.2-565.6-90.6-739.6-30.6c-174,60-336,0-420,84s-162,228-366,252c-204,24-336,102-462,126S377,7151.6,345.4,7199.6z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
