Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual (བྲིས་ཡིག།) - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes,SVG Info
B,26,,ཉེར་དྲུག་པ་ནགས་ཁྲོད་དུ་དལ་བར་བཞུགས་པ་,Chapter 26: Living in the wilderness,,,Vol. Nya (8) pp. 19-20.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 35a.1-39a.5",,
B,26,1,དེ་ནས་བདུན་ཕྲག་གཉིས་པ་ལ་བབ་པ་ན་ཚངས་རིས་ཀྱི་ལྷ་གཉིས་ཤིག་འོངས་ནས། གཅིག་གིས།,"Then in the second week two gods from Brahma’s heaven arrived. One said,",,, སྐུའི་གཡས་གཡོན་གཉིས་ནས་ཚངས་རིས་ཀྱི་ལྷ་རེ་རེའི་བསྟོད་པ་བྱེད་པ་འབྲི། དེ་ནས་རྒྱལ་ཆེན་བཞིས་རྡོའི་ལྷུང་བཟེད་ཕུལ་བ་དང་། ཚོང་དཔོན་ག་གོན་དང་བཟང་པོ་ལ་ལྷས་ལུང་བསྟན་ནས་བསོད་སྙོམས་ཕུལ་ཞིང་། སངས་རྒྱས་ཀྱི་ཆོས་གསུང་པ་དང་། ཡང་བརྒྱ་བྱིན་གྱི་ཨ་རུ་ར་ཕུལ་བ་དང་། ཕྱོགས་གཅིག་ན་བདུད་ཀྱི་ཐལ་མོ་སྦྱར་བ་འབྲི། དེ་ནས་ཆུའི་ནང་ཀླུ་བཏང་བཟུང་གི་ཕོ་བྲང་དུ་བྱོན་ཞིང་། སྦྲུལ་གྱི་གདེང་ཀ་བྱས་པ་དང་། ཀླུ་དེ་རྣམས་ལ་ཆོས་གསུང་པ་དང་། ཡང་བྱང་ཆུབ་ཤིང་གི་རྩ་བར་རྩའི་གདན་ལ་མཉམ་བཞག་མཛད་པ་སྟེ། དེ་དག་ཀྱང་སྤྱི་དང་འདྲ། མངོན་པར་བྱང་ཆུབ་པའི་སྐོར་རོ། །,"He is flanked by gods from the realm of Brahma (tshangs ris). Each of those gods praises the Buddha. The four guardian kings offer a stone bowl. As prophesied by gods, the merchants Trapuṣa (ga gon) and Bhallika (bzang po) offer alms. The Buddha teaches dharma to them. Indra (brgya byin) offers Arura to the Buddha while the demon joins his palms together on the side.The Buddha visits the palace of nāga Mucilinda (btang bzung) in the sea.  Under the hood of a snake, he teaches dharma to the nāgas. Then there is another scene of The Buddha sitting in equanimity on the grass mattress under the Bodhi Tree as in the mainstream.",35a.2,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M13533,6662c4.4-69.8,2.8-94.6-24-188.4c-24-84-45-326.4-45-326.4c-6-105,69.6-195.6,125-205.2c77-13.2,106,12.2,154,28.2s102-40.2,118-68.2c35-60.8-8.8-143.2-13-180.8c-11-96.8,30-114,51-186c9-31,14-141.2-22-205.2c-11-19.4,47-196.2,86-296c0,0,98-350,138-520c1.8-7.8,204-64,364-112c114.2-34.2,256-72,256-72c76-8,152.8-40.4,210-33.6c102,12,155.6-66.8,213-111c78-60,132-144,300-15c77.4,59.4,30.2,141.6,174,150c303.2,17.6,253,239.2,323.2,297.6c48,40,128.8,41.6,136,36c0,0,28-52,108-52s20-80,100-72s120,84,164,104s72-24,124,0s60,72,100,40s48-88,100-36s44,84,96,72s88,8,120,40s32,16,80,12s52,44,88,68s0,32,76,92s24,100,88,144s140,60,180,164s36,124,40,156s12,76-12,116s-76,28-84,104c-2.4,23.2,20,88,72,108s64,4,80,64s20,128,4,248s-48,160-136,168s-136-40-168,28c-22.2,47,24.6,181.8,40,240c59.8,225.2,11.8,255.2-15.2,354.2c-8.4,31.2-32.6,161-45,141c-117-189-298.6-280-339-294c-129-45-177-54-255,21c-74.4,71.6-45.8,77.8-129.8,97.8s-244-40-312-36s-376-4-476,12s-484.2,13.8-632-40c-88-32-72-88-212-112c-63.2-10.8-124,24-204,12s-140-28-232,24c-30,17-61,81.2-133,165.2c-47.8,55.8-90,102-201,108c-53.2,2.8-114,6.8-226-21.2s-296-48-332-84S13526.4,6768.2,13533,6662z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,26,1,དེད་དཔོན་གཡུལ་ལས་རྣམ་པར་རྒྱལ་བ་པོ། །སྡིག་པ་མི་མངའ་བཞེངས་ཤིག་འཇིག་རྟེན་གཟིགས། །རིན་ཆེན་ཆོས་ནི་འཚལ་བར་འགྱུར་མཆིས་ཀྱི། །བདེ་གཤེགས་ཆོས་ཀྱི་མཆོག་འདི་བཤད་དུ་གསོལ།,"""Captain, Conqueror, look upon the world, make it without sin. People will seek the precious dharma.  Please explain this supreme teaching.""",ལྷ་རྣམས་ཀྱིས་བསྟོད་པ་,The gods praise [the Buddha],,,35a.2-3,,
B,26,1,།ཅིག་ཤོས་ཀྱིས་ཀྱང་དེ་དང་རྗེས་སུ་མཐུན་པར་བསྟོད་དོ།,The other praised him in the same way.,,,,,35a.3,,
B,26,1,དེ་ནས་བཅོམ་ལྡན་འདས་སྔར་གྱི་ཏིང་ངེ་འཛིན་དེ་ལས་བཞེངས་ཏེ།,Then the Lord rose from his previous contemplative absorption.,,,,,35a.4,,
B,26,1,།ཞི་བའི་བདེ་བ་ལ་ཆེད་དུ་བརྗོད་པ་མཛད་ནས་རྣམ་པར་གྲོལ་བའི་དགའ་བདེ་སྐུ་ཉམས་སུ་བསྟར་ཞིང་ཞག་བདུན་ཕྲག་གཉིས་པར་ཡང་སྐྱིལ་ཀྲུང་མ་ཞིག་པར་བཞུགས་སོ།,"He spoke about the bliss of peace. He experienced the joyful bliss of liberation physically,  and for two weeks he sat cross-legged without rising.",,,,,35a.4-7,,
B,26,2,།དེ་ནས་ཞག་བདུན་ཕྲག་གསུམ་པ་ལ་བབ་པ་ན། ཚོང་དཔོན་ག་གོན་དང་བཟང་པོ་ཞེས་བྱ་བ་གཉིས་ཤིང་རྟ་ལྔ་བརྒྱ་ཙམ་དང་ལྷན་ཅིག་རྡོ་རྗེའི་གདན་དང་ཉེ་བའི་ལམ་ནས་འགྲོ་བ་ལས།,Then in the third week the merchants Trapusha and Bhalika arrived on the road from Vajrasana with about five hundred horse carts.,ག་གོན་དང་བཟང་པོ་,Trapuṣa and Bhalika,,,35a.7,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M16291,8416c0,0-28-124-31-142c-5.6-33.8,25-84,93-148c136-128,292-192,408-184s216,112,276,116s292,76,384,100s276,72,416,64s268,16,356,4s276-64,340-60s308,48,448,88s192,80,248,128s88,112,104,144s8,936,8,936s-32,52-80,56s-136-32-184-28s-160,16-192,4s-92-68-136-60s-148,64-212,36s-44-44-116-44s-104-12-132,0s-52,32-84,52s-48,40-120-12s-92-124-164-180s-268-152-380-164s-396-56-540-100s-240-48-264-88s-86-89-106-101s-125-50-142-71c-27.2-33.4-36-191-84-236c-17-16-103-66-108-100L16291,8416z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,26,3,ཚོང་དཔོན་དེ་དག་ཉིད་ཀྱི་གྲོགས་པོ་ཤི་ནས་ལྷར་སྐྱེས་པ་དག་གིས་དེ་གཉིས་ལ་ལུང་བསྟན་ཞིང་བསྐུལ་ནས། ཚོང་དཔོན་དེ་གཉིས་བཅོམ་ལྡན་འདས་ཀྱི་དྲུང་དུ་སོང་སྟེ། སྤྲང་རྩི་དང་ལྡེ་གུ་དག་འབུལ་གྱི་བཞེས་སུ་གསོལ་ཞེས་ཞུས་སོ།,"One of their friends had died and had been reborn, and he gave a prophecy to them and urged them, so the two merchants went before the Lord and offered him honey and sweet porridge.",ལྷས་ལུང་བསྟན་པ་,The gods make a prophecy,,,35a.7,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M17917,8214c0,0-132,32-292-4s-342.2-82.8-396-104c-40.2-15.8-180-308-180-372s-28-220-32-276s-16-228,72-240s220,156,276,192s196,140,356,168c25,4.4,83.8,3.2,120,0c25.2-2.2,110-24.2,148-24c49.8,0.2,148-28,212-36s260,24,344,56s220,136,248,172s100,132,100,216s-52,144-92,152s-176,44-212,44s-92,12-124,12s-240,64-288,60S17989,8218,17917,8214z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,26,3,།དེ་ནས་དགོངས་པས་སྔོན་གྱི་སངས་རྒྱས་རྣམས་ཀྱང་ལྷུང་བཟེད་ཀྱི་ལྷུང་བཟེད་ཀྱི་སྣོད་དུ་བསོད་སྙོམས་བཞེས་ཀྱི། མུ་སྟེགས་བྱེད་བཞིན་དུ་སྙིམ་པ་དང་སློང་ཕོར་དུ་མ་ཡིན་ནོ།,"The [Buddha] knew that the past Buddhas had accepted offerings in an offering bowl, and not in the hands or on a platter as the heretics did.",,,,,36a.3-4,,
B,26,4,།དེའི་ཚེ་འཇིག་རྟེན་སྐྱོང་བ་བཞི་པོས་དེ་རིག་ནས་རྡོ་ལས་བྱས་པའི་ལྷུང་བཟེད་མི་མ་ཡིན་གྱིས་བཅོས་པ་གསལ་ཞིང་གཙང་བ་དྲི་མ་མེད་པ་རེ་རེ་ཐོགས་ནས་སྟོན་པ་ལ་ཕུལ་ལོ།,"At this moment the four world protectors knew of this [event]. They each offered to the Teacher a stone bowl made by non-humans that was bright, pure, and without flaws.",རྒྱལ་ཆེན་བཞིའི་ལྷུང་བཟེད་ཕུལ་བ་,Four great kings offer begging bows,དེ་ནས་རྒྱལ་ཆེན་བཞིས་རྡོའི་ལྷུང་བཟེད་ཕུལ་བ་དང་། ,"Then draw the four great kings offering a stone bowl,",36a.4-7,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M15327,6838c0,0,59.8,120,60,218.2c0,47.8,22,139.8-6,198c-12.4,25.4-45,36-69,51c-24,15-59.8,58.6-85,100.8c-16.6,27.8-92,46-86,110c0,0,19,96,46,138s20,131.2-7,182.2c-27,51-168,180-246,195c-78,15-642,15-672,15c-30,0-291.6-38.4-348-69c-61-33.2-111-100-147-112c-36-12-225-79-228-88c-3-9-222-543.2-222-543.2c21,27.8,107.4-231.8,153-345.8c45-112.2,42-168,57-156c15,12,51,75,84,90c33,15,264,63.8,312,75c41,9.6,221,27.8,296,6.8s128-95,194-182s104-106.8,143-112.8s147,8.8,171,8.8s93-4.6,135-8.8c60-6,144-60,177.2-93.6c0,0,62.6-60,68.8-89.4c15-72-58.4-149.6-75-210c-24-87-21-267,15-366c36-99,99-198,117-213c18-15,45-42,45-51s57-194.2,219-198c126-3,201,39,240,156s90,111,123,141c45.6,41.4,129,168,138,195c9,27,54,204,54,279s-53.8,198-42,249c9,39,42.2,42.8,54,63c21,36,16.4,101.8,12,132c-6,42-63,72-153,90c-90,18-372,15-423,21C15381,6720.2,15309,6730.8,15327,6838z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
