Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,17,,བཅུ་བདུན་པ་སྲུང་མས་བསྐོར་བ་ནི།,Chapter 17: The Imperial Guard,,,Vol. Nga (4) pp. 15-16.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 7b.4-9a.3",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M23126,4202c404.7,18,1022,2,1022,2V4146.7l4.7-200c0,0-22-48.7-48.7-53.3s-48.7,48.7-48.7,48.7l-102-22l18-680h-142v-75.3c0,0,195.3,18,258,13.3c62-4.7,93.3-8.7,138-22c44.7-13.3,53.3-48.7,44.7-66.7c-8.7-18-98-40-111.3-40s-84.7,18-102,44.7c-18,26.7-77.3-42-111.3-71.3c-31.3-26.7-115.3-124.7-115.3-124.7s-58,4.7-115.3,8.7s-462-4.7-578-4.7c-115.3,0-620,8.7-642,8.7s-78,191.3-95.3,213.3c-18,22-133.3,306.7-222,586.7c-88.7,280-200,444.7-200,444.7L23126,4202z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,17,,དེ་ནས་རྒྱལ་པོ་ཟས་གཙང་སྐུ་མཆེད་དང་བཅས་པ་རྣམས་གྲོས་བྱས་ཏེ།  གཞོན་ནུ་དོན་ཐམས་ཅད་གྲུབ་པ་ཅི་ནས་ཀྱང་རབ་ཏུ་མི་འབྱུང་བའི་ཐབས་བསམས་ནས་,King Shuddhodana (Zas gtsang) got his brothers and all the nobles of the kingdom together to discuss how to prevent Siddhartha from giving up on the throne.,,,དེ་ནས་སེར་སྐྱའི་ཕྱི་རོལ་འོབས་དང་ལྕགས་རི་བདུན་བདུན་གྱི་སྐོར་ཞིང་། ལྕགས་ཀྱི་སྒོ་འཕར་དྲིལ་བུ་ཆེན་པོ་ཅན་མི་ལྔ་བརྒྱས་འབྱེད་གཅོད་བྱེད་པ་མཚོན་བྱེད་དང་། སྐས་ཆེན་པོ་མི་ལྔ་བརྒྱས་འཛུགས་ཤིང་བསྡུ་བ་མཚོནི་བྱེད་དང་། ལྕགས་རིའི་བར་བར་ཐམས་ཅད་དམག་མིའི་བསྲུང་ཞིང་། ཕོ་བྲང་སྙིང་པོའི་ཕྱོགས་བཞི་ནས། རྒྱལ་པོ་སྐུ་མཆེད་བཞིས་མེལ་ཚེ་མཛད་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཉིད་དང་། ཕོ་བྲང་གི་ཁང་བཟང་གཅིག་ཏུ་བུད་མེད་མང་པོས་རོལ་མོ་དང་མཆོད་པ་སྣ་ཚོགས་འབུལ་བ་དང་། མ་འགགས་པ་ཞེས་བྱ་བ་རྒྱལ་པོ་དང་ཆ་བྱད་འདྲ་རུང་ཞིག་གི་ལྟ་ཉུལ་བྱེད་ཅིང་སྐོར་བ་དང་།,"The city of Kapilavastu (ser skya) with seven concentric rings of moats and walls is heavily guarded. Five hundred men seal the iron gate. Another five hundred men puts up a giant ladder and collects it. Soldiers guard within every wall. The Buddha's palace is guarded by the king's four brothers. There is the Buddha in the palace. In a room in the palace, many women play music instruments and make various offerings. Aniruddha (ma 'gags pa) is on watch outside the palace.",7b.4-6,,
A,17,,གྲོང་ཁྱེར་ཆེན་པོ་ལྕགས་རི་དང་འོབས་རིམ་པ་བདུན་བདུན་གྱིས་བསྐོར།,“The city is already fortified by seven walls and seven moats.,,,,,7b.6,,
A,17,,སྒོ་འཕར་རྣམས་ལྕགས་ལ་བྱས་ཤིང་,Let's lock the massive city portals with iron locks,,,,,7b.7,,
A,17,,དྲིལ་བུ་སྒྲ་ཆེན་པོ་འབྱུང་བ་དག་བཏགས་པས་,and hang bells cast in a particularly resonant metal on top of them:,,,,,7b.7,,
A,17,,སྒོ་ཕྱེ་ན་དཔག་ཚད་གཅིག་ཁོ་ར་ཁོར་ཡུག་ཏུ་སྒྲས་ཁྱབ་འགྲོ་བར་བྱས།,"if the prince tries to open the gates, the clanging of the bells will be heard for miles around.",,,,,7b.7,,
A,17,,ཕོ་བྲང་གི་ཕྱིའི་སྐས་སྤོ་བར་རུང་བ་ནུབ་མོ་མི་ལྔ་བརྒྱས་བསྡོག་ཅིང་།,"And what of the gigantic exterior ladder? We must have it removed every evening by a crew of five hundred stalwarts,",,,,,"8a.2",,
A,17,,སྔ་དྲོ་མི་ལྔ་བརྒྱས་འཛུགས་དགོས་པ་ཡང་བྱས།,and re-placed in the morning by another crew.,,,,,8a.2,,
A,17,,བྱང་ཆུབ་སེམས་དཔའ་སྟེང་གི་ཁང་བཟང་དུ་བུད་མེད་མཆོག་གི་ཚོགས་ཐམས་ཅད་ཀྱིས་བསྐོར་ཏེ་,"As for the Bodhisattva, let's keep him confined to the upper stories of the palace, and surrounded by a circle of the most beautiful women.",,,,,7b.7-8a.1,,
A,17,,གླུ་དང་གར་དང་རོལ་མོ་སྣ་ཚོགས་པ་སྦྱོར་དུ་བཅུག,"Dancers, singers and musicians shall weave their charms and hold him spellbound.",,,,,8a.1,,
A,17,,བློན་པོའི་ཚོགས་དཔུང་ཡན་ལག་བཞི་དང་ལྷན་ཅིག་ར་བའི་ཕྱི་རོལ་ཁོར་ཡུག་ཏུ་སྤྱན་པ་བྱེད་ཅིང་།,"Four ministers will command the four divisions of the armed forces, and will closely watch the external fortifications.",,,,,8a.1-2,,
A,17,,མཚན་མོ་ནི་རྒྱལ་པོ་ཟས་གཙང་དཔུང་དང་བཅས་པས་ཤར་སྒོའི་ཕྱི་རོལ་ནས་སྲུང་ངོ་།,Every night King Shuddhodana and his troops will stand guard in front of the eastern gates;,,,,,8a.2,,
A,17,,།དེ་བཞིན་དུ་ནུབ་ཕྱོགས་ནས་ཟས་དཀར།,the west will be protected by Shuklodana (Zas dkar);,,,,,8a.4,,
A,17,,ལྟོ་ཕྱོགས་ནས་བྲེ་བོ་ཟས།,the south by Dronodana (Bre bo zas);,,,,,8a.4,,
