Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,11,,བཅུ་གཅིག་པ་གྲགས་འཛིན་མ་ཁབ་ཏུ་གསོལ་བ་ནི།,Chapter 11 - Princess Yashodhara is selected,,,Vol. Ga (3) p. 14.,,"Vinayavastu (Saṃghabhedavastu): vol. Ga, 289b.3-290a.6",,,"<svg xmlns='http://www.w3.org/2000/svg'><g><path xmlns='http://www.w3.org/2000/svg' d='M15837.3,9495.3c9.3-4,17.3-6,22-8.7c30-13.3,310-103.3,310-120c0-30-120-86.7-123.3-103.3s16.7-246.7,16.7-246.7s399.3-356,400.7-358c0,0,32.7-65.3,52.7-68.7s1223.3,23.3,1243.3,46.7s43.3,60,36.7,93.3c-3.3,16.7-16.7,120-16.7,120s606.7,213.3,686.7,213.3s370,23.3,380,33.3s36.7,293.3,33.3,303.3s-13.3,43.3-23.3,66.7s-286.7,293.3-286.7,310s110,230,110,270s-16.7,206.7-26.7,210s-2683.3-30-2683.3-30s-176.7-246.7-176.7-266.7s3.3-200,3.3-223.3s-26.7-160-10-203.3C15797.3,9504,15837.3,9495.3,15837.3,9495.3z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M21092.7,10266.7l18-191.3c0,0,133.3-98,128.7-115.3s-142-155.3-142-168.7s40-324.7,40-324.7l226.7-213.3c0,0-26.7-8.7-40-48.7s-4.7-44.7-26.7-80c-22-35.3-22-80-48.7-98s-178-48.7-195.3-75.3s-164.7-178-208.7-191.3c-44.7-13.3-182-75.3-173.3-111.3c8.7-35.3,93.3-128.7,160-168.7s178-124.7,155.3-128.7c0,0,80-58,88.7-71.3c8.7-13.3,222-138,240-133.3c18,4.7,71.3,102,98,102s75.3,22,93.3-4.7s48.7-146.7,75.3-178s111.3-62,133.3-80c22-18,101.3-62.7,124.7-88.7c62-71.3,88.7-133.3,111.3-164.7c22-31.3,44.7-71.3,88.7-138c13.3-20,58-58,124.7-71.3c26-5.3,80,26.7,98,66.7c18,40,22,71.3,62,128.7c18,26.7,106.7,80,133.3,88.7c26.7,8.7,80,31.3,111.3,18c31.3-13.3,44.7-26.7,106.7,22c62,48.7,62,66.7,62,66.7s44.7,106.7,62,124.7s84.7,80,58,128.7c-26.7,48.7-66.7,71.3-53.3,106.7c13.3,35.3,53.3,84.7,71.3,106.7c18,22,40,88.7,62,88.7c22,0,142,13.3,168.7,13.3s102-44.7,124.7-44.7c22,0,80-22,128.7,18s62,80,124.7,133.3c62,53.3,128.7,138,138,195.3c8.7,58-35.3,142-98,138c-62-4.7-111.3,8.7-111.3,35.3s-8.7,106.7-44.7,142c-35.3,35.3-71.3,48.7-71.3,75.3s0,84.7,8.7,106.7c8.7,22,378,706.7,378,706.7s18,298-8.7,293.3C23648,10280,21092.7,10266.7,21092.7,10266.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M21092.7,10266.7l18-191.3c0,0,133.3-98,128.7-115.3s-142-155.3-142-168.7s40-324.7,40-324.7l226.7-213.3c0,0-26.7-8.7-40-48.7s-4.7-44.7-26.7-80c-22-35.3-22-80-48.7-98s-178-48.7-195.3-75.3s-164.7-178-208.7-191.3c-44.7-13.3-182-75.3-173.3-111.3c8.7-35.3,93.3-128.7,160-168.7s178-124.7,155.3-128.7c0,0,80-58,88.7-71.3c8.7-13.3,222-138,240-133.3c18,4.7,71.3,102,98,102s75.3,22,93.3-4.7s48.7-146.7,75.3-178s111.3-62,133.3-80c22-18,101.3-62.7,124.7-88.7c62-71.3,88.7-133.3,111.3-164.7c22-31.3,44.7-71.3,88.7-138c13.3-20,58-58,124.7-71.3c26-5.3,80,26.7,98,66.7c18,40,22,71.3,62,128.7c18,26.7,106.7,80,133.3,88.7c26.7,8.7,80,31.3,111.3,18c31.3-13.3,44.7-26.7,106.7,22c62,48.7,62,66.7,62,66.7s44.7,106.7,62,124.7s84.7,80,58,128.7c-26.7,48.7-66.7,71.3-53.3,106.7c13.3,35.3,53.3,84.7,71.3,106.7c18,22,40,88.7,62,88.7c22,0,142,13.3,168.7,13.3s102-44.7,124.7-44.7c22,0,80-22,128.7,18s62,80,124.7,133.3c62,53.3,128.7,138,138,195.3c8.7,58-35.3,142-98,138c-62-4.7-111.3,8.7-111.3,35.3s-8.7,106.7-44.7,142c-35.3,35.3-71.3,48.7-71.3,75.3s0,84.7,8.7,106.7c8.7,22,378,706.7,378,706.7s18,298-8.7,293.3C23648,10280,21092.7,10266.7,21092.7,10266.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></g></svg>"
A,11,,དེ་ནས་རྒྱལ་པོ་ཟས་གཙང་མས་བློན་པོ་རྣམས་དང་བགྲོས་ཏེ།,"After consulting his ministers, King Shuddhodana",,,བྱང་ཆུབ་སེམས་དཔའ་ཤིང་རྟར་ཞུགས་ནས་གྲོང་ཁྱེར་གྱི་ཕྱི་རོལ་ནས་ནང་དུ་འབྱོན་པ་དང་། བྲམ་ཟེ་མང་པོ་ཕྱིར་འགྲོ་བཞིན་པས་ལུང་བསྟན་བྱེད་པ་དང་། ཁྱམས་ཡངས་པ་ཞིག་ཏུ་ཤཱཀྱའི་བུ་མོ་སྣ་ཚོགས་པ་ལ། དངོས་པོའི་ཁྱད་པར་རེ་རེ་སྦྱིན་ཞིང་། གྲགས་འཛིན་མ་སྐུའི་མདུན་དུ་གུས་པས་འདུག་པ་ལ་སོར་གདུབ་གནང་བ་དང་། ཡང་ཁང་བཟང་གཞན་ཞིག་ཏུ་གྲགས་འཛིན་མ་འཁོར་བཅས་ཁབ་ཏུ་བཞེས་པའི་དགའ་སྟོན་གྱི་བཀོད་པ་དང་། ཡང་ཕྱོགས་གཞན་ཞིག་ཏུ།,"The Buddha enters the city in a carriage. He prophesies to many brahmins who are leaving the city.  On a spacious porch, the Buddha gives a gift item to each of the many Shakya girls. The Buddha gives a finger ring to Yashodhara (grags 'dzin ma).  In a mansion, there is a wedding banquet for taking Yashodhara as his bride.",289b.3-4,,
A,11,,ཡུལ་གྱི་བུད་མེད་བཟང་མོ་འོས་པར་གྱུར་པ་ཐམས་ཅད་གཞོན་ནུ་དོན་ཐམས་ཅད་གྲུབ་པའི་སྤྱན་སྔར་ཕབ་སྟེ།,"decided to introduce all the eligible young noblewomen of the land to the prince,",,,,,289b.4,,
A,11,,གང་ལ་དགྱེས་པ་དེ་བཙུན་མོར་བླང་ངོ་།,so that he himself might choose as wife the one he loved best.,,,,,289b.4,,
A,11,,།དེའི་ཐབས་ཀྱང་གཞོན་ནུ་འདི་ནི་སྦྱིན་པ་ལ་དགྱེས་པས།,"Since Siddhartha delighted in giving gifts,",,,,,289b.4-5,,
A,11,,རྒྱན་གྱི་རྣམ་གྲངས་དག་བུད་མེད་རྣམས་ལ་སྤྱིན་དུ་སྩལ་པ་ན་གང་ལ་དགྱེས་པར་འགྱུར་བ་ཤེས་སོ།,"learning exactly who was the object of his heart's desire simply entailed getting a splendid dowry of jewels ready, and observing him closely when he distributed them to the young women.",,,,,289b.5-6,,
A,11,,།ཞེས་བགྲོས་ནས་གཟའ་སྐར་དང་ཚེས་གྲངས་སོགས་,"Once this decision was reached, astrological calendars were consulted.",,,,,289b.6,,
A,11,,རབ་ཏུ་དགེ་བ་ལ་ས་ཕྱོགས་ཡངས་པར་སེང་གེའི་ཁྲི་བཤམས་པ་ལ་བྱང་ཆུབ་སེམས་དཔའ་བཞུགས།,"On the auspicious day so determined, the Bodhisattva mounted the throne of lions rampant set in the middle of a huge square.",,,,,289b.6,,
A,11,,རིན་པོ་ཆེའི་རྒྱན་སྣ་ཚོགས་པ་ཕུང་པོར་སྤུངས་ཏེ་བཞག   རིགས་ཀྱི་གཙོ་བོ་གཙོ་བོ་ཐམས་ཅད་ཀྱིས་ཞབས་འབྲིང་བྱས།,"The highest peers of the realm crowded round the prince, and in front of him glittered a heap of jewelry sets fashioned with gold and precious stones.",,,,,289b.6-7,,
A,11,,ཆོ་རིགས་བཟང་པོའི་བུད་མེད་ཐམས་ཅད་སོ་སོའི་འབྱོར་པ་དང་བསྟུན་པའི་ཆ་བྱད་དང་རྒྱན་གྱིས་སྤྲས་ནས་འོངས་པ་ལ།,"One after another, dressed in their finest apparel and wearing their traditional ornaments, the loveliest and noblest women filed past him.",,,,,289b.7-290a.1,,
