Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
B,27,,ཉེར་བདུན་པ་ཚངས་པ་ཆེན་པོས་གསོལ་བ་བཏབ་སྟེ་ཝཱ་རཱ་ཎ་སཱིར་གཤེགས་པ་ནི།,"Chapter 27: Great Brahmā Makes a Request, and [Buddha] Travels to Varanasi.",,,"Vol. Ta (9) p. 20.",,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 39a.5-41a.7",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M16148.8,9741c48,51-21,72-15,141c4.2,47.8,85.2,184.4,90,222c9,72-42.4,75-96,111c-47.2,31.8-62,43-120,105c-84.4,90-14.8,215.6,9,261c30,57,30,48,75,99l-99,30c-53.8,17.2-39,6-90,90c0,0-92.4,4.4-138,33c-39.4,24.6-39,72-75,96c-25.8,18.2-67.8,21.8-90,39c-29.2,22.8-38.4,84.2-75,87c-120,9-153.8,27.8-189,39c-75,24-121,146-136,155c-15,9-74,21-74,61c0,57-23,108-23,108l5,3l-128.8-2.8l-12-300c0,0-726-12-768-18c-42-6-37.2-66.2-18.2-117c18-48,42-75,66-75c24,0,111-15,129-33c18-18,72-48,42-78c-30-30-171-15-219-21c-48-6-59.6-50.8-54-75c9-39,51.4-86.2,72.2-111c47.8-57,92.8-150,62.8-225c-38.2-95.8-140-208.4-200.8-231c-153-57-100.4-165.4-135-231c-13.4-25.4-78-78-36-144c0,0,48-78,147-90c99-12,225-28,225-28s149.4-34.6,189-49c66-24,123-64,135-79c12-15,51-51,96-51s105,6,135,12c30,6,156,111,204,117c48,6,93,6,129,48s33,63,33,81s-33,111,39,63c72-48,36-93,99-123c35.4-16.8,78-33,108-78c13-19.4,60-108,99-150c39-42,90-72,150-75s141-9,207,51c55,50,66,156,99,189c33,33,75,81,105,99c30,18,42,42,42,42' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,27,1,དེ་ནས་མི་མཇེད་ཀྱི་བདག་པོ་ཚངས་པས་དེ་ཤེས་ཏེ།  འཇིག་རྟེན་འདི་ནི་མ་རུངས་པར་འགྱུར་རོ་སྙམ་ནས་,"Then the lord of the unbearable world Brahmā knew that [the Buddha rested in repose]. He thought, “The world will become unruly [if the Buddha stays like this.]” ",,,དེ་ནས་ཚངས་པས་འཁོར་ལོ་འབུལ་གྱི་ཆོས་གསུང་པར་བསྐུལ་བ་དང། ཝ་ར་ནཱ་སིའི་ཕྱོགས་ལ་ཕེབས་པའི་ལམ་དུ། འཚོ་བ་པ་ཀུན་ཏུ་གཅིག་དང་མཇལ་བ་དང་། གྲུ་མཁན་གྱི་གྲུ་མ་བཏང་བ་ལ། ནམ་མཁའ་ལ་གཤེགས་པ་སོགས་སྤྱི་དང་འདྲ།,"Brahma offers a wheel and asks the Buddha to teach dharma. On his way to Varanasi the Buddha meets a non-Buddhist sage. When the boatman wouldn't ferry the Buddha, the Buddha flies up in the air. The above scenes are drawn as in the mainstream.",,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M16148.8,9741c48,51-21,72-15,141c4.2,47.8,85.2,184.4,90,222c9,72-42.4,75-96,111c-47.2,31.8-62,43-120,105c-84.4,90-14.8,215.6,9,261c30,57,18,24,78,99l-129,36c-42,39-18-6-69,87c0,0-38-16-138,36c-60,42-37.6,82.2-99,102c-93,30-95,84-123,108c-9.4,8.2-61,6.6-114,21c-66,18-114.6,31.4-147,60c-47.8,42.2-66,120-66,120s-18-6-54,24c-36,30-36,57-36,57s9,96-18,90c-27-6-122.8-2.8-122.8-2.8l-12-300c0,0-726-12-768-18c-42-6-37.2-66.2-18.2-117c18-48,42-75,66-75c24,0,111-15,129-33c18-18,72-48,42-78c-30-30-171-15-219-21c-48-6-59.6-50.8-54-75c9-39,51.4-86.2,72.2-111c47.8-57,92.8-150,62.8-225c-38.2-95.8-140-208.4-200.8-231c-153-57-100.4-165.4-135-231c-13.4-25.4-78-78-36-144c0,0,48-78,147-90c99-12,225-28,225-28s149.4-34.6,189-49c66-24,123-64,135-79c12-15,51-51,96-51s105,6,135,12c30,6,156,111,204,117c48,6,93,6,129,48s33,63,33,81s-33,111,39,63c72-48,36-93,99-123c35.4-16.8,78-33,108-78c13-19.4,60-108,99-150c39-42,90-72,150-75s141-9,207,51c55,50,66,156,99,189c33,33,75,81,105,99c30,18,42,42,42,42' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,27,1,བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་དྲུང་དུ་སོང་སྟེ།  གསོལ་པ།  ,So he went before [the Buddha] and made a request.,ལྷ་ཚང་པས་ཆོས་འཁོར་བསྐོར་བ་གསོལ་བ་,The god Brahmā requests [the Buddha] to turn the wheel of dharma,,,,,
B,27,1,མ་ག་དྷཱར་ནི་སྔོན་ཆད་ཆོས་བྱུང་བ།,The teachings that once reigned in Magadha,,,,,,,
B,27,1,།དག་པ་མ་ལགས་དྲི་མར་བཅས་པར་རྟོགས།,were not pure; realization was tainted.,,,,,,,
B,27,1,།བདུད་རྩི་ཆོས་ཀྱི་སྒོ་ནི་ཕྱེ་མཛོད་ལ།,Open the door to your nectar-like teaching!,,,,,,,
B,27,1,།དྲི་མ་མེད་པས་རྟོགས་པ་བཤད་པར་མཛོད།,Explain [your] realization without error!,,,,,,,
B,27,1,ཅེས་པ་ལ། ངས་ཚོགས་ཆེན་པོས་རྟོགས་པ་འདི་གཞན་རྣམས་ཀྱིས་རྟོགས་པར་མི་འགྱུར་ཞེས།,"“Others will not understand what I have realized through great accumulations,” said the Buddha.",,,,,,,
B,27,1,དང་པོར་ཞལ་གྱིས་མ་བཞེས་སོ།,So at first he did not agree.,,,,,,,
B,27,1,།ཡང་ཚངས་པས།  འཇིག་རྟེན་ན་མཆོག་དང་འབྲིང་དང་དམན་པ་དག་ཡོད་པས་,"Again Brahmā requested, “Here in the world, there are people of great, intermediate, and inferior [capacity].",,,,,,,
B,27,1,རབ་འབྲིང་དག་གིས་ཆོས་ཐོས་ན་རྟོགས་པར་འགྱུར་ལ།,"If those of great or intermediate capacity hear your teaching, they will understand it.",,,,,,,
B,27,1,མ་ཐོས་ན་ཉམས་པར་འགྱུར་བ་ལགས་པས་ངེས་པར་ཆོས་གསུང་བར་ཞུས་པ་ན།,"If they don’t hear it, they will fall lower and lower.",,,,,,,
B,27,1,སྟོན་པ་ཉིད་ཀྱིས་ཡེ་ཤེས་ཀྱི་གཟིགས་པས་ཀྱང་དེ་ལྟར་དགོངས་ཏེ།,With wise vision the Buddha also knew this to be so.,,,,,,,
B,27,1,བཀའ་སྩལ་པ།  བདུད་རྩིའི་སྒོ་མོ་དག་ནི་དབྱེ་བར་བྱ།,"He replied, “ I will open the door of the nectar-like [teaching].",,,,,,,
B,27,1,།ཉན་པར་སུ་འདོད་སོམ་ཉི་སོལ་ཅིག་དང་།,Whoever wishes to hear it should not doubt.,,,,,,,
B,27,1,།ཚངས་པ་མི་རྣམས་ལ་ནི་གྱ་ནོམ་ཆོས། །ཀླན་ཀ་མི་སྩལ་མདོ་ཙམ་བཤད་པར་བྱ།,"Brahmā, to humans, I’ll briefly explain the excellent dharma that gives no ground for dispute.",,,,,,,
B,27,1,།ཞེས་ཞལ་གྱིས་བཞེས་པས་ཚངས་པ་དགའ་བ་སྐྱེས་མི་སྣང་བར་སོང་ངོ་།,"Brahmā was pleased that the Buddha agreed, and he disappeared.",,,,,,,
B,27,1,།གང་གི་ཚེ་ཞག་བདུན་ཕྲག་བདུན་པ་ལ་བབ་པ་ན།  རིང་འཕུར་དང་ལྷག་སྤྱོད་ལ་དགོངས་པའི་ཚེ།  ལྷ་རྣམས་ཀྱིས་ཀྱང་གསོལ་ཏེ།,"Seven weeks went by. While he was thinking of Udraka [Rāmaputra] (Rangs byed kyi bu lhag spyod) and Ārāḍa [Kālāma] (Sgyu rtsal shes kyi bu ring ‘phur), the gods beseeched him [to teach them].",,,,,,,
B,27,1,རིང་འཕུར་འདས་ནས་ནི་ཞག་བདུན།  ལྷག་སྤྱོད་འདས་ནས་ནི་ཞག་གཅིག་ལོན་པར་དགོངས་ཏེ།,[The Buddha] knew that seven days had passed since Udraka died and one day has passed since Ārāḍa died.,,,,,,,
B,27,1,ཀྱེ་མ་དེ་གཉིས་ནི་ཤིན་ཏུ་སྟེས་མ་འགྲིག་སྟེ།,"“Alas, things went terribly wrong for them.",,,,,,,
B,27,1,དེ་དག་གིས་ངའི་ཆོས་ཐོས་ན་བདུད་རྩི་ཐོབ་པར་འགྱུར་བ་ཞིག,"If they had heard my teaching, they would have grasped its essence.",,,,,,,
B,27,1,ད་ནི་གཞན་ལ་སྟོན་དགོས་ན།,I must teach it to others.,,,,,,,
B,27,1,ལྔ་སྡེ་རྣམས་ང་སྔོན་དཀའ་བ་སྤྱོད་པ་ན་གུས་པ་དང་བཅས་པ་ཡིན་པས།,"Earlier, when I practiced austerities, the five [ascetics who were my companions] were devoted.",,,,,,,
B,27,1,དེ་རྣམས་ལ་བསྟན་པར་བྱའོ་དགོངས་ཏེ་,So I shall teach to them.”,,,,,,,
B,27,1,བྱང་ཆུབ་ཀྱི་ཤིང་དྲུང་ནས་བཞེངས་ཏེ་རིམ་པས་ལྗོངས་རྒྱུ་ཞིང་ཀཱ་ཤཱིའི་ཡུལ་དུ་གཤེགས་སོ།,"[The Buddha] arose from the foot of the Bodhi Tree, walked slowly over the land, and travelled to Kashi.",,,,,,,
