Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,2,,གཉིས་པ་རིགས་མཆོག་ཏུ་གྱུར་པ་ནི།,Chapter 2: The advent of an extraordinary lineage,,,,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 271a.7-275b.2",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M6139.3,6020c0,0-146.7-73.3-240-153.3c-91.3-78-53.3-33.3-160-80s-166.7-106.7-240-206.7s-213.3-173.3-306.7-180s-166.7,60-213.3,93.3s-266.7,246.7-313.3,253.3s-46.7,6.7-120,0s-60-40-80-86.7s-33.3-60-93.3-106.7s-33.3-80-53.3-133.3s-66.7-86.7-106.7-113.3s-128.7-11.3-162,8.7s-104.7-15.3-131.3-68.7s-26.7-60-66.7-80s-48.7-62-68.7-68.7s-84.7-51.3-84.7-51.3s-100-42-173.3-42s-93.3-91.3-133.3-124.7s-153.3-44-155.3-58c-13.3-98,84.7-142,66.7-160c0,0,0-75.3,18-93.3c18-18,31.3-31.3,44.7-53.3c13.3-22,48.7-35.3,48.7-58c0-22,8.7-98,35.3-111.3s62-18,75.3-40s62-26.7,62-44.7c0-18,8.7-75.3,35.3-106.7c26.7-31.3,35.3-66.7,71.3-80c35.3-13.3,80-18,62-53.3c-18-35.3-31.3-102,18-120c48.7-18,80-48.7,88.7-66.7c8.7-18,26.7-53.3,53.3-80s66.7-75.3,102-84.7c35.3-8.7,44.7-8.7,71.3-44.7s35.3-71.3,84.7-88.7c48.7-18,106.7-26.7,106.7-48.7c0-22,0-35.3,22-53.3c22-18,44.7-48.7,71.3-66.7c26.7-18,22-53.3,40-71.3c18-18,62-53.3,80-66.7c18-13.3,48.7-18,75.3-35.3c26.7-18,62-40,84.7-58c22-18,44.7-40,71.3-58s40-58,142-58c102,0,160-8.7,204.7,26.7c44.7,35.3,22,58,58,62c35.3,4.7,111.3,35.3,133.3,48.7c22,13.3,133.3,8.7,186.7,48.7c18,13.3,48.7,31.3,75.3,58s80,66.7,115.3,98c35.3,31.3,71.3,4.7,124.7,44.7c53.3,40,53.3,80,71.3,84.7c18,4.7,75.3,44.7,80,75.3c4.7,31.3,44.7,62,66.7,84.7c22,22,48.7,48.7,53.3,84.7c4.7,35.3-13.3,58,31.3,71.3c44.7,13.3,93.3,22,106.7,62s-18,44.7,40,71.3c58,26.7,71.3,8.7,102,58c31.3,48.7,22,84.7,53.3,106.7c31.3,22,128.7,44.7,142,71.3s18,58,44.7,80c26.7,22,8.7,48.7,35.3,62s-4.7,26.7,35.3,53.3s66.7,88.7,44.7,120s-62,40-48.7,58c13.3,18,62,75.3,53.3,128.7c-3.3,22,84.7,40,102,102c5.3,19.3,0,71.3,31.3,84.7s53.3,13.3,84.7,35.3c31.3,22,13.3,53.3,62,62c48.7,8.7,111.3,22,124.7,53.3c13.3,31.3,18,80,44.7,84.7c26.7,4.7,122,20,148.7,73.3s-20,46.7,28.7,82c48.7,35.3,80,31.3,102,88.7s0,53.3,22,93.3c22,40,40,66.7,48.7,88.7c8.7,22,53.3,98,0,120c-53.3,22-22,48.7-155.3,18s-191.3-102-364.7-62c-173.3,40-298,152-413.3,244.7C6432.7,5938,6299.3,6044.7,6139.3,6020z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,2,1,དུས་དེར་ཆུ་ཀླུང་སྐལ་ལྡན་ཤིང་རྟ་ཞེས་བྱ་བ་ཆུ་བོ་གངྒཱའི་འགྲམ།  གྲོང་ཁྱེར་ཆེན་པོ་སེར་སྐྱ་གཞི་ཞེས་བྱ་བར། ,"In those days, a splendid city named Kapilavastu (Ser skya gzhi) rose on the banks of the river called Ganga—also known as Bhagirathi (Skal ldan shing rta) or the ‘Waterway for Fortunate Beings.'",,,,,271b.1-272a.1,,"The Vinaya source provides a much more detailed account of the founding of Kapilavastu, which is reproduced in English in Rockhill, pp. 11-12.","<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M6139.3,6020c0,0-146.7-73.3-240-153.3c-91.3-78-53.3-33.3-160-80s-166.7-106.7-240-206.7s-213.3-173.3-306.7-180s-166.7,60-213.3,93.3s-266.7,246.7-313.3,253.3s-46.7,6.7-120,0s-60-40-80-86.7s-33.3-60-93.3-106.7s-33.3-80-53.3-133.3s-66.7-86.7-106.7-113.3s-128.7-11.3-162,8.7s-104.7-15.3-131.3-68.7s-26.7-60-66.7-80s-48.7-62-68.7-68.7s-84.7-51.3-84.7-51.3s-100-42-173.3-42s-93.3-91.3-133.3-124.7s-153.3-44-155.3-58c-13.3-98,84.7-142,66.7-160c0,0,0-75.3,18-93.3c18-18,31.3-31.3,44.7-53.3c13.3-22,48.7-35.3,48.7-58c0-22,8.7-98,35.3-111.3s62-18,75.3-40s62-26.7,62-44.7c0-18,8.7-75.3,35.3-106.7c26.7-31.3,35.3-66.7,71.3-80c35.3-13.3,80-18,62-53.3c-18-35.3-31.3-102,18-120c48.7-18,80-48.7,88.7-66.7c8.7-18,26.7-53.3,53.3-80s66.7-75.3,102-84.7c35.3-8.7,44.7-8.7,71.3-44.7s35.3-71.3,84.7-88.7c48.7-18,106.7-26.7,106.7-48.7c0-22,0-35.3,22-53.3c22-18,44.7-48.7,71.3-66.7c26.7-18,22-53.3,40-71.3c18-18,62-53.3,80-66.7c18-13.3,48.7-18,75.3-35.3c26.7-18,62-40,84.7-58c22-18,44.7-40,71.3-58s40-58,142-58c102,0,160-8.7,204.7,26.7c44.7,35.3,22,58,58,62c35.3,4.7,111.3,35.3,133.3,48.7c22,13.3,133.3,8.7,186.7,48.7c18,13.3,48.7,31.3,75.3,58s80,66.7,115.3,98c35.3,31.3,71.3,4.7,124.7,44.7c53.3,40,53.3,80,71.3,84.7c18,4.7,75.3,44.7,80,75.3c4.7,31.3,44.7,62,66.7,84.7c22,22,48.7,48.7,53.3,84.7c4.7,35.3-13.3,58,31.3,71.3c44.7,13.3,93.3,22,106.7,62s-18,44.7,40,71.3c58,26.7,71.3,8.7,102,58c31.3,48.7,22,84.7,53.3,106.7c31.3,22,128.7,44.7,142,71.3s18,58,44.7,80c26.7,22,8.7,48.7,35.3,62s-4.7,26.7,35.3,53.3s66.7,88.7,44.7,120s-62,40-48.7,58c13.3,18,62,75.3,53.3,128.7c-3.3,22,84.7,40,102,102c5.3,19.3,0,71.3,31.3,84.7s53.3,13.3,84.7,35.3c31.3,22,13.3,53.3,62,62c48.7,8.7,111.3,22,124.7,53.3c13.3,31.3,18,80,44.7,84.7c26.7,4.7,122,20,148.7,73.3s-20,46.7,28.7,82c48.7,35.3,80,31.3,102,88.7s0,53.3,22,93.3c22,40,40,66.7,48.7,88.7c8.7,22,53.3,98,0,120c-53.3,22-22,48.7-155.3,18s-191.3-102-364.7-62c-173.3,40-298,152-413.3,244.7C6432.7,5938,6299.3,6044.7,6139.3,6020z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,2,1,འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོའི་བརྒྱུད་ལས་བྱུང་བ།  ཤཱཀྱ་རིགས་ལ་རྒྱལ་པོ་སེང་གེ་འགྲམ་ཞེས་བྱ་བ་རྒྱལ་སྲིད་བྱེད་དོ།,"King Simhahanu (Seng ge 'gram), descendant of a line of universal monarchs and member of the Shakya clan, reigned over Kapilavastu.",,,,,272b.5-6,,
A,2,1,།དེ་ལ་སྲས་བཞི་སྟེ།  ཟས་གཙང་དང་།  ཟས་དཀར་དང་།  བྲོ་བོ་ཟས་དང་།  བདུད་རྩི་ཟས་སོ།,"Simhahanu had eight children, four sons named, respectively, Shuddhodana (Zas gtsang), Shuklodana (Zas dkar), Dronodana (Bre bo zas) and Amrtodana (Bdud rtsi zas);",,,,,272b.6,,
A,2,1,ཤཱཀྱའི་གྲོང་ཁྱེར་ལྷས་བསྟན་ན་ནི།  ཤཱཀྱ་ལེགས་པར་རབ་སད་ཞེས་བྱ་བ་རྒྱས་སྲིད་སྐྱོང་བ་ལས།,"On the other hand, the Shakya king Suprabuddha (Legs par rab sad) reigned over the Shakya town Devadaha (Lhas bstan)",གྲོང་ཁྱེར་ལྷས་བསྟན་,Devadaha,,,272a.1-2; 273b.2,,
A,2,1,རྒྱལ་པོ་དེ་གཉིས་ཀར་ཡང་རྒྱལ་སྲིད་བདེ་ཞིང་ཕུན་སུམ་ཚོགས་པ་ཆོས་དང་ལྡན་པས་རྒྱལ་སྲིད་སྐྱོང་ངོ་།,"The people of Kapilavastu and Devadaha lived happily, virtuously and prosperously under the just rule of these two sovereigns.",,,,,273b.3-4,,
A,2,1,།སེང་གེ་འགྲམ་ནི་བདག་གི་བརྒྱུད་ལ་འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོ་བྱུང་ཡང་ཅི་མ་རུང་ཞེས་སྨོན་པར་བྱེད་དོ།,Simhahanu dreamed of having a universal monarch among his descendants;,,,,,274a.1-2,,
A,2,1,།རྒྱལ་པོ་ལེགས་པར་རབ་སད་ཀྱང་།  སེང་གེ་འགྲམ་དང་གཉེན་དུ་འགྱུར་བར་སྨོན་ནོ།,whereas Suprabuddha hoped to form an alliance with Simhahanu.,,,,,274a.2,,
A,2,1,།ལེགས་པར་རབ་སད་ལ་བུ་མོ་མཆོག་ཏུ་གྱུར་པ་ཞིག་བཙས་པ་ན།  སྐྱེ་བོ་ཐམས་ཅད་ཀྱིས་འདི་ནི་མིའི་བུ་མོ་མ་ལགས་ཏེ།  ལས་ཐམས་ཅད་ཀྱིས་སྤྲུལ་པའི་སྒྱུ་འཕྲུལ་ལོ་ཞེས་ཟེར་བས།,"The former had a daughter, a child so remarkable that on seeing her, people would exclaim: “It's hard to believe that the king's daughter belongs to the human race. If all the finest virtues were magically to converge in a single being, then that being would be something like our little princess!”",,,,,274a.4-6,,
A,2,1,དེའི་མིང་སྒྱུ་འཕྲུལ་མར་བཏགས་ཤིང་།  མཚན་མཁན་རྣམས་ཀྱིས་ལུང་བསྟན་པ།  འདི་ལ་བུ་བཙའ་བ་ནི་སྟོབས་ཀྱི་འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོར་འགྱུར་རོ།,"So it was that the little girl was given the name Maya (Sgyu 'phrul ma, ‘Magical Illusion’), and the oracle priests prophesied that her son would one day become a powerful universal monarch.",,,,,274a.6-b.3,,
