Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,14,,བཅུ་བཞི་བ་ངེས་པར་འབྱུང་བའི་རྐྱེན་ནི།,Chapter 14: The events which motivated the prince to renounce the world,,,Vol. Nga (4) p. 15.,,"Vinayavastu (Saṃghabhedavastu): vol. Ga, 291b.3 - vol. Nga, 5a.3",,,"<svg xmlns='http://www.w3.org/2000/svg'><g><path xmlns='http://www.w3.org/2000/svg' d='M25730,3162c0,0,102-53.3,164.7-84.7c62-31.3,146.7-178,258-235.3c111.3-58,160-62,235.3-75.3c75.3-13.3,142-8.7,191.3,18s92.7,58,146.7,80c75.3,31.3,168.7,53.3,208.7,66.7s102,40,102,40s-80,173.3-84.7,218c-4.7,44.7-4.7,128.7-4.7,128.7s-84,47.3-133.3,75.3c-62,35.3-98,66.7-102,186.7s18,146.7-31.3,222c-48.7,75.3-191.3,164.7-222,191.3s-75.3,26.7-75.3,26.7l-978-262c0,0,0-80,13.3-84.7s44.7-44.7,44.7-44.7s-75.3-88.7-88.7-120c-13.3-31.3,31.3-44.7,84.7-84.7c53.3-40,58-22,98-88.7S25614.7,3233.3,25730,3162z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M21970,2626.7c0-35.3-4.7-93.3-26.7-138c-22-44.7-53.3-71.3-111.3-93.3c-58-22-133.3,35.3-182,53.3c-48.7,18-128.7,4-191.3-31.3c-71.3-40-80-138-102-182c-14-28-53.3-120-93.3-151.3c-40-31.3-58-53.3-80-62c-22-8.7-80-40-146.7-22s-92.7,50-133.3,106.7c-44.7,62-32,110.7-40,151.3c-8.7,44.7-4.7,155.3-22,218c-18,62-23.3,93.3-58,138c-20,25.3-22,19.3-34.7,38.7c6-12-3.3,8-3.3,8s-20-80-33.3-113.3s-56.7-116.7-70-133.3s-86.7-90-163.3-86.7c-73.3,3.3-136.7,40-176.7,100c-46,69.3-24.7,172.7-60,246.7c-30,63.3-143.3,123.3-166.7,193.3s70,180,136.7,206.7c52.7,21.3,23.3,80,10,126.7s-16.7,73.3-33.3,123.3s-69.3,38.7-113.3,53.3c-60,20-43.3,113.3-53.3,136.7s-36.7,70-60,93.3s-53.3,150-53.3,193.3s3.3,144.7,13.3,176.7c20,63.3,62.7,88,86.7,106.7c30,23.3,80,94,123.3,96.7c96.7,6.7,181.3-56,220-66.7c86.7-23.3,258.7-9.3,313.3-26.7c83.3-26.7,116.7-70,116.7-70l20-483.3c40-33.3,86.7-3.3,60-140c-8-39.3-33.3-240-46.7-260c-3.3-5.3,14,3.3,5.3-3.3c19.3,6.7,13.3-2,25.3,8c31.3,26.7,80,160,98,160c18,0,111.3-40,120-58c8.7-18,48.7-53.3,48.7-53.3h578l18-146.7l248.7-88.7c0,0-15.3-95.3-15.3-113.3C21941.3,2820,21970,2662,21970,2626.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M27363.3,5200c-35.3-13.3-222,133.3-248.7,178c-26.7,44.7-62,102-111.3,133.3c-48.7,31.3-111.3,66.7-178,133.3s-8.7,164.7-4.7,213.3c4.7,48.7,124.7,138,115.3,226.7c-8.7,88.7-213.3,62-240,75.3s-124.7-22-173.3-31.3c0,0-191.3-133.3-231.3-178c-40-44.7-231.3-216-248.7-262c-26.7-71.3-4.7-155.3,8.7-204.7c22-80,138-155.3,155.3-235.3c10.7-48-88.7-178,18-191.3c72-8.7,173.3,40,258,44.7c84.7,4.7,262,18,373.3-4.7c105.3-21.3,195.3-164.7,271.3-133.3c75.3,31.3,111.3,98,120,142C27256.7,5151.3,27363.3,5200,27363.3,5200z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></g></svg>"
A,14,,དེ་ནས་དུས་གཞན་ཞིག་ན་བྱང་ཆུབ་སེམས་དཔས་ཁ་ལོ་སྒྱུར་བ་ལ་གསུངས་པ།  ཀྱེ་ཁ་ལོ་སྒྱུར་བ་བཤོན་པ་བཟང་པོ་མྱུར་དུ་ཤོམས་ཤིག,"A short while later, the Bodhisattva said to his equerry: “Quick, Chandaka (Mdun pa), saddle up my stallion, we'll go to the pleasure gardens!”",,,དེ་དག་ཕྱོགས་གང་ཡང་རུང་བར་ཕོ་བྲང་གི་སྒོ་བཞི་ནས། རྒས་པ་དང། ན་བ་དང། ཤི་བ་དང། རབ་ཏུ་བྱུང་བའི་ཚུལ་རྣམས་སྤྱི་དང་འདྲ།,"There is a scene of death, illness, old age, and renunciation. ",291b.3-4,,
A,14,,།སྐད་མོས་ཚལ་དུ་འགྲོའོ།་།དེས་ཀྱང་བཀའ་བཞིན་འཚལ་ཞེས་ཇི་ལྟར་བསྒོ་བ་བཞིན་བཤམས་ཏེ།,The boy swiftly obeyed.,,,,,291b.4-5,,
A,14,,དུས་ལ་བབ་པ་ན་ཤིང་རྟར་ཞུགས་ཏེ་,"At the hour agreed upon, they climbed into the carriage and went off.",,,,,291b.5,,
A,14,,བྱོན་པའི་ལམ་དུ་མི་རྒས་ཤིང་འཁོགས་པ་འཁར་བ་ལ་བརྟེན་ནས་འགྲོ་བ་གཟིགས་སོ།,"On their way, the young people met a bent old man who was hobbling along with the help of a cane.",,,,,291b.7-292a.1,,
A,14,,ཁ་ལོ་སྒྱུར་བ་ལ་གསུང་པ།  འདི་ཅི།,"“Chandaka, what has happened to this man?” wondered Siddhartha.",,,,,292a.1-2,,
A,14,,གསོལ་པ།  ལྷ་འདི་ནི་རྒས་པ་ཞེས་བྱ་སྟེ་རིང་པོར་མི་ཐོགས་པར་འགུམ་པའོ།,"“Prince,” replied the equerry, “he is old. He is not long for this life. In a short while, he will die.”",,,,,292a.2,,
A,14,,།འོ་ན་ང་ཡང་རྒས་པའི་ཆོས་ལས་མ་འདས་སམ།,“Will I too be subject to this occurrence?”,,,,,292a.2-3,,
A,14,,ལྷ་ཡང་བགྲེས་པའི་ཆོས་ལས་མ་འདས་སོ།,"“Of course. No one, not even a prince can escape the process of ageing.”",,,,,292a.3,,
A,14,,།བཀའ་སྩལ་པ་ཤིང་རྟ་ཕྱིར་སྒྱུར་ཞིག་ཕོ་བྲང་ཉིད་དུ་འདོང་ངོ་།,“Turn round! Back to the palace!”,,,,,292a.3,,
A,14,,།དེར་ཕོ་བྲང་དུ་བྱོན་ནས།  ང་རྒས་པ་ལས་མ་འདས་པ་ལྟ་ཞིག་ཅེས་ཐུགས་ངན་དུ་དགོངས་སོ།,"Once more in his chamber, the prince lost himself in his thoughts. “So. Everyone lives at the mercy of old age.” He felt stunned.",,,,,292a.3-5,,
A,14,,།དེ་ནས་རྒྱལ་པོ་ཟས་གཙང་གིས་ཁ་ལོ་སྒྱུར་བ་ལ་གཞོན་ནུ་སྐྱེད་མོས་ཚལ་དུ་དགྱེས་སམ་ཞེས་དྲིས་པ་ན།,The king probed Chandaka to find out if the prince had enjoyed his visit to the pleasure gardens,,,,,292a.5-6,,
A,14,,སྔར་གྱི་ཚུལ་རྒྱས་པར་གསོལ་བས་,and the latter recounted all that had occurred.,,,,,292a.6-292b.5,,
A,14,,རྒྱལ་བོས་བསམས་པ།  ལྟས་མཁན་རྣམས་ཀྱི་ཚིག་བདེན་པར་མི་འགྱུར་གྲང་།,"The king grew anxious, worrying: “And if the oracle priests' prediction were to come true in some horrible way?",,,,,292b.5-6,,
A,14,,གཤོན་ནུ་འདི་རབ་ཏུ་བྱུང་བར་འགྱུར་དུ་འོང་གི,"If the prince were to give up the world in all earnestness, what then?",,,,,292b.6,,
A,14,,བདག་གིས་འདོད་པའི་ཡོན་ཏན་ལྔ་ཕལ་མོ་ཆེ་ཞིག་བྱིན་ཏེ་རབ་ཏུ་མི་འབྱུང་བར་བྱའོ་སྙམ་ནས་,"We must heap upon him all that can intoxicate the senses: music, perfumes, silks, delicious food, beauty in every thing. I shall prevent him from renouncing the world!”",,,,,292b.6-7,,
