Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
2,19,1,བཅུ་དགུ་པ་རབ་ཏུ་བྱུང་བ་ནི།,Chapter 19. Renunciation,,,Vol. Nga (4) p. 17.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 13a.5-15b.6","Vinayavastu (Bhaisajyavastu): vol. Kha, 58b",
2,19,1,"དེ་ནས་གླང་པོ་ཆེའི་ལྟ་སྟངས་ཀྱིས་ཕྱོགས་ཀུན་ཏུ་གཟིགས་ཏེ། སངས་རྒྱས་རྣམས་ཀྱིས་བསྟན་པ་ཡི། །ལམ་གྱི་མཆོག་ནི་མ་ཐོབ་པར། །གྲོང་ཁྱེར་སེར་སྐྱའི་གཞིར་ནི་སླར། །ང་ནི་འཇུག་པ་མི་བྱའོ།ཞེས་གསུངས།","The Bodhisattva saw everything with the gaze of the elephant. He said,""For as long as I have not attained the supreme path Taught by all the buddhas, To the city of Kapilavastu I shall not again enter.""",,,རྟ་བསྔགས་ལྡན་ལ་རྒྱན་བཀལ་བ་དང་། རྟ་རྫི་བདུན་པ་དང་བཅས་པ་རྣམས་ཕྱིར་ཀློག་པ་དང་ཡུལ་དུ་གླེབ་པ་ཡང་འབྲི། རྟ་བསྔགས་ལྡན་ལ་དད་པ་གསེར་ལྡན་ཟེར་ནས་དུང་པ་རེ་གཏོང་ཡང་ཁ་སྐད་ཙམ་ཡིན་གྱི་ཁུངས་མེད། རྒྱ་གར་གྱི་རི་མོ་ཁུང་མ་དཀར་པོར་ཡོང་བས་དེ་བཞིན་བྱ། དེ་ནས་རི་དྭགས་རྔོན་པའི་གཟུགས་ཅན་ཞིག་གིས་ངུར་སྨིག་གི་གོས་ཕུལ་བ་དང་། མཆོད་རྟེན་གྱི་དྲུང་དུ་ཉིད་ཀྱི་དབུ་སྐྲ་ཉིད་ཀྱིས་བཅད་པ་དང་། གཙུག་ཕུད་ལྷས་ཁྱེར་བ་སོགས་སྤྱི་དང་འདྲ། གསེར་གྱི་ལོ་མ་ཅན་གྱི་ནགས་ཚལ་ཞིག་ན་དྲང་སྲོང་མང་པོ་འདུག་པ་དང་། དེ་ཤིང་འཕགས་པའི་ནགས་ཚལ་དུ་སོང་བ་ལ། དྲང་སྲོང་རྣམས་མི་དགའ་བ་དང་། དེའི་དྲུང་དུ་བྱང་ཆུབ་སེམས་དཔའ་བྱོན་ཏེ་བཞུགས་པ་རྣམས་འབྲི་སྟེ་ངེས་པར་འབྱུང་བའི་སྐོར་རོ། །,"The horse, Kaṇṭhaka, is decorated with jewels. Chandaka returns to the palace.  The horse is also known as “Faithful horse” (dad pa gser ldan), hence a trumpeter should be accompanied. This has no truthful basis, but is simply a rumor. Since the Indian drawing is authentic, it should be kept that way.      A hunter offers a robe to the Buddha who then goes to shave his hair himself in front of a stupa. Gods collects hair. All three scenes above are the same as in the mainstream (p.17).      There are sages in a forest with trees of golden leaves. The sages are upset when the forest turns into the “grove of noble trees” (shing 'phags pa'i tshal). The Buddha joins them in the forest.",13a.5-6,,
2,19,1,དེ་ལྟར་དཔག་ཚད་བཅུ་གཉིས་ཀྱི་ལམ་ཐུན་གཉིས་ལ་བགྲོད་དེ་ཆིབས་ལས་བབས། རྒྱན་བཀྲོལ་ཏེ་མདུན་པ་ལ་བཀའ་སྩལ་པ། རྒྱན་དང་རྟ་ཁྱེར་ལ་སླར་ལྡོག་ཅིག,"He traveled two stages of twelve leagues along the road and then dismounted his horse. He relieved himself of his ornaments and to Chandaka he commanded, "" Take these ornaments and my horse are return.""",,,,,13a.6-7,,
2,19,1,།མདུན་པ་གདོང་མཆི་མས་གང་བཞིན་དུ་གསོལ་པ། སེང་གེ་སྟག་གིས་གཏམས་པ་དང་། །ཕྱུགས་རྗེས་གང་བའི་ནགས་ཚལ་དུ། །འབའ་ཞིག་སྐུ་གཉེན་དང་བྲལ་བར། །འཕགས་པ་ཇི་ལྟར་སྤྱོད་པར་འགྱུར།,"Filled with tears, Chandaka pleaded, ""In the wilderness filled with lions and tigers And the tracks of other animals, All alone with no companions, How with the Noble One practice?""",,,,,13a.7-13b.1,,
2,19,1,བཀའ་སྩལ་པ། སྐྱེ་རྒུ་འདི་ན་སྐྱེ་ནའང་གཅིག་པུ་སྟེ། །དེ་བཞིན་འཆི་ནའང་གཅིག་པུར་འཆི་བར་འགྱུར། །འདི་ན་གཅིག་པུས་སྡུག་བསྔལ་མྱོང་འགྱུར་ཏེ། །འཁོར་བ་ལ་ནི་གྲོགས་ཡོད་མ་ཡིན་ནོ། ཞེས་སོགས་གཞན་ཡང་ཞུས་ལན་མང་དུ་མཛད་དོ།,"The Bodhisattva said, All beings alone are born in life, And when they die they die alone. Here the lonely are faced with suffering. In samsara no one has companions. Chandaka asked many other questions, and the Bodhisattva offered many responses.",,,,,13b.2-5,,
2,19,1,།དེ་ནས་ཨུཏལ་སྔོན་པོ་འདབ་མ་ལྟ་བུའི་རལ་གྲིས་ཉིད་ཀྱི་དབུ་སྐྲ་ཉིད་ཀྱིས་བྲེགས་ཏེ་ནམ་མཁའ་ལ་བོར་བ་,"Then, with his sword, like the petals of a blue Utpala lotus, the Bodhisattva cut his hair and tossed it into the sky.",རབ་ཏུ་བྱུང་བ་མཛད་པ་,[He] became a monk.,,,13b.5-6,,
2,19,2,བརྒྱ་བྱིན་གྱིས་བླངས་ཏེ་ལྷའི་གནས་སུ་དུས་སྟོན་བཙུགས་ཤིང་། ,Indra took hair to establish a festival for it in the realm of the gods.,དབུ་སྐྲ་ལྷ་གནས་སུ་ཁྱེར་བ་,The hair was carried to the heavens.,,,13b.6-14a.1,,
2,19,3,ཕྱོགས་དེར་མཆོད་རྟེན་ཡང་བྱས་སོ།,He also had a stupa constructed at that location.,,,,,14a.1,,
2,19,4,།དེ་ནས་བྱང་ཆུབ་སེམས་དཔའི་ཞབས་ལ་རྟའི་རྒྱལ་པོ་སྔགས་ལྡན་གྱི་ལྕེས་བལྡགས་ཤིང་། དེའི་མགོ་ལ་ཕྱག་གིས་བྱུགས་ནས། ངས་བྱང་ཆུབ་ཐོབ་ནས་ཁྱོད་ལ་བྱས་པ་གཟོ་བར་འགྱུར་རོ་གསུངས།,"Then Kanthaka the king of horses licked the Bodhisattva's feet with his tongue. And the Bodhisattva patted Kanthaka's head, saying ""When I attain enlightenment I will show my gratitude to you.""",,,,,14a.1-3,,
2,19,4,མདུན་པ་ལ་ཁྱོད་ཀྱིས་བསྔགས་ལྡན་ཕོ་བྲང་དུ་མ་བཀྲི་ཤིག མདུན་པ་སྐད་འཛེར་ཞིང་མིག་མཆི་མས་གང་སྟེ། སྔགས་ལྡན་ཁྲིད་ནས་ཡང་དང་ཡང་དུ་བྱང་ཆུབ་སེམས་དཔའ་ལ་ཕྱི་མིག་ལྟ་ཞིང་སླར་སོང་ངོ་། །ཞག་བདུན་གྱིས་གྲོང་ཁྱེར་སེར་སྐྱར་ཕྱིར་འཁོར་ཏེ་མདུན་པས་བསམས་པ། བདག་རྟ་དང་ལྷན་ཅིག་སོང་ན་སྨྲེ་སྔགས་ཆེན་པོ་ཐོས་པས་བདག་དབུགས་བརྣངས་ཏེ་འཆི་བར་འགྱུར་རོ་སྙམ་ནས།,"To Chandaka he said, ""Take Kanthaka back to the palace."" Choaked up and teary eyed, Chandaka led Kanthaka along. Looking back at the Bodhisattva again and again, they set out. After seven days they wandered back to Kapilavastu. Chandaka thought, ""If I go forth together with the horse, I will hear a terrible wailing that will take my breath away and I will die.""",མདུན་པས་རྒྱན་དང་སྔགས་ལྡན་ [illegible],Chandaka [illegible] and Kanthaka,,,14a.3-4,,
1,19,5,རང་ཉིད་སྐྱེད་མོས་ཚལ་དུ་འདུག་སྟེ་སྔགས་ལྡན་བཏང་ངོ་།,So Chandaka stayed in a pleasure garden and sent Kanthaka onward.,བདུན་པ་ཚལ་དུ་གནས་པ་,Chandaka dwells in the garden.,,,14a.4-5,,
