Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
2,23,1,ཉེར་གསུམ་པ་བྱང་ཆུབ་སྙིང་པོར་གཤེགས་པ་ནི།,Chapter 23. Traveling to Bodhgaya,,,Vol. Cha (6) p. 19.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 27b.6-29a.6",,
2,23,1,དེ་ནས་བྲག་རི་མེ་ཏོག་དང་འབྲས་བུས་བརྒྱན་པ་ཞིག་ཏུ་བཞུགས་པ་ན་དེ་མ་ཐག་ཏུ་རི་དེ་ཉིལ་ལོ།,"Then the Bodhisattva went to a cave surrounded by flowers and fruit trees. But as soon as he sat down, the mountain crumbled. ",བྲག་རི་བཞུགས་པས་རི་ཉི་བ་,"Seated on a rock mountain, the mountain crumbled",བྲག་དེའུ་མེ་ཏོག་གིས་བརྒྱན་པ་ལ་བཞུགས་པས། བྲག་ཉིལ་བ་དང་། ལྷས་བསྐུལ་ཏེ་དེ་ན་ཕར་གཤེགས་པ་ལ། ཆུ་ནང་ནས་ཀླུའི་རྒྱལ་པོ་དུས་ཅན་ཞེས་བྱས་བསྟོད་པ་དང་། རྩྭ་འཚོང་བཀྲ་ཤིས་འཁོར་བཅས་ཀྱི་རྩྭ་ཕུལ་བ་དང་།  བྱང་ཆུབ་སྙིང་པོར་གཤེགས་པའི་སྐོར་རོ། །,"The Buddha leaves the rocky hill after a sliding of rocks. Nāga King, Kālika (dus can) praises the Buddha. A grass-seller named Svastika (bkra shis) and his servants offer grass to the Buddha. The Buddha leaves for Bodhgaya (byang chub snying po).",27b.6-7,,
2,23,1,།ལྷ་རྣམས་ཀྱིས་གསོལ་བ། དགེ་བའི་རྩ་བ་ཡོངས་སུ་སྦྱངས་པ་མཐར་ཕྱིན་པ་ནི་ས་གཞན་གྱིས་བཟུང་བར་མི་ནུས་ཏེ། འདི་དང་ཉེ་བ་ཕྱོགས་འདི་ལྟ་བུ་ཞིག་ན་རྡོ་རྗེའི་གདན་མཆིས་ཏེ་ད་ནི་དེར་བཞུད་ཅིག,"""Your pure roots of virtue are so perfected that there is nowhere on earth that can support you!"" said the gods. ""But there is such a place close by, called Vajrasana. Now go there.""",,,,,27b.7-28a.2,,
2,23,1,དེ་ནས་ལྷས་ལམ་བསྟན་པ་བཞིན་བཞུད་པ་ན་ཞབས་གང་བཞག་སར་པདྨ་དག་བྱུང་ངོ་། །རྒྱ་མཚོ་ཆེན་པོ་བཞི་ལས་ཆུ་བབས་ཏེ་པདྨའི་རྫིང་དག་ཏུ་གྱུར་ཏོ།,The gods showed the way as he walked along and lotus-flowers emerged in the places where his feet fell. Lotus pools formed as water from the four oceans poured into the depressions.,ལྷ་རྣམས་ཀྱི་ལམ་བསྟན་པ་,Gods showed the path,,,28a.3-4,,
2,23,1,།དེ་ནས་ཡང་གཤེགས་ཏེ་ཞབས་ཀྱི་གོམ་པ་བོར་བ་ནས་ཆེན་པོ་འདི་འཁར་བའི་སྣོད་ལ་དབྱུ་གུས་བསྣུན་པ་བཞིན་སྒྲ་འབྱུང་ངོ་། །བྱ་ཙ་རྐ་དང་རི་དྭགས་དག་ཀྱང་བྱང་ཆུབ་སེམས་དཔའ་ལ་སྐོར་བ་བྱེད། ལྷ་རྣམས་ཀྱིས་ཀྱང་ཆར་ཟིམ་བུས་ཆག་ཆག་འདེབས་ཤིང་སེར་བུ་འཇམ་པོ་དག་གཏོང་བར་བྱེད་དོ།,The Bodhisattva continued on his way and each great footfall resounded like metal drum struck with a stick. Birds and animals surrounded the Bodhisattva. The gods misted him with a light rain and fanned him with a gentle breeze. ,,,,,28a.4-5,,
2,23,2,།ཆུ་ཀླུང་ནི་རཉྫ་ནར་ཀླུའི་རྒྱལ་པོ་དུས་ཅན་ཞེས་བྱ་བ་དུས་གཞན་ཐམས་ཅད་དུ་ལོང་བ་ལས། འཇིག་གརྟེན་དུ་སངས་རྒྱས་འབྱུང་བའི་ཚེ་མིག་ཐོབ་སྟེ་,"In the Nairanjana River there lived a serpent-deity king named Kalika, who was blind most of the time but regained his sight when a buddha appeared in the world.",ཀླུའི་རྒྱལ་པོ་དུས་ཅན་,Serpent deity king Kalika,,,28a.6,,
2,23,2,སྔོན་གྱི་སངས་རྒྱས་འཁོར་བ་འཇིག་ལ་སོགས་པའི་ཡང་ཞལ་མཐོང་བ་ཞིག་གོ །སྐབས་དེར་དེས་མིག་གིས་མཐོང་བར་གྱུར་ཞིང་།,He saw Krakucchanda and other buddha's of the past. And at this time he was likewise able to see.,,,,,N/A,,
2,23,2,"ས་ཆེན་པོ་སྒྲ་སྒྲོག་པའང་ཐོས་ནས་རང་གི་གནས་ལས་བྱུང་སྟེ་ས་སྟེང་དུ་འཐོན་ནས་
རྒྱང་རིང་པོ་ཁོ་ན་ནས་བཅོམ་ལྡན་འདས་མཐོང་བ་ན། ངེས་པར་སངས་རྒྱས་སུ་འགྱུར་བར་ཤེས་ནས་","When he heard the great sound the earth made, he left his dwelling and rose to the surface of the earth. He saw the Blessed One from far off and knew he would certainly become a buddha.",,,,,28a.6-28b.2,,
2,23,2,"དེས་སྨྲས་པ། 
བདག་གིས་སྔོན་ནི་མཐོང་བ་ཡི། 
།སངས་རྒྱ་མཐུ་ཆེན་དེ་རྣམས་དང་། 
།ཐུབ་པ་ཁྱོད་ནི་མཐོང་གྱུར་ན། 
།དེ་དག་ཐ་དད་དབྱེར་མ་མཆིས། 
།ཞེས་བྱ་བ་ལ་སོགས་པ་རྒྱ་ཆེར་བསྟོད་དོ།","He praised the Bodhisattva at length, saying such things as,

""The powerful buddhas,
That I have seen before:
Looking at you, Sage,
You are no different than them!""",,,,,28b.2-29a.1,,
2,23,3,།དེ་ནས་ཡང་གཤེགས་པ་ན་ལྷའི་རྒྱལ་པོའི་འཇུག་པ་རྩྭ་འཚོང་བཀྲ་ཤིས་དང་མཇལ་ཏེ། རི་སྤོས་ངད་ལྡན་ལས་བླངས་པའི་རྩྭ་འཇམ་ཞིང་རེག་ན་བདེ་བ་ཁུར་གཅིག་ཡོད་པ།,"As he went along, he encountered the grass seller Svastika, who had been placed there by Indra. He carried a load of grass gathered from Gandamadana, soft and pleasing to the touch. 
",,,,,29a.1-2,,
2,23,3,བྱང་ཆུབ་སེམས་དཔས་རྩྭ་དེ་བསླངས་པ་ན། དེས་ཀྱང་གུས་པ་དང་བཅས་པས་ཕུལ།,"The Bodhisattva begged for the grass and Svastika offered it with devotion.

**In response to the Bodhisattva’s request, Svastika joyously and with reverence, offered the sheaf of stalks to him.",རྩྭ་ཚོང་བཀྲིས་ལས་དུར་པ་བཞེས་པ་,Receives kuśa grass from the grass seller Svastika,,,29a.2-3,,
2,23,3,དེ་ནས་བྱང་ཆུབ་སྙིང་པོར་གཤེགས་ཏེ་རྡོ་རྗེའི་གདན་ལ་འཛེགས་ནས། ཤིང་ཨ་ཤྭཏྠ་བྱང་ཆུབ་ཤིང་གི་དྲུང་དེར་བཞུགས་གནས་སུ་རྩྭའི་བམ་པོ་དེ་བསྒྱུར་སྟབས་སུ་བོར་བ་ན་སྲབ་འཐུག་མེད་པར་གཡས་ཕྱོགས་སུ་འཁྱིལ་ཏེ་འདུག་གོ,"The he continued on to Bodhimanda and ascended the Vajrasana, the ""Indestructable Throne."" At the foot of an Ashvata tree, the tree of awakening, he cast down the grass bundle for a seating mat. The grass fell in a clockwise pattern, neither too thick nor too thin.",,,,,29a.4-5,"Jātaka-nidāna (Lhasa Kangyur: 33: vol. 34, folio/line 292a.3)","""byang chub kyi snying por gshegs te a shwattha'i shing drung du mngon par rdzogs par 'tshang rgya bar 'gyur ro""  -Jātaka-nidāna (Lhasa Kangyur: 33: vol. 34, folio/line 292a.3)

From here down, this could be an additional scene, with the figure of the Buddha seated on grass matt at Vajrasana."
2,23,3,།ལྟས་འདི་དག་ལས་ན་ད་ནི་གདོན་མི་ཟ་བར་བླ་ན་མེད་པའི་ཡེ་ཤེས་རྟོགས་པར་འགྱུར་རོ་སྙམ་དུ་དགོངས་ནས་སྐྱིལ་ཀྲུང་བཅས་སྐུ་དྲང་པོར་བསྲངས་དྲན་པ་མངོན་དུ་བཞག་ནས་བཞུགས་ཏེ། ཇི་སྲིད་བླ་ན་མེད་པའི་བྱང་ཆུབ་མ་ཐོབ་ཀྱི་བར་དུ་སྐྱིལ་ཀྲུང་གཞིག་པར་མི་བྱའོ། །ཞེས་དམ་བཅའ་བར་མཛད་དོ། །,"By this, he knew without doubt he would attain the realization of unexcelled wisdom. So he sat in the cross-legged vajra position, with his posture erect, and his mind settled. And he made this vow: ""Until I attain unexcelled enlightenment, I will not uncross my legs.""",,,,,29a.4-6,,
