Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
2,22,1,ཉེར་གཉིས་པ་དཀའ་ཐུབ་གྲོལ་བ་ནི།,Chapter 22. Freedom From Austerities,,,Vol. Ca (5) and vol. Cha (6) pp. 18-19.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 25a.6-27b.6",,
2,22,1,དེ་ལྟར་དཀའ་བ་སྤྱོད་པའི་དུས་ལོ་དྲུག་འདས་ནས་འདི་སྙམ་དུ་ད་ལྟར་གང་སུ་དག་སྡུག་བསྔལ་སྤོང་བར་འདོད་པ་ཐམས་ཅད་ནི་འདི་ཙམ་དུ་ཟད་དེ། འདི་ཡང་ཤེས་པ་དང་མཐོང་བ་དང་བྱང་ཆུབ་ལ་རེག་པར་ནུས་པ་མ་ཡིན་ནོ། །བདག་སྔོན་ཞིང་པའི་གྲོང་དུ་བསམ་གཏན་བསྒྲུབས་པ་དེ་ལྟ་བུ་ལ་བརྟེན་ནས་བྱང་ཆུབ་སྒྲུབ་པར་ནུས་ན། རིད་ཅིང་ཉམས་ཆུང་བས་དེ་ཡང་བསྐྱེད་མི་ནུས་ཏེ། ལུས་མདངས་སྟོབས་དང་ལྡན་པར་བྱའོ་དགོངས་ནས་དབུགས་འབྱུང་རྔུབ་ཅི་བདེར་མཛད་ཅིང་། འབྲས་ཆན་སོགས་ཁ་ཟས། རགས་པ་ཡང་གསོལ།,"In this way six year of practicing austerities passed. The Bodhisattva reflected: ""Though these practices of austeries alone, all those today who wish to overcome sufffering will fail to achieve knowledge or vision, will not be able to touch enlightenment. Earlier I accomplished meditative absorption in the farming village. I would be able to achieve enlightenment in reliance upon that practice, yet in my emaciated and weakened state, I will not be able to produce such a state. I must have strength and vital energy. He relaxed his breathing and ate rice porridge and other solid foods.",,,དེ་ནས་ཕྱོགས་གཅིག་ཏུ་ཁྲུས་མཛད་ཅིང་། མི་རོ་ལ་དབུ་སྔས་མཛད་དེ་གཟིམས་པ་འབྲི་སྟེ་དཀའ་བ་སྤྱོད་པའི་སྐོར་རོ། །   ༼ཆ༽ དེ་ནས་ཕྱོགས་གཅིག་ཏུ་ཁྲུས་མཛད་པ་དང་། འཁོར་ལྔ་ཀུན་ཏུ་རྒྱུའི་ཆ་བྱད་གཞན་དུ་འགྲོ་བ་དང་། འབྲས་ཆན་གསོལ་བའི་ཚུལ་བྱ། དེ་ནས་བུ་མོ་དགའ་མོ་དང་། དགའ་སྟོབས་མས་འོ་ཐུག་ཕུལ་བ་དང་། གསེར་སྣོད་ཆུ་བོ་ནེ་རཉྫ་ནར་བོར་བ་དང་། དེ་ཀླུས་ཁྱེར་བ་དང་། བརྒྱ་བྱིན་བྱ་ཁྱུང་དུ་སྤྲུལ་ནས་དེ་ཕྲོགས་ཏེ་ལྷ་ཡུལ་དུ་ཁྱེར་བ་དང་།,"The Buddha takes a bath. He then sleeps with a corpse as his pillow. [Chapter Cha]: The Buddha takes a bath. The five disciples eat cooked rice. Two girls named Nandā (dga' mo) and Nandabalā (dga' stobs ma) offer milk porridge to the Buddha. The golden bowl gets lost in River Nairañjanā. A nāga collects it, but Indra (brgya byin), in guise of a garuda, steals it and takes it to the realm of gods.",25a.6-25b.5,,Lalitavistara p. 402.
2,22,1,ཏིལ་མར་གྱིས་བྱུག་ཤིང་ཆུ་འཇམ་པོས་ཁྲུས་མཛད་དོ། །དེར་རིམ་གྲོ་པ་ལྔ་པོ་མ་དད་པར་གྱུར་ཏེ། ཤེས་ལྡན་དག་དགེ་སྦྱོང་གཽ་ཏ་མ་འདི་ནི་སྤོང་བ་ལས་ཉམ་པ་ཡིན་ཏེ། ད་ནི་འདིས་ཅུང་ཟད་ཀྱང་ཐོབ་པར་མི་ནུས་སོ་ཞེས།,"He rubbed his body with sesame oil and washed it in a gentle stream. At this, the five companions lost confidence in him. ""O wise ones,"" they said, ""Gotama has given up the practice of virtue and has fallen. Now he will be unable to gain any result whatsoever.""","ཏིལ་མར་གྱིས་བྱུགས་པ་

འཁྲུས་མཛད་པ་","Annointing with sesame oil

Washing",,,25b.5-7,,
2,22,2,བྱང་ཆུབ་སེམས་དཔའ་བོར་ནས་ཝ་ར་ནཱ་སཱིར་སོང་སྟེ། ལྔ་སྡེ་ཞེས་གྲགས་སོ།,"So they rejected the Bodhisattva and went to Varanasi, where they became known as the Five Ascetics.","སྟོན་པ་བོར་ནས་ལྔ་སྡེ་ཝ་ར་ཎཱ་སི་ཕྱོགས་སུ་འགྲོ་བ་
","Having rejected the Buddha, the group of five left and went to Varanasi.",,,26a.1-2,,
2,22,3,།དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་རིམ་གྱིས་སྐུའི་མཐུ་བསྐྱེད་ནས་སྡེ་ཅན་གྱི་གྲོང་དུ་གཤེགས་སོ། །དེར་ཡུལ་དེའི་དཔོན་པོ་སྡེ་ཅན་ཞེས་བྱ་བ་ལ་བུ་མོ་དགའ་མ་དང་དགའ་སྟོབས་མ་ཞེས་བྱ་བ་གཉིས་ཡོད་དོ། །དེ་གཉིས་བུད་མེད་རིན་པོ་ཆེ་ལྟར་ཕུན་སུམ་ཚོགས་པ་ཡིན་ལ།,"Then the Bodhisattva gradually regained his physical strength, and traveled to Senapuri. The village chief was Sena. He had two daughters, Nanda and Nandabala. Both girls were as perfect as precious jewels.",,,,,26a.2-3,,
2,22,3,དེ་དག་གིས་བྱང་ཆུབ་སེམས་དཔའ་འཁོར་ལོས་བསྒྱུར་བར་འགྱུར་བ་ནི་ཐོས། རབ་ཏུ་བྱུང་བ་ནི་མ་ཐོས་ལ། བུད་མེད་གང་དག་ཚུལ་ཁྲིམས་དང་། བརྟུལ་ཞུགས་འདི་དང་འདི་ལྟ་བུ་དག་ལོ་བཅུ་གཉིས་སུ་བསྟེན་ཞིང་། དེ་རྫོགས་པ་ན་འོ་ཐུག་གི་མཆོག་བཅོས་ཏེ། དཀའ་ཐུབ་ཀྱིས་དུབ་པའི་དྲང་སྲོང་ལ་ཕུལ་ན། དེའི་བཙུན་མོར་འགྱུར་རོ་ཞེས་ཐོས་ནས།,"They had heard that the Bodhisattva would become a unversival monarch, though they had not heard that he was a renunciate. They also heard that if a woman were to practice strict discipline and moral conduct for twelve years, and at the conclusion, were to prepare excellent rice porrage and offer it to a sage worn down through austerities, that women would become the Bodhisattva's wife.",,,,,26a.3-6,,
2,22,3,དེ་དག་གིས་བརྟུལ་ཞུགས་བླངས་ནས་དུས་དེར་ལོ་བཅུ་གཉིས་ཀྱང་རྫོགས་པས། བ་མཆོག་སྟོང་ཡོད་པ་རྣམས་བཞོས་ཏེ། བ་སྟོང་པོ་དེ་ཉིད་ལ་བླུད་དོ། །དེ་རྣམས་བཞོས་ནས་ལྔ་བརྒྱ་ལ་བླུད་དོ། །དེ་ཡང་ལྔ་བརྒྱ་བོ་དེ་ཉིད་ལའོ། །དེ་བཞིན་དུ། ཉིས་བརྒྱ་ལྔ་བཅུ་དང་། བརྒྱ་ཉེར་ལྔ་དང་། དྲུག་ཅུ་རྩ་གསུམ་དང་། སུམ་ཅུ་རྩ་གཉིས་དང་། བཅུ་དྲུག་དང་བརྒྱད་དེ་,"The daughters practiced moral conduct for twelve years. At the conclusion, they milked a thousand of their best cows. Then they fed the milk back to those cows. Then they milked them again and fed the milk to five hundred cows. They did the same for 250, 125, sixty-three, thirty-two, sixteen, and eight cows.",,,,,26a.5-26b.3,,
2,22,4,"ལན་བཅུ་དྲུག་ཉིང་ཁུར་བྱས་པའི་འོ་མ་རྣམས་ཤེལ་སྣོད་དུ་བསྐོལ་བའི་ཚེ། གནས་གཙང་མའི་ལྷ་རྣམས་ཀྱིས་མདོ་ལ་མཐུ་བསྐྱེད་པ་ཞེས་བྱ་བའི་སྨན་བླུགས་སོ། །འོ་མ་བསྐོལ་བ་དེ་ལ་འཁོར་ལོ་དང་བཀྲ་ཤིས་དང་གཡུང་དྲུང་འཁྱིལ་བ་ལ་སོགས་པ་དགེ་བའི་གཟུགས་དུ་མ་བྱུང་ངོ་། །དེ་ཀུན་ཏུ་འཚོ་བ་པ་ཉེ་བར་འགྲོ་ཞེས་བྱ་བས་བླངས་ཀྱང་མ་བྱིན་ནོ།
","Next, they boiled the condensed milk sixteen times in a crystal vessel. While the milk boiled, the gods of the pure abodes quickly poured in a medicine called ""Restorative."" Auspicious signs such as wheels, good luck symbols, and swastikas appeared on the surface of the boiling milk. An ascetic named Upajivaka asked for the milk but the girls did not give it.",,,,,26b.3-6,,
2,22,4,།དེ་ནས་ནངས་པར་ཤེལ་སྣོད་ནས་གསེར་གྱི་ཡོལ་གོར་བླུགས་སོ། །དེའི་ཚེ་བརྒྱ་བྱིན་བྲམ་ཟེའི་ཆ་བྱད་དུ་སྤྲུལ་ཏེ་འོངས་པ་དང་། ཚངས་པ་དང་གནས་གཙང་མའི་ལྷ་ཞིག་ཀྱང་འོངས་ཏེ། ,"The next day, they poured the milk from the crystal vessel into a golden bowl. At that point, Indra, in the guise of a brahmin, Brahma, and a god of the pure realms approached.",,,,,26b.7-27a.1,,
2,22,4,བུ་མོ་གཉིས་ཀྱིས་བརྒྱ་བྱིན་བྲམ་ཟེའི་གཟུགས་ཅན་ལ་འོ་ཐུག་དེ་འབུལ་བར་བརྩམས་པ་ན། དེ་ན་རེ། ཅི་བདག་ལ་སྦྱིན་ནམ། འོན་ཀྱང་བདག་ལས་ཆེས་མཆོག་ཏུ་གྱུར་པ་ལ་སྦྱིན་དེ་གཉིས་གྱིས་སྨྲས་པ།,"When the girls began to offer the milk to the Indra in the form of a brahmin, he asked, ""Would you offer it to me or to someone greater me?""",,,,,27a.1,,
