Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
1,17,1,བཅུ་བདུན་པ་སྲུང་མས་བསྐོར་བ་ནི།,Chapter 17. Surrounded by Guards,,,Vol. Nga (4) pp. 15-16.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 7b.4-9a.3",,
1,17,1,དེ་ནས་རྒྱལ་པོ་ཟས་གཙང་སྐུ་མཆེད་དང་བཅས་པ་རྣམས་གྲོས་བྱས་ཏེ།  གཞོན་ནུ་དོན་ཐམས་ཅད་གྲུབ་པ་ཅི་ནས་ཀྱང་རབ་ཏུ་མི་འབྱུང་བའི་ཐབས་བསམས་ནས་,King Shuddhodana confered with his brothers and considered how to prevent by any means the Youth Siddharta from renouncing the world.,,,དེ་ནས་སེར་སྐྱའི་ཕྱི་རོལ་འོབས་དང་ལྕགས་རི་བདུན་བདུན་གྱི་སྐོར་ཞིང་། ,The city of Kapilavastu with seven concentric rings of moats and walls is heavily guarded. ,7b.4-6,,
1,17,1,གྲོང་ཁྱེར་ཆེན་པོ་ལྕགས་རི་དང་འོབས་རིམ་པ་བདུན་བདུན་གྱིས་བསྐོར།,“The city is fortified by seven walls and seven moats.,གྲོང་ཀྱེར་སེར་སྐྱའི་ཕོ་བྲང་ལ་ལྗགས་རི་བདུན་དང་འོབས་རིམ་པ་བདུན་ཡོད་པ་,The palace of Kapilavastu has seven layers of walls and seven moats.,,,7b.6,,
1,17,1,སྒོ་འཕར་རྣམས་ལྕགས་ལ་བྱས་ཤིང་དྲིལ་བུ་སྒྲ་ཆེན་པོ་འབྱུང་བ་དག་བཏགས་པས་སྒོ་ཕྱེ་ན་དཔག་ཚད་གཅིག་ཁོ་ར་ཁོར་ཡུག་ཏུ་སྒྲས་ཁྱབ་འགྲོ་བར་བྱས།,"Bar the doors with iron and hang loud bells so that if they open, the sound will carry for a league in the surrounding area.",,,ལྕགས་ཀྱི་སྒོ་འཕར་དྲིལ་བུ་ཆེན་པོ་ཅན་མི་ལྔ་བརྒྱས་འབྱེད་གཅོད་བྱེད་པ་མཚོན་བྱེད་དང་། ,Depict five hundred men closing the iron doors and loud bells. ,7b.7,,
1,17,2,ཕོ་བྲང་གི་ཕྱིའི་སྐས་སྤོ་བར་རུང་བ་ནུབ་མོ་མི་ལྔ་བརྒྱས་བསྡོག་ཅིང་། སྔ་དྲོ་མི་ལྔ་བརྒྱས་འཛུགས་དགོས་པ་ཡང་བྱས།,"At night five-hundred men must remove the portable ladder on the palace exterior, and in the morning five-hundred men must replace it. ",མི་ལྔ་བརྒྱའི་འཛུགས་པའི་སྐས་,500 men set up the ladder.,སྐས་ཆེན་པོ་མི་ལྔ་བརྒྱས་འཛུགས་ཤིང་བསྡུ་བ་མཚོནི་བྱེད་དང་། ལྕགས་རིའི་བར་བར་ཐམས་ཅད་དམག་མིའི་བསྲུང་ཞིང་། ཕོ་བྲང་སྙིང་པོའི་ཕྱོགས་བཞི་ནས། རྒྱལ་པོ་སྐུ་མཆེད་བཞིས་མེལ་ཚེ་མཛད་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཉིད་དང་། ཕོ་བྲང་གི་ཁང་བཟང་གཅིག་ཏུ་བུད་མེད་མང་པོས་རོལ་མོ་དང་མཆོད་པ་སྣ་ཚོགས་འབུལ་བ་དང་། མ་འགགས་པ་ཞེས་བྱ་བ་རྒྱལ་པོ་དང་ཆ་བྱད་འདྲ་རུང་ཞིག་གི་ལྟ་ཉུལ་བྱེད་ཅིང་སྐོར་བ་དང་།,"Another five hundred men puts up a giant ladder and collects it. Soldiers guard within every wall. The Buddha's palace is guarded by the king's four brothers. There is the Buddha in the palace. In a room in the palace, many women play music instruments and make various offerings. Aniruddha is on watch outside the palace.","8a.2",,
1,17,3,བྱང་ཆུབ་སེམས་དཔའ་སྟེང་གི་ཁང་བཟང་དུ་བུད་མེད་མཆོག་གི་ཚོགས་ཐམས་ཅད་ཀྱིས་བསྐོར་ཏེ་གླུ་དང་གར་དང་རོལ་མོ་སྣ་ཚོགས་པ་སྦྱོར་དུ་བཅུག བློན་པོའི་ཚོགས་དཔུང་ཡན་ལག་བཞི་དང་ལྷན་ཅིག་ར་བའི་ཕྱི་རོལ་ཁོར་ཡུག་ཏུ་སྤྱན་པ་བྱེད་ཅིང་། མཚན་མོ་ནི་རྒྱལ་པོ་ཟས་གཙང་དཔུང་དང་བཅས་པས་ཤར་སྒོའི་ཕྱི་རོལ་ནས་སྲུང་ངོ་། །དེ་བཞིན་དུ་ནུབ་ཕྱོགས་ནས་ཟས་དཀར། ལྟོ་ཕྱོགས་ནས་བྲེ་བོ་ཟས། བྱང་ཕྱོགས་ནས་བདུད་རྩི་ཟས་འཁོར་དང་བཅས་པས་སྲུང་ངོ་།,"In his upper chambers, the Bodhisattva must be surrounded by the best women, who should distract him with song, dance, and music. Ministers together with four divisions of troops must keep watch outside the walls. At night King Shuddhodana and troops will guard the eastern gate. Shuklodana will guard the western gate. Dronadana will guard the southern gate. And Amritodana will guard the northern gate. ",བྱང་ཆུབ་སེམས་པའི་བཙུན་མོའི་ཚོགས་ཀྱི་རོལ་བ་,The bodhisattva surrounded by his harem.,,,7b.7-8a.4,,
1,17,4,དེ་ཐམས་ཅད་དུ་འདྲམ་པོ་སྟེ་ལྟ་ཉུལ་བྱེད་པ་པོ་ནི་ཤཱཀྱ་མིང་ཆེན་ཡིན་ཏེ།,The person who would see to this at the center of it all was Shakya Mahanaman.,མིང་ཆེན་ལྟ་མྱུལ་[ཉུལ་]བྱེད་བ་,Mahanaman oversees.,,,8a.4-5,,
1,17,4,དེས་མཚན་མོའི་ཐུན་དང་པོ་ལ་ཤར་སྒོ་སོང་སྟེ།  འདི་ན་སུ་ཞིག་མེལ་ཚེ་བྱེད།,"In the first watch of the night Shakya Mahanama went to the eastern gate and asked, ""Who is keeping watch here?""",,,,,8a.5,,
1,17,4,རྒྱལ་བོ་ཟས་གཙང་གིས་སྨྲས་པ།  ཁོ་བོ་མེལ་ཚེ་བྱེད་དོ།,"“I am keeping watch,” Shuddhodana replied.",,,,,8a.5,,
1,17,4,།དེས་སྨྲས་པ།  ལྷ་མེལ་ཚེ་མཛོད་ཅིག   ཁྱོད་ལ་ལེགས་པར་འགྱུར་རོ།,"Mahanaman said,“Divine One, please keep watch. It will be good for you.""",,,,,8a.5,,
