Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
1,9,1,དགུ་པ་བཟོའི་གནས་ལ་སྦྱངས་པ་ནི།,Chapter 9. The Bodhisattva's Training in the Arts,,,Vol. Kha (2) p. 13.,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 287b.2-288a.4",,
1,9,1,དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་འཁོར་ལྔ་བརྒྱ་དང་ལྷན་ཅིག་ཡི་གེའི་སློབ་དཔོན་སྲིན་བུའི་གོ་ཆའམ་ཀུན་གྱི་བཤེས་གཉེན་གྱི་ཡེ་གེའི་གྲྭར་བྱོན་པ་ན།,"Then the Boddhisattva, together with a retinue of five-hundred, went to the school of  Krimivarman, the master of scripts, who is also known as Sarvamitra.",,,དེ་ནས་ཅུང་ཟད་སྐུ་ཆེར་སྐྱེས་པའི་རྣམ་པ་ལ། ཡི་གེའི་སློབ་དཔོན་གྱི་དྲུང་དུ་ཡི་གེ་སློབ་པ་དང་། རྩིས་ཀྱི་སློབ་དཔོན་གྱི་དྲུང་དུ་རྩིས་སློབ་པ་དང་། ཞང་པོ་བཟང་ལེན་ལ་རྟ་དང་གླང་པོ་ཆེའི་སྒྱུ་རྩལ་སློབ་པ་དང་། མདའ་སོགས་མཚོན་ཆའི་འཕྲུལ་གྱི་སློབ་དཔོན་ལ་དེ་དག་སློབ་ཚུལ་ཅུང་ཟད་རེ་དང་།,"As he grows up slightly, to a minimal extent, he learns letters with a teacher of letters, math with a math teacher, horse and elephant riding skills with Maternal Uncle, Mātulasulabha (bzang len), Archery and so forth with a teacher of weapons.",287b.2,,
1,9,1,།དེས་ཡེ་གེ་གཅིག་བྲིས་ཏེ་ཕུལ་བས། འདི་ནི་ངས་ཤེས་ཀྱི་གཞན་དག་སྨྲོས་ཤིག,"Krimivarman would write a script a give it to the Bodhisattava, who would say ""I know this one. Give me another!"" ",,,,,287b.2-3,,
1,9,1,།དེས་ཀྱང་ཡིག་རིགས་ལྔ་བརྒྱའི་བར་དུ་བྲིས་ཏེ་ཕུལ་བས་ཀྱང་།  དེ་བཞིན་དུ་གྱུར་ཏེ།,Krimivarman wrote five hundred types of script and gave them each to the Boddhistattva. Every time was the same.,,,,,287b.3,,
1,9,1,དེས་གསོལ་པ།  འཇིག་རྟེན་ནི་ཡི་གེ་འདི་ཙམ་སྤྱོད་ཀྱི་གཞན་ནི་བདག་གིས་མ་འཚལ་ལོ།,"""I have written all of scripts in the world,"" he said, ""I cannot find any more!""",,,,,287b.3-4,,
1,9,1,།དེ་ནས་བྱང་ཆུབ་སེམས་དཔས་ཡི་གེ་བྲིས་ནས་དེ་ལ་བསྟན་པས། དེས་མ་ཤེས་ཏེ།,"Then the Bodhisattva wrote a script and showed it to Krmivarman, who did not know it.","གཞོན་ནུ་ཡི་གེ་འབྲི་བ་

སློབ་དཔོན་སྲིན་པོའི་གོ་ཆ་

","The youth writing letters

Master Krmivarman",,,287b.4,,
1,9,1,བཀའ་སྩལ་བ། ཡི་གེ་འདི་ནི་འཇིག་རྟེན་དུ་བྱང་ཆུབ་སེམས་དཔའ་དང་།  འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོ་བྱུང་བ་ན་དར་བར་འགྱུར་རོ།,"The Bodhisattva said, “This script becomes widespread when a bodhisattva or universal ruler appears in the world.”",,,,,287b.5-6,,
1,9,1,།དེའི་ཚེ་ནམ་མཁའ་ནས་ལྷ་ཚངས་པས་ཀྱང་དེ་དེ་བཞིན་ནོ་ཞེས་སྨྲས་སོ།,"At that moment, divine Brahma said from the sky, ""It is just so.""",,,,,287b.6,,
1,9,2,།དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་རྩིས་གྱི་སློབ་དཔོན་སྲིད་སྒྲུབ་ཀྱི་དྲུང་དུ་བྱོན་ནས།,The Bodhisattva then went to the Master of Mathematics Arjuna.,"གཞོན་ནུ་

སྲིད་སྒྲུབ་ཀྱི་རྩིས་ཀྱི་གནས་བསྟན་པ་","The youth

Arjuna, Master of mathematical subjects ",,,N/A,"Latitavistara-sūtra: vol. 46, 75b.2-78a.3","I could not find the Bodhisattva's study with the Mathematician, Arjuna (srid sgrub) in any Vinaya texts. The episode, however, appears in detail in the Latitavistara-sūtra (sde dge bka' 'gyur, vol. 46, 75b.2"
1,9,2,དེས་རྩིས་ཀྱི་གནས་བསྟན་པ་ཐམས་ཅད་བྱང་ཆུབ་སེམས་དཔས་སྔ་ནས་མཁྱེན་ཟིན་ཞིང་། དེས་ཆ་ཙམ་ཡང་མ་རིག་པའི་གྲངས་དང་རྩིས་ཀྱི་གནས་དཔག་ཏུ་མེད་པ་བྱང་ཆུབ་སེམས་དཔས་གསུངས་སོ།,"Every mathematical topic that Arjuna taught, the Bodhisattva already knew. He spoke of figures and mathematical subjects that Arjuna didn't know a thing about. ",,,,,N/A,"Latitavistara-sūtra: vol. 46, 75b.2-78a.3",
