Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
1,5,1,ལྔ་པ་ལྷུམས་ན་བཞུགས་པ་ནི།,"Chapter 5. The Gestation",,,"Vol. Ka (1), pp. 11-12.",,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 278b.7-280a.2",,1,5,1,དེ་ནས་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་གྱིས་བྱང་ཆུབ་སེམས་དཔའ་ལྷུམས་སུ་བཞུགས་པ་དེ་ལ།  སྐུའི་སྲུང་མར་ལག་ན་རལ་གྲི་དང་།  ལག་ན་མདུང་དང་།  ལག་ན་མདུང་ཐུང་དང་།  ལག་ན་མདའ་བོ་ཆེ་སྟེ། ལྷའི་བུ་དཔའ་ཞིང་བརྟུལ་ཕོད་པ་བཞི་བཞག་གོ,"Then Indra, Lord of the Gods sent four brave and strong divine sons as bodyguards for the Bodhisattva while he was in residing in the womb: Khadgapani, Shulapani, Tomarapani, and Shaktipani. ",བྱང་ཆུབ་སེམས་དཔའ་ལྷུམས་སུ་ཞུགས་པ་ལ་ལྷའི་བུ་བཞིས་མཚོན་ཐོགས་ནས་སྲུང་བ་,Four young gods holding weapons protect the bodhisattva while he resides in the womb ,"ཡང་དེ་དག་དང་ཉེ་བའི་ཁང་བཟང་གཅིག་ཏུ། ཡུམ་གྱི་སྐུའི་ལྟོ་བ་ན། བྱང་ཆུབ་སེམས་དཔའ་ལྷུམས་སུ་ཞུགས་པ་ནི། ལྷའི་སྐུ་འདྲ་བ་འོད་ཟེར་འཕྲོ་བས་བརྒྱན་པ་དང་། ཡུམ་གྱི་སྐུ་གཡས་གཡོན་དུ་ལྷའི་བགྲུང་མ་བཞི། རལ་གྲི་དང་། མདུང་དང་། མདུང་ཐུང་དང་། མདའ་བོ་ཆེ་རྣམས་འཛིན་པ་ཡོད་པ།  འཁོར་གཡོག་མང་པོ་མཆོད་པ་སྣ་ཚོགས་པའི་རྣམ་པ་འབྲིའོ། །དེ་ནས་རྒྱལ་པོས་བཙོན་རྣམས་བཏང་བ་དང། ཀུན་ཏུ་རྒྱུ་མིག་དམར་ཞེས་བྱ་བ། ད་ལྟའི་སཱ་བྱ་ཤིའི་ཆ་ལུགས་འདྲ་བ་ཅིག་གིས། རྒྱ་མཚོ་བཞིའི་ཆུ་ཡུམ་ལ་འདྲེན་པའི་རྣམ་པ་རྣམས་འདྲིའོ། །རྒྱལ་པོ་ཟ་གཙང་མ་ཡང་དེ་གཉིས་ན་ཉེ་བ་ན་བཞུགས་པ་རེ་བྱ།","In a mansion near the king's palace, the Buddha, like a god emanating rays of light and wearing jewelry, enters the womb of the queen. The queen is surrounded by four protector gods holding a sword, spear, short spear, and large arrows, respectively. A large retinue make various offerings. The king sets free his prisoners. A yogi or wanderer known as Lohita (mig dmar), resembling a Sāchashi (sA bya shi) follower today, offers water from the four seas to the mother. King Śuddhodana (zas gtsang ma) dwells near them.",278b.7-279a.1,,
1,5,1,།དེ་ནས་ཡུམ་གྱི་ལྷུམས་སུ་བཞུགས་པ་ན་ཡང་མི་གཙང་བས་མ་སྦགས་ཤིང་།,"Even while residing in his mother's womb, he was not defilied by impurities.",,,,,279a.1-2,,
1,5,1,ནོར་བུ་བཻ་ཌུརྱའི་དབུས་སུ་ཚོན་སྐུད་སྣ་ལྔ་བཞག་པ་ལྟར་ཁྱེའུའི་ལུས་ཕུན་སུམ་ཚོགས་པ་མཚན་དང་ལྡན་པ་དེ་ཉིད་ཡུམ་གྱི་སྐུ་ལུས་ཀྱི་ཕྱི་རོལ་ནས་ཀྱང་མ་བསྒྲིབས་པར་གསལ་བར་སྣང་བ་དང་།," Like a five-colored thread embeddeed in the center of a beryl stone, his perfect young body endowed with wondrous signs was clearly visible without obstruction from the outside of her body.",,,,,279a.3-5,,
1,5,1,དུས་དེ་ནས་བརྩམས་ཏེ་ཇི་སྲིད་འཚོའི་བར་དུ་ཡུམ་ཉིད་བསླབ་པའི་གནས་ལྔ་ལ་གནས་ཤིང་,"From that time, for as long as she lived, the mother maintained the five precepts.",,,,,279a.7-279b.2,,
1,5,1,་འདོད་པ་ལ་ཡིད་གཏོད་པ་མེད་དོ། ,Her thoughts were not focused on desires.,,,,,279a.b.2-3,,
1,5,2,།དེ་ནས་ལྷ་མོ་སྒྱུ་འཕྲུལ་ཕོ་བྲང་གི་སྐྱེད་མོས་ཚལ་དུ་ཡོ་བྱད་དང་འབྱོར་པ་དཔག་ཏུ་མེད་པ་དང་བཅས་ཏེ་སྡུག་བསྔལ་དང་ཡིད་མི་བདེ་བའི་རྐྱེན་ཐམས་ཅད་སྤངས་ཏེ།  དགའ་ཚལ་གྱི་ལྷའི་བུ་མོ་བཞིན་དུ་གནས་པ་ལས།,Maya Devi stayed in the palace gardens with every conceivable material comfort. Every cause for suffering and unhappiness was banished. She lived like a divine daughter in a paradise.,,,,,279b.3-4,,
1,5,2,ནམ་ཞིག་ན་རྒྱ་མཚོ་བཞིའི་ཆུ་བཏུང་བར་འདོད་པ་སྐྱེས་ནས།,Once she experienced a craving to drink water from the four oceans.,,,,,279b.4,,
1,5,2,རྒྱལ་པོ་ལ་ཞུས་ཤིང་དེས་མཚན་མཁན་རྣམས་ལ་དྲིས་པས།,"She told the King, and he asked his diviners.",,,,,279b.4,,
1,5,2,ལྷུམས་སུ་ཞུགས་པ་འདིའི་མཐུ་ལགས་ཏེ། འདིས་ཤེས་བྱའི་རྒྱ་མཚོ་འཐུང་བར་འགྱུར་བ་ལགས་སོ།,“This is due to the one residing in her womb. It means that he will drink the ocean of knowledge.”,,,,,279b.4-5,,
1,5,2,།རྒྱལ་པོས་སྨྲས་པ།  གལ་ཏེ་ཆུ་དེ་ལ་མ་བླུད་ན་ཅིར་འགྱུར།,"""And what will happen if she does not drink such waters?” the king asked.",,,,,279b.5-6,,
