Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
1,2,1,གཉིས་པ་རིགས་མཆོག་ཏུ་གྱུར་པ་ནི།,Chapter 2. The Advent of an Extraordinary Lineage,,,,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 271a.7-275b.2",,
1,2,1,དུས་དེར་ཆུ་ཀླུང་སྐལ་ལྡན་ཤིང་རྟ་ཞེས་བྱ་བ་ཆུ་བོ་གངྒཱའི་འགྲམ།  གྲོང་ཁྱེར་ཆེན་པོ་སེར་སྐྱ་གཞི་ཞེས་བྱ་བར། ,"At that time there was a city named Kapilavastu on the banks of the River Ganga, Bhagirathi, the ""Chariot of the Fortunate.""",,,,,271b.1-272a.1,,"The Vinaya source provides a much more detailed account of the founding of Kapilavastu, which is reproduced in English in Rockhill, pp. 11-12."
1,2,1,འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོའི་བརྒྱུད་ལས་བྱུང་བ།  ཤཱཀྱ་རིགས་ལ་རྒྱལ་པོ་སེང་གེ་འགྲམ་ཞེས་བྱ་བ་རྒྱལ་སྲིད་བྱེད་དོ།,"King Simhahanu, descendant of a line of universal monarchs and member of the Shakya clan, reigned over Kapilavastu.",,,,,272b.5-6,,
1,2,1,།དེ་ལ་སྲས་བཞི་སྟེ།  ཟས་གཙང་དང་།  ཟས་དཀར་དང་།  བྲོ་བོ་ཟས་དང་།  བདུད་རྩི་ཟས་སོ།,"Simhahanu had four sons named Shuddhodana, Shuklodana, Dronodana, and Amrtodana.",,,,,272b.6,,
1,2,1,སྲས་མོ་ཡང་། བཞི་སྟེ། གཙང་མ་ཡང་། དཀར་མོ་དང། བྲེ་བོ་མོ་དང། བདུད་རྩི་མོའོ།,"He also had four daughters named Shuddha, Shukla, Drona, and Amrita.",,,,,,,
1,2,1,ཤཱཀྱའི་གྲོང་ཁྱེར་ལྷས་བསྟན་ན་ནི།  ཤཱཀྱ་ལེགས་པར་རབ་སད་ཞེས་བྱ་བ་རྒྱས་སྲིད་སྐྱོང་བ་ལས།,The Shakya king Suprabuddha reigned over the Shakya town Devadaha.,གྲོང་ཁྱེར་ལྷས་བསྟན་,Devadaha,,,272a.1-2; 273b.2,,
1,2,1,རྒྱལ་པོ་དེ་གཉིས་ཀར་ཡང་རྒྱལ་སྲིད་བདེ་ཞིང་ཕུན་སུམ་ཚོགས་པ་ཆོས་དང་ལྡན་པས་རྒྱལ་སྲིད་སྐྱོང་ངོ་།,"Under these two rulers, the kingdoms were happy and prosperous according to dharma. So did they maintain their kingdoms.",,,,,273b.3-4,,
1,2,1,།སེང་གེ་འགྲམ་ནི་བདག་གི་བརྒྱུད་ལ་འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོ་བྱུང་ཡང་ཅི་མ་རུང་ཞེས་སྨོན་པར་བྱེད་དོ།,"Simhahanu made a wish, ""Would it not be fitting if, among my descendents, a universal ruler were to appear?""",,,,,274a.1-2,,
1,2,1,།རྒྱལ་པོ་ལེགས་པར་རབ་སད་ཀྱང་།  སེང་གེ་འགྲམ་དང་གཉེན་དུ་འགྱུར་བར་སྨོན་ནོ།,Suprabuddha then wished to allign himself with Simhahanu.,,,,,274a.2,,
1,2,1,།ལེགས་པར་རབ་སད་ལ་བུ་མོ་མཆོག་ཏུ་གྱུར་པ་ཞིག་བཙས་པ་ན།  སྐྱེ་བོ་ཐམས་ཅད་ཀྱིས་འདི་ནི་མིའི་བུ་མོ་མ་ལགས་ཏེ།  ལས་ཐམས་ཅད་ཀྱིས་སྤྲུལ་པའི་སྒྱུ་འཕྲུལ་ལོ་ཞེས་ཟེར་བས།,"An extraordinary daughter was born to Suprabuddha. Everyone said, ""She can't be a human girl. She's an illusion created by our good karma.”",,,,,274a.4-6,,
1,2,1,དེའི་མིང་སྒྱུ་འཕྲུལ་མར་བཏགས་ཤིང་།  མཚན་མཁན་རྣམས་ཀྱིས་ལུང་བསྟན་པ།  འདི་ལ་བུ་བཙའ་བ་ནི་སྟོབས་ཀྱི་འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོར་འགྱུར་རོ།,"She was named Maya, ""Illusion,"" and the diviners prophesied that the son born to her would become a powerful universal ruler.",,,,,274a.6-b.3,,
1,2,1,།དེ་ནས་ཡང་ཕྱིས་ལེགས་པར་རབ་སད་ཀྱི་བཙུན་མོ་ལ་སྔ་མ་ལས་ཀྱང་ཆེས་ལྷག་པའི་བུ་མོ་བཙས་པར་གྱུར་ཏེ།,"Later, another daughter even more extraordinary than the first was born to King Suprabuddha's wife.",,,,,274b.3,,
