Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,15,,བཅོ་ལྔ་པ་ཞིང་པའི་སར་བསམ་གཏན་བསྒྲུབས་པ་སོགས་ནི།,Chapter 15: The meditation in the countryside,,,Vol. Nga (4) p. 15. ,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 5a.3-7a.7",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M27086.7,3536.7c-68,6.7-96.7,32-172,121.3c-75.3,88.7-102,160-138,258c-26.7,74-88.7,231.3-120,288.7c-31.3,58-71.3,204.7-124.7,298c-18.7,33.3-62,173.3-18,235.3c44.7,62,218,120,293.3,151.3c75.3,31.3,218,71.3,266.7,71.3c48.7,0,58,0,88.7,22c31.3,22,88.7,138,98,155.3c8.7,18,102,66.7,102,66.7c21.3,16.7,58.7,26.7,106.7,22c48.7-4.7,72-15.3,102-48.7c35.3-40,62-71.3,93.3-106.7c27.3-31.3,93.3-84.7,142-84.7s102,31.3,124.7,48.7c22,18,75.3,58,106.7,80c31.3,22,35.3,35.3,80,75.3c36.7,33.3,62,40,84.7,58c22,18,49.3,18,80,8.7c44.7-13.3,74.7-38.7,93.3-66.7c35.3-53.3,22-48.7,88.7-66.7c52.7-14,150.7,25.3,186.7,22c186-17.3,123.3-314,69.3-410.7c-0.7-0.7,4-2.7,5.3-2c14.7,4.7,21.3,4,34.7,16c63.3,58,196.7,149.3,257.3,196.7c0,0,71.3,66.7,128.7,84.7c58,18,298,115.3,382,146.7c84.7,31.3,226.7,75.3,226.7,75.3s40-1844.7,26.7-1858s-80-13.3-155.3-26.7c-74.7-13.3-146-56-182-80c-80-53.3-53.3-93.3-124.7-155.3c-70.7-62-160-142-213.3-75.3s-22,84.7-35.3,115.3s-35.3,71.3-71.3,102c-35.3,31.3-148.7,70.7-222,111.3c-74.7,40.7-198,133.3-210,153.3c0-6,1.3,0,1.3,0s-288.7-31.3-373.3-44.7c-84.7-13.3-248.7-98-280-124.7c-31.3-26.7-195.3-226.7-231.3-262c-35.3-35.3-224.7-231.3-224.7-231.3c-26.7-18-73.3-35.3-118-35.3c-44.7,0-122.7,16.7-178,48.7c-106.7,62-155.3,142-200,258c-44.7,115.3,0,244.7,0,244.7l5.3,8.7c40,71.3,88,108,115.3,124.7V3536.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,15,,ཡང་རྒྱལ་པོས་ཁ་ལོ་སྒྱུར་བ་ལ་དྲིས་པ་ལ་སོགས་པ་སྔ་མ་དང་འདྲ་བ་ལས།,"After the excursion, the king interrogated Chandaka (Mdun pa) as he had done on previous occasions.",,,ཞིང་ལས་བྱེད་པའི་སར་ཕེབས་ནས་ཞིང་པ་རྣམས་དང་། གླང་སོགས་བཏང་སྟེ་ཅི་བདེ་བར་བཏང་བ་དང་། ནང་གི་ལས་སྣ་ཚོགས་པ་བྱེད་པ་རྣམས་ཀྱི་སར་ཕེབས་ཏེ། དེ་དག་ཀྱང་བཏང་བ་དང་། ཤིང་འཛམ་བུའི་རྩ་བར་ཏིང་ངེ་འཛིན་ལ་བཞུགས་ཏེ། གྲིབ་མས་སྐུ་ལུས་མ་བཏང་བ་ལ་ཡབ་ཀྱི་ཕྱག་མཛད་པ་དང་།,"The Buddha goes to the fields where he sets free farmers and bulls. In another scene, he also sets free house servants. The Buddha goes to meditate in the shade under a rose apple tree (shing 'dzam bu) where his father prostrates him.",5a.3-5b.7,,
A,15,,རྒྱལ་པོས་ད་ནི་བདག་གིས་གཞོན་ནུ་ཞིང་པའི་གྲོང་དུ་བཏང་ནས་སེམས་གཡེང་བར་བགྱིའོ་སྙམ་ནས།,"Later the king muttered to himself: “Well, this is most inconvenient! I shall send the prince to the countryside to divert him from such thoughts.”",,,,,5b.7-6a.2,,
A,15,,བྱང་ཆུབ་སེམས་དཔའ་ལ་གཤོན་ནུ་ཚུར་ཤོག  ཁྱོད་ཞིང་པའི་གྲོང་དུ་སོང་ལ་ལས་ཀྱི་མཐའ་ལ་ལྟོས་ཤིག,"“Siddhartha,” he declared, “I wish you to go to the village and monitor the progress of the tilling of the fields.”",,,,,6a.2,,
A,15,,།ཅེས་བརྗོད་པ་ན་བྱང་ཆུབ་སེམས་དཔའ་རྒ་ནད་འཆི་བ་གསུམ་གྱིས་ཐུགས་འབྱུང་།,"Because of his recent encounters with the old man, the sick man and the dead man, the Bodhisattva's heart was in turmoil",,,,,6a.2,,
A,15,,རབ་ཏུ་བྱུང་བ་ལ་ནི་མངོན་པར་ཞེན་ཡང,and he had only one thing on his mind: the life of a renunciate.,,,,,6a.3,,
A,15,,ཡབ་ཟས་གཙང་གི་ཚིག་གསན་ནས་ཤིང་རྟར་ཞུགས་ཏེ་ཞིང་པའི་གྲོང་དུ་གཤེགས་པ་ན།,"But on hearing his father's commands, he climbed into his carriage and left for the farmers' hamlet.",,,,,6a.3,,
A,15,,ལམ་ཁར་གཏེར་ལྔ་བརྒྱ་ཁ་བྱེ་སྟེ།,"All of a sudden, five hundred gemstone mines opened out in front of him while he was still en route,",,,,,6a.3,,
A,15,,གཤོན་ནུ་བདག་ཅག་ནི་ཁྱེད་ཀྱི་ཉེ་དུའི་གཏེར་ལགས་ཀྱི་བདག་ཅག་བཞེས་ཤིག  ཅེས་པའི་སྒྲ་བྱུང་ངོ་།,"and he heard a voice declare: “Prince, we are your ancestors' treasure trove, make of us what use you will.”",,,,,6a.3-4,,
A,15,,།བཀའ་སྩལ་བ།  ཁྱོད་ཀྱི་ང་ལ་དགོས་པ་མེད་ཀྱི་སོང་ཞིག,"“I have no need of you,” the prince replied. “Out of my sight!",,,,,6a.4,,
