Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,7,,བདུན་པ་གྲོང་ཁྱེར་སེར་སྐྱར་གཤེགས་པ་ནི།,"Chapter 7: Entering Kapilavastu",,,Vol. Ka (1) p. 12.,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 282a.1-284b.4",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M17569.3,5903.3c-10-50-96.7-270-123.3-296.7s-1343.3-103.3-1400-100s-103.3-6.7-243.3-13.3c-138.7-6.7-150,0-220-3.3s-146.7,30-170,43.3c-4,2-9.3,6.7-16.7,13.3c13.3-17.3,23.3-35.3,30-53.3c16.7-46.7-3.3-220-6.7-236.7s-10-53.3-23.3-96.7s-90-83.3-133.3-96.7s-16.7-43.3,13.3-73.3s13.3-73.3-20-103.3s-20-36.7-6.7-66.7s0-36.7-16.7-83.3s12.7-38.7,20-63.3c13.3-43.3-23.3-90-46.7-110s-113.3-16.7-153.3,16.7s-46.7,103.3-70,150s-103.3,56.7-150,43.3c-39.3-11.3-60-53.3-80-76.7c-12-13.3-30-80-66.7-120s13.3-40,20-56.7s10-73.3-3.3-103.3s-56.7-63.3-86.7-76.7s-6.7-53.3,6.7-76.7s-6.7-106.7-16.7-123.3s-66.7-33.3-113.3-30s-116.7,16.7-150,70s-33.3,116.7-63.3,143.3s-80,106.7-50,146.7c18,24,45.3,18,63.3,23.3c23.3,6.7,26.7-16.7,33.3-30s43.3-6.7,63.3-6.7s66.7,23.3,93.3,23.3s46.7,30,33.3,43.3s-100,20-120,20s-146.7,6.7-146.7,6.7l-16.7,16.7l-63.3,3.3c0,0,33.3,203.3,36.7,226.7s36.7,450,36.7,450s33.3,350,40,400s53.3,180,70,226.7s165.3,160.7,213.3,176.7c120,40,233.3,60,233.3,60c70,43.3,103.3,133.3,176.7,180c48,30.7,160,53.3,206.7,23.3c45.3-29.3,64.7-105.3,63.3-153.3c0-7.3-0.7-15.3-1.3-22.7c3.3,12,4.7,19.3,4.7,19.3c40,113.3,63.3,110,86.7,116.7s70,0,133.3,36.7c32,18.7,13.3,13.3,46.7,23.3s30,50,43.3,66.7s72-5.3,106.7,6.7c46.7,16.7,60,40,76.7,53.3s26.7,10,50,6.7s73.3-40,86.7-86.7c8-27.3,51.3-76.7,73.3-123.3c26.7-56.7,33.3-83.3,83.3-73.3c4,0.7-16-104.7,20-163.3c26.7-43.3,13.3-93.3,100-106.7c82.7-12.7,97.3,42.7,120,20c61.3-60.7,116-78,130-76.7c36.7,3.3,46.7,20,76.7,16.7s104.7-30,143.3,6.7c70,66.7,6.7,180,26.7,200c20,20,23.3,46.7,86.7,33.3s43.3-66.7,43.3-90s6.7-60,20-80s30,70,36.7,90s77.3,48.7,106.7,53.3c43.3,6.7,130,13.3,180,16.7s233.3,33.3,266.7,30s76.7-50,86.7-73.3s63.3-3.3,80-40S17579.3,5953.3,17569.3,5903.3z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,7,1,གནོད་སྦྱིན་ཤཱཀྱ་འཕེལ་ཞེས་བྱ་བ་སེར་སྐྱ་ན་གནས་པ།  ཤྭཀྱ་རྣམས་ཀྱི་རིགས་ལྷ་རུ་མཆོད་པ་ཞིག་ཡོད་པ།,The yaksa Shakya-shri (Shakya dpal) dwelt in Kapilavastu and the Shakyas honored him as the guardian of their clan.,,,ཁང་བཟང་གཞན་གཅིག་ཏུ་རྒྱལ་པོ་ཟས་གཙང་མ་ལ་རྒྱལ་ཕྲན་མང་པོས་ཕྱག་འབུལ་ཞིང་འབུལ་བ་བྱེད་པ། ཡང་ཁང་བཟང་གཅིག་ན་འཁོར་མང་པོ་ཅན་ཡབ་ཀྱིས་པང་ན། བྱང་ཆུབ་སེམས་པ་ཁྱེའུའི་གཟུགས་ཀྱི་བཞུགས་པ་ལ། མདུན་དུ་བྲམ་ཟེ་མང་པོ་འབྲི། དེ་ནས་ལམ་དུ་ཤིང་རྟའི་སྟེང་དུ་རྒྱལ་པོ་བཞུགས་པ་ལ་འཁོར་མང་པོས་སྐོར་བ་དང་། ཁྱོགས་བྱམས་ཁྲི་སྐྱེ་བོ་མང་པོས་བཏེགས་པའི་དབུས་ན་བྱང་ཆུབ་སེམས་དཔའ་མ་མ་རྣམས་དང་བཅས་བཞུགས་པ་ལ། ལྷ་ཁང་ཞིག་ན་གནོད་སྦྱིན་ལུས་ལ་ཁྲ་གྱོན་པ་ཞིག་འོང་ནས་བྱང་ཆུབ་སེམས་དཔའ་ལ་ཕྱག་འབུལ་བ།,"In a mansion, there is the king along with a retinue. The Buddha takes the form of a boy on the king's lap.  There are brahmins before the king. The king is in a carriage on the road, surrounded by a large retinue. A palanquin with the Buddha and his nanny on it is held up by a large crowd. In a temple, a yakṣa wearing an armor prostrates the Buddha.",282a.1-2,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M15249.3,6156.7c0,0-73.3-280-53.3-343.3c0,0,50-130,76.7-146.7s116.7-120,140-133.3s100-46.7,170-43.3s81.3-3.3,220,3.3c140,6.7,186.7,16.7,243.3,13.3s1373.3,73.3,1400,100s113.3,246.7,123.3,296.7s6.7,80-10,116.7s-70,16.7-80,40s-53.3,70-86.7,73.3s-216.7-26.7-266.7-30s-136.7-10-180-16.7c-29.3-4.7-100-33.3-106.7-53.3s-23.3-110-36.7-90s-20,56.7-20,80s20,76.7-43.3,90s-66.7-13.3-86.7-33.3c-20-20,43.3-133.3-26.7-200c-38.7-36.7-113.3-10-143.3-6.7s-40-13.3-76.7-16.7c-14-1.3-68.7,16-130,76.7c-22.7,22.7-37.3-32.7-120-20c-86.7,13.3-73.3,63.3-100,106.7c-36,58.7-16,164-20,163.3c-50-10-56.7,16.7-83.3,73.3c-22,46.7-65.3,96-73.3,123.3c-13.3,46.7-63.3,83.3-86.7,86.7s-33.3,6.7-50-6.7s-30-36.7-76.7-53.3c-34.7-12-93.3,10-106.7-6.7s-10-56.7-43.3-66.7s-14.7-4.7-46.7-23.3c-63.3-36.7-110-30-133.3-36.7S15289.3,6270,15249.3,6156.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,7,1,ཤྭཀྱའི་བུ་བུ་མོ་གང་སྐྱེས་ཀྱང་དང་པོར་དེ་ལ་ཕྱག་འཚལ་བའི་སྲོལ་ཡོད་པས། རྒྱལ་པོས་ཀྱང་དེ་བཞིན་དུ་བྱེད་པར་བརྩམས་ཏེ།,"Since custom dictated that the first duty of a Shakya newborn baby, girl or boy, was to pay homage to this local deity, King Shuddhodana made preparations for that rite.",,,,,282a.2-4,,
A,7,1,གཞོན་ནུ་བྱང་ཆུབ་སེམས་དཔའ་རིན་པོ་ཆེ་སྣ་བཞིའི་ཁྱོགས་ལ་སྤྱན་དྲངས།,"He sent off a carved wooden palanquin, studded with the four kinds of most precious stones, to fetch the Bodhisattva",,,,,282a.3,,
A,7,1,རྒྱལ་པོ་དང་བློན་པོ་སོགས་འཁོར་ཚོགས་དུ་མ་དང་བཅས་ནས་སེར་སྐྱ་གཞིའི་གནས་སུ་ཞུགས་སོ།,"and waited for him, along with his courtiers and counselors, at the city gates.",,,,,282a.3,,
A,7,1,།གང་གི་ཚེ་བྱང་ཆུབ་སེམས་དཔའ་སེར་སྐྱ་གཞིར་ཞུགས་པ་ན།,"At the very instant that the Bodhisattva entered Kapilavastu,",གཞིན་ནུ་སེར་སྐྱར་འབྱོན་པ་,The youth travels to Kapilavastu,,,282a.3-4,,
A,7,1,ཤཱཀྱ་གཏུམ་པོ་རྩུབ་པ་གཟོ་ལུམ་ཅན་ཅ་ཅོ་ཆེན་པོར་དག་ཀྱང་སྤྱོད་ལམ་དུལ་ཞིང་ཞི་བ་དང་།,"a feeling of humility blew like a soft breeze upon the Shakyas, and worked a deep change of heart in these fierce warriors—who, when all is said and done, were notorious for their crude and cruel character.",,,,,282a.4,,
A,7,1,མི་སྨྲ་བར་གནས་པར་གྱུར་ཏེ།  དཔེར་ན་བརྟུལ་ཞུགས་ལ་རབ་ཏུ་བྱང་པའི་ཐུབ་པ་བཞིན་དུ་གྱུར་ཏོ།,"Seeing them standing thus hushed and still, one would have sworn that these men had always had the gentlest, most refined manners.",,,,,282a.4,,
A,7,1,ཤཱཀྱ་མ་རུངས་པ་རྣམས་ཐུབ་པ་ལྟར་གནས་པ་ཡང་བྱང་ཆུབ་སེམས་དཔའི་མཐུར་ཤེས་ནས།  མཚན་ཤཱཀྱ་ཐུབ་པར་བཏགས་སོ།,"The recalcitrant Shakyas, recognizing that they owed this self-control to the Bodhisattva's power, gave him the epithet Shakyamuni, (Shakya thub pa), the ‘Shakya Tamer’.",,,,,282a.4-5,,
A,7,2,།དེ་ནས་གནོད་སྦྱིན་ཤཱཀྱ་འཕེལ་གྱི་གནས་དང་ཉེ་བར་བྱོན་པ་ན།  གནོད་སྦྱིན་དེ་རང་གི་གཟུགས་ཀྱིས་གནས་ཁང་གི་ཕྱི་རོལ་ཏུ་ཐོན་ནས།,"When the palanquin neared Shakya-shri's sanctuary, the entire population saw with their own eyes that the statue of the yaksa came alive and walked out of the temple.",,,,,282a.5-6,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M14799.3,6110c0,0-113.3-20-233.3-60c-48-16-196.7-130-213.3-176.7s-63.3-176.7-70-226.7s-40-400-40-400s-33.3-426.7-36.7-450s-36.7-226.7-36.7-226.7l63.3-3.3l16.7-16.7c0,0,126.7-6.7,146.7-6.7s106.7-6.7,120-20s-6.7-43.3-33.3-43.3s-73.3-23.3-93.3-23.3s-56.7-6.7-63.3,6.7s-10,36.7-33.3,30c-18-5.3-45.3,0.7-63.3-23.3c-30-40,20-120,50-146.7s30-90,63.3-143.3s103.3-66.7,150-70s103.3,13.3,113.3,30s30,100,16.7,123.3s-36.7,63.3-6.7,76.7s73.3,46.7,86.7,76.7s10,86.7,3.3,103.3s-56.7,16.7-20,56.7s54.7,106.7,66.7,120c20,23.3,40.7,65.3,80,76.7c46.7,13.3,126.7,3.3,150-43.3s30-116.7,70-150s130-36.7,153.3-16.7s60,66.7,46.7,110c-7.3,24.7-36.7,16.7-20,63.3s30,53.3,16.7,83.3s-26.7,36.7,6.7,66.7s50,73.3,20,103.3s-56.7,60-13.3,73.3s120,53.3,133.3,96.7s20,80,23.3,96.7s23.3,190,6.7,236.7s-56.7,90-116.7,136.7c-47.3,36.7-112,140-116.7,206.7c-6.7,100,50,220,53.3,323.3c1.3,48-18,124-63.3,153.3c-46.7,30-158.7,7.3-206.7-23.3C14902.7,6243.3,14869.3,6153.3,14799.3,6110z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
