Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,9,,དགུ་པ་བཟོའི་གནས་ལ་སྦྱངས་པ་ནི།,Chapter 9: The Bodhisattva's Education,,,Vol. Kha (2) p. 13.,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 287b.2-288a.4",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M17892.7,4398l800,1022l-10,223.3c0,0,293.3,16.7,370,13.3s556.7,23.3,726.7,40s363.3,66.7,396.7,90s126.7,120,126.7,120s70-70,96.7-96.7s146.7-83.3,213.3-110s343.3-166.7,413.3-206.7s46.7-100,46.7-140s43.3-103.3,43.3-103.3l-230-120l-13.3-506.7c0,0-133.3-90-253.3-153.3s-433.3-230-476.7-270s-76.7-60-96.7-80s-50-46.7-93.3-76.7s-150-66.7-150-66.7s-323.3,0-403.3-6.7s-636.7-18.7-700-18.7h-2c0,0,11.3-1604.7-20-1618c-41.3-17.3-84.7,62-111.3,102s-35.3,124.7-53.3,168.7c-18,44.7-66.7,71.3-88.7,80c-22,8.7-80-13.3-138,4.7c-38,12-93.3,71.3-93.3,124.7s35.3,106.7,48.7,128.7c13.3,22,30.7,34.7,35.3,66.7c8.7,58-40,62-62,115.3c-16.7,40.7,22,98,22,98s-71.3,0-88,7.3c0,0,0,0,0,0c-22-24-48.7-42.7-67.3-56.7c-31.3-22,15.3-28,35.3-62c31.3-53.3,4.7-80,4.7-115.3c0-35.3-44.7-102-58-128.7s-35.3-66.7-62-102c-26.7-35.3-86-41.3-120-31.3c-58,18-84.7,66.7-111.3,160c-20,71.3,0,66.7,4.7,120c2.7,28.7,8.7,102-35.3,106.7s-48.7-102-53.3-128.7s-22-53.3-84.7-75.3c-62-22-16.7-111.3-26.7-142c-22-66.7-98-71.3-128.7-98s-40-138-120-160c-28.7-8-75.3,8.7-120,44.7s-80,195.3-106.7,240s-53.3,62-102,62c-48.7,0-115.3,58-146.7,58c-44.7,0-31.3-88.7-31.3-115.3s-62-127.3-98-128.7c-88.7-4.7-151.3,84.7-186.7,133.3c-35.3,48.7-35.3,128.7-18,168.7c18,40,4.7,80-44.7,93.3s-93.3,88.7-115.3,128.7c-22,40-35.3,88.7-84.7,98c-48.7,8.7-120,58-120,84.7s48.7,22,93.3,13.3c44.7-8.7,80-18.7,80-18.7c36.7-16.7,70-36.7,100-26.7s50,3.3,70,26.7s46.7,46.7,60,90s26.7,70,23.3,100s-43.3,93.3-43.3,120s6.7,40,53.3,66.7s70,23.3,83.3,76.7s-13.3,26.7,3.3,80s53.3,40,96.7,83.3s63.3,63.3,53.3,110s-66.7,73.3,3.3,80s543.3,23.3,666.7,26.7s236.7,13.3,253.3,13.3c4,0,58.7,66.7,139.3,168c2.7,3.3,5.3,6.7,8,10L17892.7,4398z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,9,,དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་འཁོར་ལྔ་བརྒྱ་དང་ལྷན་ཅིག་ཡི་གེའི་སློབ་དཔོན་སྲིན་བུའི་གོ་ཆའམ་ཀུན་གྱི་བཤེས་གཉེན་གྱི་ཡེ་གེའི་གྲྭར་བྱོན་པ་ན།,"A few years after that the Bodhisattva, together with five hundred children of the same age, was sent off to the school of a learned man who was sometimes called Sarvamitra (Kun gyi bshes gnyen) and at other times *Khajuvarman (Srin bu'i go cha).",,,དེ་ནས་ཅུང་ཟད་སྐུ་ཆེར་སྐྱེས་པའི་རྣམ་པ་ལ། ཡི་གེའི་སློབ་དཔོན་གྱི་དྲུང་དུ་ཡི་གེ་སློབ་པ་དང་། རྩིས་ཀྱི་སློབ་དཔོན་གྱི་དྲུང་དུ་རྩིས་སློབ་པ་དང་། ཞང་པོ་བཟང་ལེན་ལ་རྟ་དང་གླང་པོ་ཆེའི་སྒྱུ་རྩལ་སློབ་པ་དང་། མདའ་སོགས་མཚོན་ཆའི་འཕྲུལ་གྱི་སློབ་དཔོན་ལ་དེ་དག་སློབ་ཚུལ་ཅུང་ཟད་རེ་དང་།,"As he grows up slightly, to a minimal extent, he learns letters with a teacher of letters, math with a math teacher, horse and elephant riding skills with Maternal Uncle, Mātulasulabha (bzang len), Archery and so forth with a teacher of weapons.",287b.2,,
A,9,,།དེས་ཡེ་གེ་གཅིག་བྲིས་ཏེ་ཕུལ་བས།,"Each time the instructor would inscribe an alphabet to teach it to the prince,",,,,,287b.2,,
A,9,,འདི་ནི་ངས་ཤེས་ཀྱི་གཞན་དག་སྨྲོས་ཤིག,"Siddhartha would speak out: “I know it already, I would like to learn another.”",,,,,287b.2-3,,
A,9,,།དེས་ཀྱང་ཡིག་རིགས་ལྔ་བརྒྱའི་བར་དུ་བྲིས་ཏེ་ཕུལ་བས་ཀྱང་།  དེ་བཞིན་དུ་གྱུར་ཏེ།,Sarvamitra produced five hundred different scripts for the Bodhisattva but got no response except the one above.,,,,,287b.3,,
A,9,,དེས་གསོལ་པ།  འཇིག་རྟེན་ནི་ཡི་གེ་འདི་ཙམ་སྤྱོད་ཀྱི་གཞན་ནི་བདག་གིས་མ་འཚལ་ལོ།,"“I have presented to you all the scripts found in the world,” the master admitted at last. “To my knowledge there exist no others.”",,,,,287b.3-4,,
A,9,,།དེ་ནས་བྱང་ཆུབ་སེམས་དཔས་ཡི་གེ་བྲིས་ནས་དེ་ལ་བསྟན་པས།,"Upon this, the Bodhisattva wrote out an alphabet and showed it to Sarvamitra",,,,,287b.4,,
A,9,,དེས་མ་ཤེས་ཏེ།,—who conceded that he had never seen such lettering.,,,,,287b.4,,
A,9,,བཀའ་སྩལ་བ། ཡི་གེ་འདི་ནི་འཇིག་རྟེན་དུ་བྱང་ཆུབ་སེམས་དཔའ་དང་།  འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོ་བྱུང་བ་ན་དར་བར་འགྱུར་རོ།,"“That sort of script spreads throughout the world,” the child asserted, when a universal monarch or bodhisattva is born to it.”",,,,,287b.5-6,,
A,9,,།དེའི་ཚེ་ནམ་མཁའ་ནས་ལྷ་ཚངས་པས་ཀྱང་དེ་དེ་བཞིན་ནོ་ཞེས་སྨྲས་སོ།,"At that very instant, the god Maha-brahma (Tshangs pa chen po) thundered from on high: “That's perfectly true!”",,,,,287b.6,,
