Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,3,,སུམ་པ་གཟིགས་པ་ལྔ་ལ་གཟིགས་པ་ནི།,Chapter 3: The Bodhisattva notices the five marks,,,,,"Vinayavastu (Saṃghabhedavastu): vol. 3(Ga), 275b.3-278a.4",,,"<svg xmlns='http://www.w3.org/2000/svg'><g><path xmlns='http://www.w3.org/2000/svg' d='M7366,3166.7c-11.3-18,12.7-49.3,11.3-65.3c-1.3-18.7,54.7-81.3,68-83.3s-8-26.7-25.3-33.3s-16.7-42.7-14.7-57.3c3.3-28,53.3-53.3,60-64c13.3-21.3,29.3-23.3,46-38.7s24-21.3,20.7-26.7s-10-183.3-10-183.3s-58.7-3.3-72-5.3s3.3-12-6.7-13.3s-18.7-374.7-23.3-448s-18.7-472-18.7-480s-6.7-61.3,0-68s186.7,0,210,0s192-3.3,220-12s-13.3-30-21.3-30s-28-6.7-38.7-13.3s-30-1.3-43.3-6.7s-21.3-6.7-32-5.3s-30-6.7-41.3-14.7s-40-8-56.7-5.3s-23.3,21.3-23.3,34.7s-28-1.3-76.7-14.7s-52-36.7-76.7-46.7s-54.7-74.7-54.7-74.7s-33.3-5.3-41.3-3.3s3.3-48,3.3-48l14.7-14.7c0,0,0-21.3,6.7-21.3s312,6.7,320,6.7s3.3-16.7-1.3-25.3s-25.3-16.7-48-16.7s-38.7-16.7-60-16.7s-20-12-33.3-14.7s-23.3-6.7-46.7-20s-45.3,0-61.3,14.7s-16.7,13.3-43.3-12s-8-46.7-14.7-66.7s26.7-40,30-54.7s23.3-46.7,13.3-61.3s-50-25.3-78.7-30s6.7-23.3,26.7-38.7s2-52.7,44.7-72.7c0,0,28.7-40,58-40c28.7,0,55.3,8.7,64.7,0c8.7-8.7,22-55.3,46.7-66.7c24.7-11.3,42-4.7,48.7-15.3s33.3-40,73.3-42c40-2,80,22,95.3,15.3c15.3-6.7,80-6.7,108.7,0s73.3,2,100,28.7s15.3,40,35.3,40s58,6.7,66.7,35.3c8.7,28.7-11.3,53.3,2,55.3s15.3,11.3,38,24.7c22,13.3,40,40,53.3,35.3s48.7-15.3,62-20s6.7-24.7,55.3-35.3c0,0,71.3-18,106.7-11.3s100,15.3,120,40s35.3,40,48.7,53.3s11.3,24.7,28.7,35.3c18,11.3,31.3,26.7,42,33.3s60,20,66.7,48.7c6.7,28.7,8.7,55.3-8.7,58c0,0-22,26.7,2,35.3c24.7,8.7,80,31.3,91.3,42c11.3,11.3,42,28.7,44.7,42c2,13.3,42,6.7,60,6.7c18,0,120,31.3,133.3,38s100,31.3,113.3,42c13.3,11.3,68.7,20,126.7,24.7c58,4.7,242.7-15.3,311.3,28.7c38,24.7,18,42,35.3,68.7c18,26.7,11.3,38-4.7,75.3c-15.3,38-66.7,38-82,80c-15.3,42-35.3,64.7-95.3,71.3s-282-13.3-278,2c4.7,15.3,46.7,46.7,44.7,62c-2,15.3-2,40,15.3,46.7c18,6.7,42,26.7,48.7,42c6.7,15.3,60,28.7,75.3,48.7s26.7,71.3,28.7,100c2,28.7,15.3,80-24.7,86.7s-60,2-78,18c-18,15.3-66.7,28.7-75.3,40c-8.7,11.3-100,28.7-115.3,48.7c-15.3,20-24.7,64.7,0,68.7c24.7,4.7,106.7,18,144.7,6.7c38-11.3,98-6.7,100,11.3s-100,26.7-124.7,38c-24.7,11.3-22,55.3,2,73.3c24.7,18,46.7,35.3,78,38c31.3,2,84.7,18,100,26.7c15.3,8.7,64.7,33.3,108.7,24.7c44.7-8.7,93.3-11.3,115.3,0s31.3,40,11.3,78c-20,38-71.3,53.3-93.3,68.7c-22,15.3-22,51.3-91.3,55.3c-68.7,4.7-155.3,0-168.7,13.3s-35.3,26.7-51.3,38s-33.3,44.7-71.3,46.7c-38,2-62-8.7-73.3,18c-11.3,26.7,0,58-20,93.3c-5.3,10-38,26.7-46.7,38c-8.7,11.3-11.3,44.7-46.7,53.3c-35.3,8.7-118,4.7-133.3,8.7c-15.3,4.7-13.3,64.7-28.7,71.3s-95.3,42-133.3,46.7c-38,4.7-91.3,11.3-148.7,15.3c-26.7,2-46.7-4.7-75.3-4.7c-28.7,0-131.3,6.7-146.7,13.3c-15.3,6.7-144.7,40-184.7,42c-40,2-148.7-6.7-166.7-18c-18-11.3-53.3-22-84.7-18s-71.3,26.7-102,20c-31.3-6.7-68.7-31.3-106.7-33.3c-20-1.3-42,22-82,35.3c-31.3,10.7-93.3,11.3-122,4.7S7388.7,3202.7,7366,3166.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/><path xmlns='http://www.w3.org/2000/svg' d='M6139.3,6020c0,0-146.7-73.3-240-153.3c-91.3-78-53.3-33.3-160-80s-166.7-106.7-240-206.7s-213.3-173.3-306.7-180s-166.7,60-213.3,93.3s-266.7,246.7-313.3,253.3s-46.7,6.7-120,0s-60-40-80-86.7s-33.3-60-93.3-106.7s-33.3-80-53.3-133.3s-66.7-86.7-106.7-113.3s-128.7-11.3-162,8.7s-104.7-15.3-131.3-68.7s-26.7-60-66.7-80s-48.7-62-68.7-68.7s-84.7-51.3-84.7-51.3s-100-42-173.3-42s-93.3-91.3-133.3-124.7s-151.3-53.3-193.3-53.3c-78,0-102,8.7-215.3,88.7s-124.7,178-275.3,408.7c0,0,176.7,104.7,178,127.3c-3.3-24.7-248.7-163.3-248.7-163.3c-30-36.7-76-164-85.3-194.7c-8.7-31.3-53.3-186.7-71.3-222c-18-35.3-62-62-106.7-111.3s-138-173.3-168.7-208.7c-31.3-35.3-98-53.3-120-88.7c-22-35.3-44.7-231.3-80-302c-35.3-71.3-111.3-204.7-226.7-271.3c-115.3-66.7-324.7-111.3-413.3-111.3c-88.7,0-195.3,18-235.3-8.7s-128.7-98-173.3-128.7c-44.7-31.3-115.3-48.7-151.3-80c-35.3-31.3-40-84.7-84.7-106.7s-102-88.7-115.3-120s-31.3-235.3-146.7-378c-41.3-51.3-193.3-80-193.3-80l-86.7,4631.3c0,0,91.3,4.7,138,38s98,38,200,33.3c66.7-2.7,115.3,68.7,168.7,75.3s100,13.3,246.7,6.7s320-46.7,426.7,13.3s46.7,126.7,146.7,146.7s180-26.7,233.3,100s4.7,124.7,71.3,186.7c44,41.3,102,33.3,155.3,20s93.3-80,93.3-133.3s146.7-273.3,273.3-313.3s240-53.3,366.7-80s300-53.3,300-80c0-16.7-69.3-112.7-114-198l0.7-2c33.3,73.3,440-53.3,580-120s773.3-113.3,953.3-126.7s573.3,20,800,0s506.7-128,626.7-293.3c140-193.3,220.7-458.7,266.7-573.3C6142.7,6130.7,6140,6036,6139.3,6020z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></g></svg>"
A,3,1,དེའི་ཚེ་བྱང་ཆུབ་སེམས་དཔའ་དམ་པ་ཏོག་དཀར་པོར་གྱུར་པས།  འཛམ་བུ་གླིང་དུ་གཟིགས་པ་རྣམ་པ་ལྔ་ལ་གཟིགས་ཏེ།  རིགས་དང་ཡུལ་དང་དུས་དང་བརྒྱུད་དང་བུད་མེད་ལ་གཟིགས་པའོ།,"It is at this juncture that the bodhisattva Svetaketu, sweeping with his glance Jambudvipa, the Land of the Plum-rose Trees, noticed the five special features there: [the future mother’s] Caste, Country, Era, Ancestry, and [the specific] Woman.",,,,,275b.3-4,,"The canonical passage refers merely to the ""bodhisattva"" with no mention of ""Svetaketu"" (dam pa tog dkar po)","<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M2881.3,7328.7c-106.7-133.3,66.7-226.7,18-308.7c-34.7-58-106-54-115.3-100c-18-84.7,0-160-106.7-213.3s-275.3-111.3-275.3-191.3s-18-138-18-218s-22-133.3,71.3-186.7s111.3-144.7,164.7-231.3s66.7-213.3,120-266.7s140-140,146.7-160s-178-128.7-178-128.7c151.3-231.3,162-328.7,275.3-408.7s138-88.7,215.3-88.7c42,0,153.3,20,193.3,53.3s60,124.7,133.3,124.7s173.3,42,173.3,42s64.7,44.7,84.7,51.3s28.7,48.7,68.7,68.7s40,26.7,66.7,80s98,88.7,131.3,68.7s122-35.3,162-8.7s86.7,60,106.7,113.3s-6.7,86.7,53.3,133.3s73.3,60,93.3,106.7s6.7,80,80,86.7s73.3,6.7,120,0s266.7-220,313.3-253.3s120-100,213.3-93.3s233.3,80,306.7,180s133.3,160,240,206.7s68.7,2,160,80c93.3,80,240,153.3,240,153.3c0.7,16,4,110.7-26.7,186.7c-46,114.7-126.7,380-266.7,573.3c-120,165.3-400,273.3-626.7,293.3s-620-13.3-800,0s-813.3,60-953.3,126.7s-546.7,193.3-580,120L2881.3,7328.7z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
A,3,1,།དེ་ཡང་རིགས་ཀྱི་མཆོག་ཤིན་ཏུ་བཙུན་པར་བཀུར་བའི་རྒྱལ་རིགས་དང་།,"He saw a family, an exceptionally noble and well-respected one, belonging to the warrior caste.",,,,,275b.4-7,,
A,3,1,ཡུལ་གྱི་མཆོག་ཡུལ་དབུས་ཀྱི་གྲོང་ཁྱེར་དམ་པ་དང་།,"He noted the excellent location, a splendid fortress-town situated in the Central Lands of Magadha.",,,,,275b.7-276a.5,,
A,3,1,དུས་ཀྱང་ཡིད་འབྱུང་བ་དང་སྐྱོ་ཤས་ཆེ་ཞིང་ཧ་ཅང་རབ་སྙིགས་མ་ལྔ་བདོ་བ་ཡང་མ་ཡིན་པ་ཚེ་ལོ་བརྒྱ་པ་དང་།,"Reflecting on the era, he realized that it was one lost in the mists of despair and deep gloom, but not yet totally obscured by the five degeneracies—these were times wherein human life lasted on the average a hundred years.",,,,,276a.5-276b.4,,
A,3,1,ཕ་མེས་དང་མ་མེས་ཀྱི་ཚོགས་ཟུང་དག་ལ་བདུན་བརྒྱུད་ཀྱི་བར་དུ་སྐྱོན་མེད་པ་དང་།,Then he examined more closely the Maha-sammata (Mang po bkur ba) line of descent and found it faultless over seven generations on both the paternal and maternal sides.,,,,,276b.4-7,,
A,3,1,ཡུམ་ནི་བུད་མེད་ཀྱི་སྐྱོན་ཀུན་སྤངས།,"Finally, his glance rested upon a woman: a mother unblemished by the imperfections of femininity—",,,,,276b.7-277a.6,,
A,3,1,ཡོན་ཏན་ཀུན་ཚང་བ་ལས།,a woman who was endowed with every possible superiority,,,,,277a.1-2,,
A,3,1,ཁྱད་པར་དུ་བྱང་ཆུབ་སེམས་དཔའ་ཟླ་བ་བཅུར་ལྷུམས་སུ་འཛིན་ནུས་པའི་བསོད་ནམས་བསགས་པ་དང་།,"and above all, had accumulated enough merit to carry a bodhisattva in her womb for a period of ten moons—",,,,,277a.2,,
A,3,1,སྔོན་གྱི་རྒྱལ་བ་ལ་མཆོད་ནས་སངས་རྒྱས་ཀྱི་ཡུམ་དུ་འགྱུར་བར་སྨོན་ལམ་བཏབ་པ་སྟེ་དེ་དག་དགོས་པ་ལས།,a woman who had paid homage to past Conqueror Buddhas (rgyal ba) before formulating the wish to become a buddha's mother.,,,,,277a.2,,
